source,source_temp_id,source_final_id,source_final_name,source_query_event_ids,relation,target,target_temp_id,target_final_id,target_final_name,target_query_event_ids,case_id,case_title,source_type,target_type,confidence,evidence,source_file,review_status
车辆侧翻,TMP_EVEN_4CC8CA282C,EVT_CASE_9CC62EF2EB,车辆侧翻,EVT_CASE_9CC62EF2EB|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,CAUSES,公路中断,TMP_EVEN_4524D8507D,EVT_ROAD_INTERRUPTION,公路中断,EVT_ROAD_INTERRUPTION,006_乡村道路货车侧翻伤人事故_739eb5da,乡村道路货车侧翻伤人事故,Event,Event,0.6000,造成2名行人重伤、1名电动自行车骑行者轻伤，电动自行车严重损坏，货车及建筑材料占用整个道路，导致乡村公路双向交通中断，周边村民出行受阻，倾倒的建筑材料存在滑落伤人的次生风险。,交通应急处理案例.txt,AUTO_MEDIUM
车辆冲撞护栏,TMP_ACTI_07FBCF92FC,MEA_CASE_3C5FBE6A21,车辆冲撞护栏,,REQUIRES,高架护栏,TMP_RESO_7DF3223AD3,RES_CASE_6C085FD5C2,高架护栏,,007_高架道路车辆冲撞护栏坠桥事故_47596a34,高架道路车辆冲撞护栏坠桥事故,Action,Resource,0.6200,车辆失控冲撞高架护栏,交通应急处理案例.txt,AUTO_MEDIUM
车辆坠桥,TMP_EVEN_D135278571,EVT_CASE_CDEF184226,车辆坠桥,EVT_CASE_CDEF184226|EVT_TRAFFIC_ACCIDENT|EVT_ROAD_DAMAGE,TRIGGERS,车辆冲撞护栏,TMP_ACTI_07FBCF92FC,MEA_CASE_3C5FBE6A21,车辆冲撞护栏,,007_高架道路车辆冲撞护栏坠桥事故_47596a34,高架道路车辆冲撞护栏坠桥事故,Event,Action,0.6200,车辆失控冲撞高架护栏,交通应急处理案例.txt,AUTO_MEDIUM
车辆坠桥,TMP_EVEN_D135278571,EVT_CASE_CDEF184226,车辆坠桥,EVT_CASE_CDEF184226|EVT_TRAFFIC_ACCIDENT|EVT_ROAD_DAMAGE,CAUSES,车辆起火,TMP_EVEN_8FF829C16F,EVT_CASE_09C02D083D,车辆起火,EVT_CASE_09C02D083D,007_高架道路车辆冲撞护栏坠桥事故_47596a34,高架道路车辆冲撞护栏坠桥事故,Event,Event,0.6000,造成越野车驾驶员1人死亡、2名电动自行车骑行者1死1伤，越野车完全损毁，地面非机动车道交通中断，高架道路受损护栏存在脱落风险，可能导致后续车辆失控坠桥，事故引发周边群众围观，影响现场处置秩序。,交通应急处理案例.txt,AUTO_MEDIUM
路面结冰,TMP_EVEN_66E071D7AC,EVT_CASE_C942A70A78,路面结冰,EVT_CASE_C942A70A78,CAUSES,车辆侧滑碰撞,TMP_EVEN_D6C193A5A3,EVT_CASE_51C41B32E7,车辆侧滑碰撞,EVT_CASE_51C41B32E7|EVT_ROAD_ICE|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,008_冰雪天气高速公路车辆侧滑碰撞事故_35ff869e,冰雪天气高速公路车辆侧滑碰撞事故,Event,Event,0.9500,因夜间气温骤降（零下5℃），路面结冰湿滑，一辆大型客车（载有32名乘客）行驶中发生侧滑，与对向车道一辆重型货车发生正面碰撞,交通应急处理案例.txt,AUTO_HIGH
危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_PRODUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,堵漏,TMP_ACTI_A9B45ED05C,MEA_CASE_39D13A1B81,堵漏,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Action,0.6200,对泄漏点进行堵漏,交通应急处理案例.txt,AUTO_MEDIUM
危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_PRODUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,采样监测,TMP_ACTI_444C288381,MEA_CASE_87C818ACA4,采样监测,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Action,0.6200,对泄漏区域土壤、水体进行采样监测,交通应急处理案例.txt,AUTO_MEDIUM
危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_PRODUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,现场处置,TMP_ACTI_D1F5AF10D2,MEA_CASE_B8E6D970FB,现场处置,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Action,0.6200,对轻伤驾驶员进行现场处置,交通应急处理案例.txt,AUTO_MEDIUM
危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_PRODUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,疏导,TMP_ACTI_09EEEDF06A,MEA_CASE_B804A6CFD8,疏导,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Action,0.6200,疏导过往车辆和人员,交通应急处理案例.txt,AUTO_MEDIUM
危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_PRODUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,安全转运,TMP_ACTI_879D0E6370,MEA_CASE_1F94E0BD1F,安全转运,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Action,0.6200,对剩余危化品进行安全转运,交通应急处理案例.txt,AUTO_MEDIUM
危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_PRODUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,清理和腐蚀修复,TMP_ACTI_4562C3E26C,MEA_CASE_4ED673EE27,清理和腐蚀修复,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Action,0.6200,对路面进行清理和腐蚀修复,交通应急处理案例.txt,AUTO_MEDIUM
