case_id,case_title,entity_temp_id,entity_name,entity_type,resolution_type,final_entity_id,final_entity_name,is_new_entity,primary_event_id,primary_event_name,expanded_event_ids,expanded_event_names,alias_patch_target_ids,alias_patch_target_names,import_eligible,import_skip_reason,evidence,confidence
003_山区公路桥梁坍塌事故_55111111,山区公路桥梁坍塌事故,TMP_ACTI_295A0923E0,事故调查,Action,new_entity,MEA_CASE_6933DFD8F9,事故调查,true,,,,,,,true,,开展事故调查,0.7000
004_暴雨天气城市道路积水交通事故_2e78a65f,暴雨天气城市道路积水交通事故,TMP_EVEN_F6C7C8B9D6,道路积水,Event,alias_match_with_expansions,EVT_METEO_ROAD,公路气象灾害,false,EVT_METEO_ROAD,公路气象灾害,EVT_ROAD_EMERGENCY|EVT_RAINSTORM,公路交通突发事件|暴雨,EVT_METEO_ROAD,公路气象灾害,true,,因突发特大暴雨（1小时降雨量达80毫米），导致道路严重积水，最深积水达60厘米,0.9000
004_暴雨天气城市道路积水交通事故_2e78a65f,暴雨天气城市道路积水交通事故,TMP_EVEN_DD50C1C54D,暴雨,Event,new_event,EVT_RAINSTORM,暴雨,true,EVT_RAINSTORM,暴雨,,,,,true,,突发特大暴雨（1小时降雨量达80毫米）,0.9500
004_暴雨天气城市道路积水交通事故_2e78a65f,暴雨天气城市道路积水交通事故,TMP_EVEN_3CB0497357,车辆被困,Event,new_event,EVT_CASE_76C2F46F5E,车辆被困,true,EVT_CASE_76C2F46F5E,车辆被困,,,,,true,,一辆小型轿车不慎驶入积水路段后熄火，车内2人被困,0.8500
004_暴雨天气城市道路积水交通事故_2e78a65f,暴雨天气城市道路积水交通事故,TMP_EVEN_771977C68D,车辆抛锚,Event,new_event,EVT_CASE_987220FC67,车辆抛锚,true,EVT_CASE_987220FC67,车辆抛锚,,,,,true,,另有3辆车辆在积水区域抛锚,0.8500
004_暴雨天气城市道路积水交通事故_2e78a65f,暴雨天气城市道路积水交通事故,TMP_EVEN_9E7E082A2F,道路交通中断,Event,new_event,EVT_CASE_56854778B2,道路交通中断,true,EVT_CASE_56854778B2,道路交通中断,,,,,true,,道路通行陷入瘫痪,0.8000
005_高速公路危化品车起火爆燃事故_13d4651b,高速公路危化品车起火爆燃事故,TMP_EVEN_6CFCD7FF9B,危化品运输车辆起火爆燃事故,Event,new_event_with_expansions,EVT_CASE_E1C4A193C7,危化品运输车辆起火爆燃事故,true,EVT_CASE_E1C4A193C7,危化品运输车辆起火爆燃事故,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,true,,一辆装载易燃易爆化学品（乙醇）的罐式危化品运输车，因轮胎爆裂失控撞击护栏后，罐体破裂导致乙醇泄漏，遇明火发生起火爆燃，火焰高度达10米，周边多辆车辆被引燃，现场烟雾弥漫，能见度极低。,0.9800
005_高速公路危化品车起火爆燃事故_13d4651b,高速公路危化品车起火爆燃事故,TMP_EVEN_CFFCF17210,乙醇泄漏,Event,new_event,EVT_CASE_08CBE00F4D,乙醇泄漏,true,EVT_CASE_08CBE00F4D,乙醇泄漏,,,,,true,,罐体破裂导致乙醇泄漏,0.9000
005_高速公路危化品车起火爆燃事故_13d4651b,高速公路危化品车起火爆燃事故,TMP_EVEN_B116A1B03E,起火爆燃,Event,new_event,EVT_CASE_C003971FA8,起火爆燃,true,EVT_CASE_C003971FA8,起火爆燃,,,,,true,,遇明火发生起火爆燃,0.9500
006_乡村道路货车侧翻伤人事故_739eb5da,乡村道路货车侧翻伤人事故,TMP_EVEN_4CC8CA282C,车辆侧翻,Event,new_event_with_expansions,EVT_CASE_9CC62EF2EB,车辆侧翻,true,EVT_CASE_9CC62EF2EB,车辆侧翻,EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,公路中断|交通事故,EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,公路中断|交通事故,true,,一辆装载建筑材料的轻型货车，因驾驶员超速行驶且操作不当，在弯道处发生侧翻,0.9000
006_乡村道路货车侧翻伤人事故_739eb5da,乡村道路货车侧翻伤人事故,TMP_ACTI_A2A81701E3,超速行驶,Action,new_entity,MEA_CASE_0B78E0C051,超速行驶,true,,,,,,,true,,因驾驶员超速行驶,0.8000
006_乡村道路货车侧翻伤人事故_739eb5da,乡村道路货车侧翻伤人事故,TMP_EVEN_4524D8507D,公路中断,Event,alias_match,EVT_ROAD_INTERRUPTION,公路中断,false,EVT_ROAD_INTERRUPTION,公路中断,,,,,true,,导致乡村公路双向交通中断,0.7000
007_高架道路车辆冲撞护栏坠桥事故_47596a34,高架道路车辆冲撞护栏坠桥事故,TMP_EVEN_D135278571,车辆坠桥,Event,new_event_with_expansions,EVT_CASE_CDEF184226,车辆坠桥,true,EVT_CASE_CDEF184226,车辆坠桥,EVT_TRAFFIC_ACCIDENT|EVT_ROAD_DAMAGE,交通事故|公路损毁,EVT_TRAFFIC_ACCIDENT|EVT_ROAD_DAMAGE,交通事故|公路损毁,true,,一辆小型越野车因驾驶员疲劳驾驶，车辆失控冲撞高架护栏，护栏被撞断后，越野车从高架道路坠落至地面非机动车道,0.9000
007_高架道路车辆冲撞护栏坠桥事故_47596a34,高架道路车辆冲撞护栏坠桥事故,TMP_ACTI_07FBCF92FC,车辆冲撞护栏,Action,new_entity,MEA_CASE_3C5FBE6A21,车辆冲撞护栏,true,,,,,,,true,,车辆失控冲撞高架护栏,0.8500
007_高架道路车辆冲撞护栏坠桥事故_47596a34,高架道路车辆冲撞护栏坠桥事故,TMP_RESO_7DF3223AD3,高架护栏,Resource,new_entity,RES_CASE_6C085FD5C2,高架护栏,true,,,,,,,true,,冲撞高架护栏，护栏被撞断,0.9000
007_高架道路车辆冲撞护栏坠桥事故_47596a34,高架道路车辆冲撞护栏坠桥事故,TMP_EVEN_8FF829C16F,车辆起火,Event,new_event,EVT_CASE_09C02D083D,车辆起火,true,EVT_CASE_09C02D083D,车辆起火,,,,,true,,撞击地面后发生轻微起火,0.7000
007_高架道路车辆冲撞护栏坠桥事故_47596a34,高架道路车辆冲撞护栏坠桥事故,TMP_EVEN_26B46BE8B3,护栏破损,Event,new_event,EVT_CASE_2C5A382799,护栏破损,true,EVT_CASE_2C5A382799,护栏破损,,,,,true,,高架道路护栏破损严重,0.7000
008_冰雪天气高速公路车辆侧滑碰撞事故_35ff869e,冰雪天气高速公路车辆侧滑碰撞事故,TMP_EVEN_D6C193A5A3,车辆侧滑碰撞,Event,new_event_with_expansions,EVT_CASE_51C41B32E7,车辆侧滑碰撞,true,EVT_CASE_51C41B32E7,车辆侧滑碰撞,EVT_ROAD_ICE|EVT_VEHICLE_BACKLOG,道路积冰|车辆积压,EVT_ROAD_ICE|EVT_VEHICLE_BACKLOG,道路积冰|车辆积压,true,,一辆大型客车行驶中发生侧滑，与对向车道一辆重型货车发生正面碰撞,0.9000
008_冰雪天气高速公路车辆侧滑碰撞事故_35ff869e,冰雪天气高速公路车辆侧滑碰撞事故,TMP_EVEN_66E071D7AC,路面结冰,Event,new_event,EVT_CASE_C942A70A78,路面结冰,true,EVT_CASE_C942A70A78,路面结冰,,,,,true,,因夜间气温骤降（零下5℃），路面结冰湿滑,0.9000
008_冰雪天气高速公路车辆侧滑碰撞事故_35ff869e,冰雪天气高速公路车辆侧滑碰撞事故,TMP_EVEN_9B3B8BE618,交通中断,Event,alias_match,EVT_ROAD_INTERRUPTION,公路中断,false,EVT_ROAD_INTERRUPTION,公路中断,,,,,true,,事故路段双向交通中断,0.8000
009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,TMP_EVEN_27470069E0,危化品泄漏,Event,alias_match_with_expansions,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,false,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_ACCIDENT|EVT_PRODUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,危险货物运输事故|公路交通运输生产事故|交通事故,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,true,,一辆装载液态危化品（氢氧化钠溶液）的罐式运输车，在转弯时因车速过快、重心不稳发生倾覆，罐体破损导致氢氧化钠溶液泄漏,0.9000
009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,TMP_ACTI_A9B45ED05C,堵漏,Action,new_entity,MEA_CASE_39D13A1B81,堵漏,true,,,,,,,true,,对泄漏点进行堵漏,0.7000
009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,TMP_ACTI_444C288381,采样监测,Action,new_entity,MEA_CASE_87C818ACA4,采样监测,true,,,,,,,true,,对泄漏区域土壤、水体进行采样监测,0.7000
009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,TMP_ACTI_D1F5AF10D2,现场处置,Action,new_entity,MEA_CASE_B8E6D970FB,现场处置,true,,,,,,,true,,对轻伤驾驶员进行现场处置,0.7000
009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,TMP_ACTI_09EEEDF06A,疏导,Action,new_entity,MEA_CASE_B804A6CFD8,疏导,true,,,,,,,true,,疏导过往车辆和人员,0.7000
009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,TMP_ACTI_879D0E6370,安全转运,Action,new_entity,MEA_CASE_1F94E0BD1F,安全转运,true,,,,,,,true,,对剩余危化品进行安全转运,0.7000
009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,TMP_ACTI_4562C3E26C,清理和腐蚀修复,Action,new_entity,MEA_CASE_4ED673EE27,清理和腐蚀修复,true,,,,,,,true,,对路面进行清理和腐蚀修复,0.7000
010_施工路段交通事故致人被困事故_508789f5,施工路段交通事故致人被困事故,TMP_EVEN_24ECDA80EE,施工区域碰撞,Event,new_event_with_expansions,EVT_CASE_98B5E9287E,施工区域碰撞,true,EVT_CASE_98B5E9287E,施工区域碰撞,EVT_TRAFFIC_ACCIDENT|EVT_CONSTRUCTION_SAFETY,交通事故|施工安全事故,EVT_TRAFFIC_ACCIDENT|EVT_CONSTRUCTION_SAFETY,交通事故|施工安全事故,true,,一辆小型轿车因未注意施工警示，闯入施工区域，与施工机械（挖掘机）发生碰撞,0.9000
