entity_id,entity_name,entity_type,alias,alias_type,source
EVT_ROAD_INTERRUPTION,公路中断,Event,电线掉落,scene_expression,案例抽取自动补充:022_乡村道路农用无人机运输车剐蹭电线杆致电线掉落事故_f09a10d9
EVT_ROAD_INTERRUPTION,公路中断,Event,道路交通碰撞,scene_expression,案例抽取自动补充:023_城市货运通道大件运输车辆转弯占道碰撞事故_f9707b54
EVT_VEHICLE_BACKLOG,车辆积压,Event,道路交通碰撞,scene_expression,案例抽取自动补充:023_城市货运通道大件运输车辆转弯占道碰撞事故_f9707b54
EVT_ROAD_DAMAGE,公路损毁,Event,车辆侧翻,scene_expression,案例抽取自动补充:024_高原冻土公路路面融沉致车辆颠簸侧翻事故_ce73baa9
EVT_ROAD_DAMAGE,公路损毁,Event,车辆碰撞,scene_expression,案例抽取自动补充:026_林区防火通道私家车违规闯入与防火巡逻车碰撞事故_eadb387f
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆失控,scene_expression,案例抽取自动补充:028_乡村庙会路段人流密集货车失控事故_f1a255c1
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆失控,scene_expression,案例抽取自动补充:028_乡村庙会路段人流密集货车失控事故_f1a255c1
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆失控,scene_expression,案例抽取自动补充:028_乡村庙会路段人流密集货车失控事故_f1a255c1
EVT_TRAFFIC_ACCIDENT,交通事故,Event,消防通道堵塞,scene_expression,案例抽取自动补充:030_城市老旧小区内部道路消防车被石墩堵路延误救援事故_eec13e0f
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆陷沙,scene_expression,案例抽取自动补充:031_沙漠公路车辆陷沙致多车滞留事故_fec06b64
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆陷沙,scene_expression,案例抽取自动补充:031_沙漠公路车辆陷沙致多车滞留事故_fec06b64
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,交通碰撞事故,scene_expression,案例抽取自动补充:032_城市生鲜配送三轮车逆行闯红灯碰撞事故_ad1d53f0
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆侧滑,scene_expression,案例抽取自动补充:033_山区公路冬季暗冰致客车侧滑事故_71108cc8
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆侧滑,scene_expression,案例抽取自动补充:033_山区公路冬季暗冰致客车侧滑事故_71108cc8
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,隔音屏坠落砸车,scene_expression,案例抽取自动补充:035_城市高架路隔音屏脱落砸中过往车辆事故_eee5d463
EVT_ROAD_DAMAGE,公路损毁,Event,隔音屏坠落砸车,scene_expression,案例抽取自动补充:035_城市高架路隔音屏脱落砸中过往车辆事故_eee5d463
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,浓烟引发多车碰撞,scene_expression,案例抽取自动补充:036_乡村道路秸秆焚烧浓烟致多车碰撞事故_8abdd7c8
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆侧翻,scene_expression,案例抽取自动补充:037_高速公路养护车违规变道与轿车碰撞事故_360c3772
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆碰撞,scene_expression,案例抽取自动补充:038_城市无障碍通道轮椅车被电动车碰撞事故_99252499
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆冲撞,scene_expression,案例抽取自动补充:039_边境公路巡逻车与走私车辆冲撞事故_afef4888
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆坠河,scene_expression,案例抽取自动补充:040_城市河道堤顶路车辆坠河事故_8a345609
EVT_ROAD_DAMAGE,公路损毁,Event,构件坠落砸车,scene_expression,案例抽取自动补充:041_高速公路收费站雨棚脱落砸中车辆事故_9a31529a
EVT_ROAD_INTERRUPTION,公路中断,Event,构件坠落砸车,scene_expression,案例抽取自动补充:041_高速公路收费站雨棚脱落砸中车辆事故_9a31529a
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆侧翻,scene_expression,案例抽取自动补充:042_乡村道路养蜂车侧翻蜂群逃逸事故_7e4f5214
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆剐蹭,scene_expression,案例抽取自动补充:043_城市会展中心周边大型活动散场车辆拥堵剐蹭事故_1150e748
EVT_PASSENGER_STRANDING,旅客滞留,Event,车辆剐蹭,scene_expression,案例抽取自动补充:043_城市会展中心周边大型活动散场车辆拥堵剐蹭事故_1150e748
EVT_ROAD_INTERRUPTION,公路中断,Event,道路积雪,scene_expression,案例抽取自动补充:044_山区公路积雪雪崩阻断道路车辆被困事故_2852a114
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,交通碰撞,scene_expression,案例抽取自动补充:045_城市外卖骑手闯红灯与右转货车碰撞事故_e869e7cf
EVT_TRAFFIC_ACCIDENT,交通事故,Event,交通碰撞,scene_expression,案例抽取自动补充:045_城市外卖骑手闯红灯与右转货车碰撞事故_e869e7cf
EVT_TRAFFIC_ACCIDENT,交通事故,Event,高速公路逆行碰撞,scene_expression,案例抽取自动补充:046_高速公路服务区匝道逆行引发碰撞事故_4194887c
EVT_VEHICLE_BACKLOG,车辆积压,Event,货车起火,scene_expression,案例抽取自动补充:047_乡村道路烤烟运输车起火事故_5ed0dfe5
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,货车起火,scene_expression,案例抽取自动补充:047_乡村道路烤烟运输车起火事故_5ed0dfe5
EVT_TRAFFIC_ACCIDENT,交通事故,Event,轨道交通入侵,scene_expression,案例抽取自动补充:048_城市轨道交通地面段私家车闯入轨道逼停列车事故_413aea0d
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,轨道交通入侵,scene_expression,案例抽取自动补充:048_城市轨道交通地面段私家车闯入轨道逼停列车事故_413aea0d
EVT_ROAD_INTERRUPTION,公路中断,Event,暴风雪天气导致的道路交通中断,scene_expression,案例抽取自动补充:049_高原公路暴风雪致车辆被困人员冻伤事故_f5f83a60
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,暴风雪天气导致的道路交通中断,scene_expression,案例抽取自动补充:049_高原公路暴风雪致车辆被困人员冻伤事故_f5f83a60
EVT_ROAD_INTERRUPTION,公路中断,Event,设备坠落伤人,scene_expression,案例抽取自动补充:050_城市垃圾清运车液压尾板故障坠落砸伤路人事故_a3c23fcc
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,设备坠落伤人,scene_expression,案例抽取自动补充:050_城市垃圾清运车液压尾板故障坠落砸伤路人事故_a3c23fcc
