id:ID,name,entity_type_cn,:LABEL
RES_CASE_2A142E9A69,浮桥,应急资源,PlanEntity;Resource
MEA_CASE_C2E598DB69,倾斜,措施,PlanEntity;Action
ORG_CASE_3C2C056CF5,海事部门,部门,PlanEntity;Department
MEA_CASE_32129FD3F2,警戒区域设置,措施,PlanEntity;Action
MEA_CASE_ED8D32FC48,人员转移,措施,PlanEntity;Action
MEA_CASE_32710640CA,安全检测,措施,PlanEntity;Action
EVT_CASE_9BDDC88CCC,车辆碰撞,突发事件,PlanEntity;Event
EVT_PASSENGER_STRANDING,旅客滞留,突发事件,PlanEntity;Event
EVT_CASE_ACA68D279E,施工车辆坠坑,突发事件,PlanEntity;Event
RES_CASE_381D51DE41,驾驶员,应急资源,PlanEntity;Resource
MEA_CASE_5FC20D97EE,分心驾驶,措施,PlanEntity;Action
EVT_CASE_9CC62EF2EB,车辆侧翻,突发事件,PlanEntity;Event
EVT_CASE_2B0A8CF519,卧路牧群,突发事件,PlanEntity;Event
EVT_CASE_5104EF7457,新能源汽车电池热失控,突发事件,PlanEntity;Event
MEA_CASE_4EBCCC1390,车辆疏导,措施,PlanEntity;Action
EVT_CASE_2E37E82249,漫水桥被困,突发事件,PlanEntity;Event
EVT_FLOOD,洪水,突发事件,PlanEntity;Event
EVT_CASE_F8328EF576,油罐车静电火灾,突发事件,PlanEntity;Event
RES_CASE_DED5DD2F83,油罐车,应急资源,PlanEntity;Resource
RES_CASE_D45DC28F1F,加油站,应急资源,PlanEntity;Resource
EVT_CASE_48C1544FE8,静电火花,突发事件,PlanEntity;Event
ORG_CASE_CECFFFD120,消防救援队伍,部门,PlanEntity;Department
ORG_CASE_C08151231F,交警部门,部门,PlanEntity;Department
MEA_CASE_93A78D3315,应急预案启动,措施,PlanEntity;Action
MEA_CASE_7D3350A778,切断电源,措施,PlanEntity;Action
MEA_CASE_524274A189,关闭油罐车卸油阀门,措施,PlanEntity;Action
MEA_CASE_DC70AE65E8,疏散人员,措施,PlanEntity;Action
MEA_CASE_3B62149796,泡沫覆盖法,措施,PlanEntity;Action
EVT_CASE_911BCF600E,道路交通碰撞,突发事件,PlanEntity;Event
MEA_CASE_34B2655045,紧急制动,措施,PlanEntity;Action
MEA_CASE_8AD4AC0802,解救被困驾驶员,措施,PlanEntity;Action
MEA_CASE_ADCA791BF5,清理事故车辆,措施,PlanEntity;Action
MEA_CASE_BAE3EB6B23,修复隔离设施,措施,PlanEntity;Action
EVT_CASE_09C02D083D,车辆起火,突发事件,PlanEntity;Event
EVT_CASE_DE6262D6FC,剐蹭,突发事件,PlanEntity;Event
MEA_CASE_30604D6C17,违停,措施,PlanEntity;Action
ORG_CASE_DA3B807A38,交警,部门,PlanEntity;Department
ORG_CASE_3423B24BB3,城管,部门,PlanEntity;Department
EVT_CASE_E04B444992,道路潮汐淹没,突发事件,PlanEntity;Event
EVT_CASE_3DADFD6D44,潮汐,突发事件,PlanEntity;Event
EVT_CASE_61047CDF1B,车辆自燃,突发事件,PlanEntity;Event
EVT_CASE_4E5DB8871B,桥面铺装受损,突发事件,PlanEntity;Event
RES_CASE_5E988F2764,电线杆,应急资源,PlanEntity;Resource
RES_CASE_4AAD101D94,大件运输车,应急资源,PlanEntity;Resource
RES_CASE_70407E27F9,小型轿车,应急资源,PlanEntity;Resource
MEA_CASE_6B219E66DE,碰撞,措施,PlanEntity;Action
EVT_CASE_A0BEE2C0CD,道路中断,突发事件,PlanEntity;Event
EVT_CASE_204F98C6FB,路面融沉,突发事件,PlanEntity;Event
MEA_CASE_B9DE1F48C8,酒后驾驶,措施,PlanEntity;Action
ORG_CASE_58D13C3595,医疗部门,部门,PlanEntity;Department
MEA_CASE_4DEF057716,救援,措施,PlanEntity;Action
MEA_CASE_61B18C2460,车辆故障,措施,PlanEntity;Action
ORG_CASE_10E0C31CCC,庙会组委会,部门,PlanEntity;Department
ORG_CASE_4A8D0AECA5,村委会,部门,PlanEntity;Department
MEA_CASE_462CC5958C,清理现场,措施,PlanEntity;Action
MEA_CASE_843271D75A,规范摊位设置,措施,PlanEntity;Action
EVT_CASE_8E0C915D4D,ETC设备故障,突发事件,PlanEntity;Event
MEA_CASE_06D490F10A,违规倒车,措施,PlanEntity;Action
EVT_CASE_55EC55B4DA,消防通道堵塞,突发事件,PlanEntity;Event
RES_CASE_B6DB55CC3C,消防车,应急资源,PlanEntity;Resource
MEA_CASE_8FF9372275,消防救援,措施,PlanEntity;Action
EVT_CASE_69B12C85A5,车辆陷沙,突发事件,PlanEntity;Event
RES_CASE_0FE3AC754E,塔克拉玛干沙漠公路,应急资源,PlanEntity;Resource
ORG_CASE_CEC90B79B9,沙漠应急救援队伍,部门,PlanEntity;Department
MEA_CASE_54A66F8CF9,补水,措施,PlanEntity;Action
MEA_CASE_E291015EBA,降温,措施,PlanEntity;Action
MEA_CASE_B804A6CFD8,疏导,措施,PlanEntity;Action
MEA_CASE_24BABF9F02,增设警示标志,措施,PlanEntity;Action
EVT_CASE_695C0653A5,交通碰撞事故,突发事件,PlanEntity;Event
MEA_CASE_985239D14D,逆行闯红灯,措施,PlanEntity;Action
EVT_CASE_9197CC1E77,三轮车侧翻,突发事件,PlanEntity;Event
EVT_CASE_F4726E4011,车辆侧滑,突发事件,PlanEntity;Event
EVT_CASE_C562521519,暗冰,突发事件,PlanEntity;Event
MEA_CASE_99E1D246E3,驾驶员操作不当,措施,PlanEntity;Action
EVT_CASE_33981989B2,隔音屏坠落砸车,突发事件,PlanEntity;Event
RES_CASE_75D685A852,隔音屏,应急资源,PlanEntity;Resource
MEA_CASE_B9C3743B4E,封闭路段,措施,PlanEntity;Action
MEA_CASE_13F54D4CC6,疏导车辆,措施,PlanEntity;Action
MEA_CASE_AA591130A1,破拆,措施,PlanEntity;Action
MEA_CASE_F2C178773D,清理,措施,PlanEntity;Action
MEA_CASE_8130295826,排查,措施,PlanEntity;Action
MEA_CASE_450A825FE7,拖移车辆,措施,PlanEntity;Action
EVT_CASE_9463A9FF31,浓烟引发多车碰撞,突发事件,PlanEntity;Event
EVT_CASE_FB762392BF,秸秆焚烧,突发事件,PlanEntity;Event
RES_CASE_57617EC679,浓烟,应急资源,PlanEntity;Resource
MEA_CASE_ED27AE6814,扑灭明火,措施,PlanEntity;Action
MEA_CASE_B7596252BB,驱散浓烟,措施,PlanEntity;Action
MEA_CASE_7273C6481F,违规变道,措施,PlanEntity;Action
RES_CASE_AA3D1994D1,道路养护车,应急资源,PlanEntity;Resource
MEA_CASE_CF67B7CA0F,闯红灯,措施,PlanEntity;Action
EVT_CASE_F78D7DF899,轮椅车侧翻,突发事件,PlanEntity;Event
RES_CASE_0E479E6E71,走私货车,应急资源,PlanEntity;Resource
MEA_CASE_E3CAFF2C92,冲撞,措施,PlanEntity;Action
EVT_CASE_18E5D99FD5,道路封闭,突发事件,PlanEntity;Event
EVT_CASE_3BD2B0A121,车辆坠河,突发事件,PlanEntity;Event
ORG_CASE_64B9E8A517,高速管理部门,部门,PlanEntity;Department
ORG_CASE_12F41DBD86,路政部门,部门,PlanEntity;Department
MEA_CASE_99ADE4B56A,封闭车道,措施,PlanEntity;Action
MEA_CASE_9DAD37DB50,清理构件,措施,PlanEntity;Action
MEA_CASE_153E36B362,恢复通行,措施,PlanEntity;Action
EVT_CASE_C45427F8BE,蜜蜂逃逸,突发事件,PlanEntity;Event
EVT_CASE_56854778B2,道路交通中断,突发事件,PlanEntity;Event
EVT_CASE_028CA28AE4,车辆拥堵,突发事件,PlanEntity;Event
EVT_CASE_449056D669,雪崩,突发事件,PlanEntity;Event
EVT_CASE_9DD0BDA4CE,交通碰撞,突发事件,PlanEntity;Event
MEA_CASE_D39A7F36A4,右转,措施,PlanEntity;Action
RES_CASE_26F80A5E99,重型厢式货车,应急资源,PlanEntity;Resource
EVT_CASE_1976BD705A,高速公路逆行碰撞,突发事件,PlanEntity;Event
MEA_CASE_EE66DF83B2,匝道封闭,措施,PlanEntity;Action
EVT_CASE_F60956C3E7,货车起火,突发事件,PlanEntity;Event
RES_CASE_6544C21712,烤烟,应急资源,PlanEntity;Resource
MEA_CASE_0542A5288E,起火,措施,PlanEntity;Action
MEA_CASE_99B1ABF38B,封闭,措施,PlanEntity;Action
EVT_CASE_0803F70AB8,轨道交通入侵,突发事件,PlanEntity;Event
EVT_CASE_6B68F24652,暴风雪天气导致的道路交通中断,突发事件,PlanEntity;Event
EVT_CASE_F4732BEE88,暴风雪,突发事件,PlanEntity;Event
EVT_CASE_9DEA800219,设备坠落伤人,突发事件,PlanEntity;Event
RES_CASE_1CE304F952,液压尾板,应急资源,PlanEntity;Resource
EVT_CASE_C5E3DDA812,液压油管爆裂,突发事件,PlanEntity;Event
MEA_CASE_CEEE944B99,解救,措施,PlanEntity;Action
MEA_CASE_2F25F27432,紧急救治,措施,PlanEntity;Action
MEA_CASE_6933DFD8F9,事故调查,措施,PlanEntity;Action
