case_id,case_title,entity_temp_id,entity_name,entity_type,resolution_type,final_entity_id,final_entity_name,is_new_entity,primary_event_id,primary_event_name,expanded_event_ids,expanded_event_names,alias_patch_target_ids,alias_patch_target_names,import_eligible,import_skip_reason,evidence,confidence
008_隧道内车辆起火浓烟封堵事故_2ff59dd3,隧道内车辆起火浓烟封堵事故,TMP_EVEN_FF5087E309,车辆起火,Event,alias_match_with_expansions,EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,false,EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,车辆积压|交通事故,EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,true,,一辆大型货车行驶至隧道中段时，因刹车失灵引发车辆起火，火势迅速蔓延，产生大量浓烟，封堵整个隧道,0.9000
008_隧道内车辆起火浓烟封堵事故_2ff59dd3,隧道内车辆起火浓烟封堵事故,TMP_ACTI_B03862BC87,刹车失灵,Action,new_entity,MEA_CASE_80354268E0,刹车失灵,true,,,,,,,true,,因刹车失灵引发车辆起火,0.8500
009_暴雨引发道路塌陷交通事故_f50e7896,暴雨引发道路塌陷交通事故,TMP_EVEN_7AF8D24D77,道路塌陷,Event,alias_match_with_expansions,EVT_ROAD_DAMAGE,公路损毁,false,EVT_ROAD_DAMAGE,公路损毁,EVT_TRAFFIC_ACCIDENT|EVT_ROAD_INTERRUPTION,交通事故|公路中断,EVT_ROAD_DAMAGE,公路损毁,true,,路面出现长度5米、宽度3米、深度1.5米的塌陷坑，一辆小型轿车不慎驶入塌陷坑,0.9000
009_暴雨引发道路塌陷交通事故_f50e7896,暴雨引发道路塌陷交通事故,TMP_EVEN_D60A88A6CC,暴雨,Event,new_event,EVT_RAINSTORM,暴雨,false,EVT_RAINSTORM,暴雨,,,,,true,,突发暴雨,0.8000
009_暴雨引发道路塌陷交通事故_f50e7896,暴雨引发道路塌陷交通事故,TMP_DEPA_F1D8BC53DB,应急管理部门,Department,new_entity,ORG_CASE_D67BC1DFF4,应急管理部门,true,,,,,,,true,,应急管理部门,0.9000
009_暴雨引发道路塌陷交通事故_f50e7896,暴雨引发道路塌陷交通事故,TMP_DEPA_60509F5E0E,消防救援队伍,Department,new_entity,ORG_CASE_CECFFFD120,消防救援队伍,true,,,,,,,true,,消防救援队伍,0.8500
009_暴雨引发道路塌陷交通事故_f50e7896,暴雨引发道路塌陷交通事故,TMP_DEPA_16ED3BFD20,施工队伍,Department,new_entity,ORG_CASE_6C7E894368,施工队伍,true,,,,,,,true,,施工队伍,0.8500
009_暴雨引发道路塌陷交通事故_f50e7896,暴雨引发道路塌陷交通事故,TMP_ACTI_8D6B3A5EFA,启动应急预案,Action,new_entity,MEA_CASE_29AB47FA07,启动应急预案,true,,,,,,,true,,启动《城市道路塌陷突发事件应急预案》,0.8000
009_暴雨引发道路塌陷交通事故_f50e7896,暴雨引发道路塌陷交通事故,TMP_ACTI_445F9B684D,救援,Action,new_entity,MEA_CASE_4DEF057716,救援,true,,,,,,,true,,使用救援装备，将被困人员从车内解救出来,0.8000
009_暴雨引发道路塌陷交通事故_f50e7896,暴雨引发道路塌陷交通事故,TMP_ACTI_6DFCF35831,回填修复,Action,new_entity,MEA_CASE_A0B69618BE,回填修复,true,,,,,,,true,,对塌陷坑进行回填、修复,0.7000
010_高速货车与护栏碰撞燃油泄漏事故_ae8b8317,高速货车与护栏碰撞燃油泄漏事故,TMP_EVEN_42DECCA95B,柴油泄漏,Event,alias_match_with_expansions,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,false,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,true,,货车油箱破损，柴油持续泄漏，路面被柴油覆盖,0.9000
010_高速货车与护栏碰撞燃油泄漏事故_ae8b8317,高速货车与护栏碰撞燃油泄漏事故,TMP_ACTI_EDB9BCDF58,驾驶员疲劳驾驶,Action,new_entity,MEA_CASE_A6CD658948,驾驶员疲劳驾驶,true,,,,,,,true,,因驾驶员疲劳驾驶,0.8000
011_城市路口货车闯红灯撞人事故_bb08dee8,城市路口货车闯红灯撞人事故,TMP_EVEN_7904492B1E,闯红灯交通事故,Event,new_event_with_expansions,EVT_CASE_6B445BB3BF,闯红灯交通事故,true,EVT_CASE_6B445BB3BF,闯红灯交通事故,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_TRAFFIC_ACCIDENT,交通事故,true,,一辆重型货车闯红灯行驶，与正在过马路的2名行人、1辆电动自行车发生碰撞,0.9000
011_城市路口货车闯红灯撞人事故_bb08dee8,城市路口货车闯红灯撞人事故,TMP_ACTI_01F8843EAD,闯红灯,Action,new_entity,MEA_CASE_CF67B7CA0F,闯红灯,true,,,,,,,true,,一辆重型货车闯红灯行驶,0.9500
011_城市路口货车闯红灯撞人事故_bb08dee8,城市路口货车闯红灯撞人事故,TMP_RESO_230553DDA6,重型货车,Resource,new_entity,RES_CASE_7BEA479A9E,重型货车,true,,,,,,,true,,一辆重型货车,0.9000
011_城市路口货车闯红灯撞人事故_bb08dee8,城市路口货车闯红灯撞人事故,TMP_EVEN_F654EA16C6,交通瘫痪,Event,new_event,EVT_CASE_24BD6E1845,交通瘫痪,true,EVT_CASE_24BD6E1845,交通瘫痪,,,,,true,,交通陷入瘫痪,0.8000
012_山区公路客车坠崖事故_8922caf2,山区公路客车坠崖事故,TMP_EVEN_4DD69DABB2,客车坠崖,Event,new_event_with_expansions,EVT_CASE_D11990E045,客车坠崖,true,EVT_CASE_D11990E045,客车坠崖,EVT_ROAD_INTERRUPTION,公路中断,EVT_ROAD_INTERRUPTION,公路中断,true,,一辆载有15名乘客的中型客车，因驾驶员超速行驶，在急转弯处失控冲出路面，坠入约30米深的山崖,0.9000
012_山区公路客车坠崖事故_8922caf2,山区公路客车坠崖事故,TMP_ACTI_1BEE112B9F,超速行驶,Action,existing_match,MEA_CASE_0B78E0C051,超速行驶,false,,,,,,,true,,因驾驶员超速行驶,0.8000
012_山区公路客车坠崖事故_8922caf2,山区公路客车坠崖事故,TMP_EVEN_ECFDC82D32,公路中断,Event,alias_match,EVT_ROAD_INTERRUPTION,公路中断,false,EVT_ROAD_INTERRUPTION,公路中断,,,,,true,,事故路段双向交通中断,0.7000
013_大雾天气乡村道路交通事故_a8b00b5a,大雾天气乡村道路交通事故,TMP_EVEN_742FB1E7A5,大雾,Event,new_event,EVT_HEAVY_FOG,大雾,false,EVT_HEAVY_FOG,大雾,,,,,true,,因突发大雾，能见度不足30米,0.8500
013_大雾天气乡村道路交通事故_a8b00b5a,大雾天气乡村道路交通事故,TMP_ACTI_CF1A3B47FC,设置警戒标志,Action,new_entity,MEA_CASE_CE138D0F05,设置警戒标志,true,,,,,,,true,,设置警戒标志,0.7000
013_大雾天气乡村道路交通事故_a8b00b5a,大雾天气乡村道路交通事故,TMP_ACTI_D849C8E98D,解救,Action,new_entity,MEA_CASE_CEEE944B99,解救,true,,,,,,,true,,将被压骑行者解救出来,0.7000
013_大雾天气乡村道路交通事故_a8b00b5a,大雾天气乡村道路交通事故,TMP_ACTI_379D5D2C4F,疏导交通,Action,new_entity,MEA_CASE_2216349A64,疏导交通,true,,,,,,,true,,协助疏导交通,0.7000
014_高速危化品车罐体爆炸事故_f7b8552f,高速危化品车罐体爆炸事故,TMP_EVEN_D78333DC54,危化品罐体爆炸,Event,alias_match_with_expansions,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,false,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_ACCIDENT|EVT_TRAFFIC_ACCIDENT,危险货物运输事故|交通事故,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,true,,一辆装载液化石油气的罐式危化品运输车，因与前方一辆重型货车发生追尾，罐体严重破损，引发液化石油气泄漏，遇明火发生爆炸,0.9000
014_高速危化品车罐体爆炸事故_f7b8552f,高速危化品车罐体爆炸事故,TMP_ACTI_6ABEB4CFAD,追尾,Action,existing_match,MEA_CASE_641D68DEBE,追尾,false,,,,,,,true,,因与前方一辆重型货车发生追尾,0.8000
014_高速危化品车罐体爆炸事故_f7b8552f,高速危化品车罐体爆炸事故,TMP_EVEN_A15C9EB022,液化石油气泄漏,Event,new_event,EVT_CASE_6659D5359D,液化石油气泄漏,true,EVT_CASE_6659D5359D,液化石油气泄漏,,,,,true,,引发液化石油气泄漏,0.8500
014_高速危化品车罐体爆炸事故_f7b8552f,高速危化品车罐体爆炸事故,TMP_EVEN_7608B2ED13,爆炸,Event,new_event,EVT_CASE_F5EC6BBB9F,爆炸,true,EVT_CASE_F5EC6BBB9F,爆炸,,,,,true,,罐体严重破损，引发液化石油气泄漏，遇明火发生爆炸,0.9000
015_城市小区门口车辆碰撞儿童事故_50ca750e,城市小区门口车辆碰撞儿童事故,TMP_EVEN_2008765681,车辆碰撞行人,Event,new_event_with_expansions,EVT_CASE_CEA9425D82,车辆碰撞行人,true,EVT_CASE_CEA9425D82,车辆碰撞行人,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,公路中断|车辆积压,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,公路中断|车辆积压,true,,一辆小型轿车在驶出小区时，因驾驶员未观察前方路况，与正在小区门口玩耍的2名儿童发生碰撞,0.9000
016_桥梁施工坠落事故_fac4dd46,桥梁施工坠落事故,TMP_EVEN_914FD824A5,桥梁车辆坠落,Event,new_event_with_expansions,EVT_CASE_8820B3E0F9,桥梁车辆坠落,true,EVT_CASE_8820B3E0F9,桥梁车辆坠落,EVT_CONSTRUCTION_SAFETY|EVT_MAJOR_BRIDGE_ACCIDENT|EVT_TRAFFIC_ACCIDENT,施工安全事故|特大桥梁安全事故|交通事故,EVT_CONSTRUCTION_SAFETY|EVT_MAJOR_BRIDGE_ACCIDENT|EVT_TRAFFIC_ACCIDENT,施工安全事故|特大桥梁安全事故|交通事故,true,,一辆施工工程车在桥面行驶时，因操作不当，从桥梁一侧坠落至江面,0.9000
016_桥梁施工坠落事故_fac4dd46,桥梁施工坠落事故,TMP_ACTI_EBA0BCA669,桥梁护栏维修作业,Action,new_entity,MEA_CASE_F35658E3CB,桥梁护栏维修作业,true,,,,,,,true,,施工单位正在进行桥梁护栏维修作业,0.8000
016_桥梁施工坠落事故_fac4dd46,桥梁施工坠落事故,TMP_RESO_19C7294702,施工工程车,Resource,new_entity,RES_CASE_FCEAE9A269,施工工程车,true,,,,,,,true,,一辆施工工程车,0.9000
017_冰雪路面乡村道路多车碰撞事故_4b49398a,冰雪路面乡村道路多车碰撞事故,TMP_EVEN_0B449ACC47,车辆侧滑碰撞,Event,new_event_with_expansions,EVT_CASE_51C41B32E7,车辆侧滑碰撞,false,EVT_CASE_51C41B32E7,车辆侧滑碰撞,EVT_ROAD_ICE|EVT_TRAFFIC_ACCIDENT,道路积冰|交通事故,EVT_ROAD_ICE|EVT_TRAFFIC_ACCIDENT,道路积冰|交通事故,true,,一辆小型轿车行驶中发生侧滑，与对面行驶的一辆拖拉机、一辆电动自行车发生碰撞,0.9000
017_冰雪路面乡村道路多车碰撞事故_4b49398a,冰雪路面乡村道路多车碰撞事故,TMP_EVEN_441941DB56,道路积冰,Event,alias_match,EVT_ROAD_ICE,道路积冰,false,EVT_ROAD_ICE,道路积冰,,,,,true,,因夜间气温骤降，路面结冰,0.8500
018_高速服务区加油站起火事故_b0ce6eb0,高速服务区加油站起火事故,TMP_EVEN_1FB950647B,加油站火灾,Event,new_event_with_expansions,EVT_CASE_6F7A2A4A6F,加油站火灾,true,EVT_CASE_6F7A2A4A6F,加油站火灾,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_TRAFFIC_ACCIDENT,交通事故,true,,某高速服务区加油站，一辆小型轿车在加油时，因驾驶员违规吸烟，引燃加油枪喷出的汽油，引发起火，火势迅速蔓延至加油站加油机,0.9000
018_高速服务区加油站起火事故_b0ce6eb0,高速服务区加油站起火事故,TMP_DEPA_F18F3430E9,消防救援队伍,Department,new_entity,ORG_CASE_CECFFFD120,消防救援队伍,true,,,,,,,true,,消防救援队伍赶赴现场,0.9000
018_高速服务区加油站起火事故_b0ce6eb0,高速服务区加油站起火事故,TMP_ACTI_7E0C697F6B,应急预案,Action,existing_match,MEA_APPROVE_PLAN,审定应急预案,false,,,,,,,true,,加油站工作人员立即启动应急预案,0.8000
018_高速服务区加油站起火事故_b0ce6eb0,高速服务区加油站起火事故,TMP_ACTI_649446E1D5,泡沫覆盖法,Action,new_entity,MEA_CASE_3B62149796,泡沫覆盖法,true,,,,,,,true,,采用泡沫覆盖法扑灭明火,0.8000
019_城市快速路车辆抛锚引发拥堵事故_1458401e,城市快速路车辆抛锚引发拥堵事故,TMP_EVEN_825F610912,车辆抛锚,Event,new_event_with_expansions,EVT_CASE_987220FC67,车辆抛锚,false,EVT_CASE_987220FC67,车辆抛锚,EVT_VEHICLE_BACKLOG|EVT_PASSENGER_STRANDING|EVT_TRAFFIC_ACCIDENT,车辆积压|旅客滞留|交通事故,EVT_VEHICLE_BACKLOG|EVT_PASSENGER_STRANDING|EVT_TRAFFIC_ACCIDENT,车辆积压|旅客滞留|交通事故,true,,一辆大型客车在行驶中因发动机故障抛锚，停放在行车道与应急车道交界处,0.9000
019_城市快速路车辆抛锚引发拥堵事故_1458401e,城市快速路车辆抛锚引发拥堵事故,TMP_EVEN_2732CBD011,交通拥堵,Event,new_event,EVT_CASE_85237B46E2,交通拥堵,true,EVT_CASE_85237B46E2,交通拥堵,,,,,true,,引发交通拥堵,0.8000
019_城市快速路车辆抛锚引发拥堵事故_1458401e,城市快速路车辆抛锚引发拥堵事故,TMP_EVEN_47EB884D67,旅客滞留,Event,alias_match,EVT_PASSENGER_STRANDING,旅客滞留,false,EVT_PASSENGER_STRANDING,旅客滞留,,,,,true,,造成大型客车内30余名乘客滞留,0.8000
020_危化品运输车翻车泄漏污染农田事故_2fe5372a,危化品运输车翻车泄漏污染农田事故,TMP_EVEN_C49FBCB339,危化品泄漏,Event,alias_match_with_expansions,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,false,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_ACCIDENT|EVT_ENVIRONMENT,危险货物运输事故|环境污染事件,,,true,,罐体破损导致农药泄漏，泄漏的农药沿路面流淌至周边农田，污染农田约5亩,0.9000
020_危化品运输车翻车泄漏污染农田事故_2fe5372a,危化品运输车翻车泄漏污染农田事故,TMP_ACTI_8EC256DC0A,泄漏,Action,new_entity,MEA_CASE_B04D39E895,泄漏,true,,,,,,,true,,农药泄漏,0.9000
021_山区公路落石砸伤车辆事故_d001ab7c,山区公路落石砸伤车辆事故,TMP_EVEN_DAEA529DD7,落石砸车,Event,new_event_with_expansions,EVT_CASE_AF7628B03F,落石砸车,true,EVT_CASE_AF7628B03F,落石砸车,EVT_ROAD_EMERGENCY|EVT_ROAD_DAMAGE,公路交通突发事件|公路损毁,EVT_ROAD_EMERGENCY|EVT_ROAD_DAMAGE,公路交通突发事件|公路损毁,true,,某山区公路，因突发暴雨，山体掉落一块直径约1米的石块，砸中行驶中的一辆小型轿车，轿车车顶被砸破，驾驶员被砸伤。,0.9000
021_山区公路落石砸伤车辆事故_d001ab7c,山区公路落石砸伤车辆事故,TMP_EVEN_E46CB83ABE,暴雨,Event,new_event,EVT_RAINSTORM,暴雨,false,EVT_RAINSTORM,暴雨,,,,,true,,因突发暴雨,0.8000
022_高速多车追尾引发大火事故_161260cb,高速多车追尾引发大火事故,TMP_EVEN_E0F1A03203,多车追尾引发火灾,Event,new_event_with_expansions,EVT_CASE_23ED6DF978,多车追尾引发火灾,true,EVT_CASE_23ED6DF978,多车追尾引发火灾,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,公路中断|车辆积压,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,公路中断|车辆积压,true,,沪昆高速长沙段K1123公里处，因突发团雾，一辆重型货车与前方6辆小型轿车、3辆轻型货车发生连环追尾，多辆车辆碰撞后起火，火势迅速蔓延。,0.9500
022_高速多车追尾引发大火事故_161260cb,高速多车追尾引发大火事故,TMP_EVEN_F905D8CF65,火灾,Event,new_event,EVT_CASE_091BB1089D,火灾,true,EVT_CASE_091BB1089D,火灾,,,,,true,,多辆车辆碰撞后起火，火势迅速蔓延,0.9000
023_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,TMP_EVEN_2F0CA8324E,电动自行车碰撞行人,Event,new_event_with_expansions,EVT_CASE_236A5A2A08,电动自行车碰撞行人,true,EVT_CASE_236A5A2A08,电动自行车碰撞行人,EVT_VEHICLE_BACKLOG,车辆积压,EVT_VEHICLE_BACKLOG,车辆积压,true,,一辆电动自行车闯红灯、逆行行驶，与正在绿灯通行的一名行人发生碰撞，行人被撞倒在地，电动自行车骑行者也摔倒受伤,0.9000
023_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,TMP_ACTI_D0D73B4D4B,闯红灯,Action,new_entity,MEA_CASE_CF67B7CA0F,闯红灯,true,,,,,,,true,,闯红灯,0.8000
023_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,TMP_ACTI_3844308909,逆行,Action,new_entity,MEA_CASE_FEE3C04977,逆行,true,,,,,,,true,,逆行行驶,0.8000
023_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,TMP_EVEN_193D969A01,道路交通拥堵,Event,alias_match,EVT_VEHICLE_BACKLOG,车辆积压,false,EVT_VEHICLE_BACKLOG,车辆积压,,,,,true,,路口交通出现短暂拥堵,0.7000
024_乡村道路校车与货车碰撞事故_056bd8b5,乡村道路校车与货车碰撞事故,TMP_EVEN_CB5F33E3A0,校车与货车碰撞,Event,new_event_with_expansions,EVT_CASE_DE8891D1DD,校车与货车碰撞,true,EVT_CASE_DE8891D1DD,校车与货车碰撞,EVT_ROAD_INTERRUPTION,公路中断,EVT_ROAD_INTERRUPTION,公路中断,true,,某乡村道路，一辆载有12名学生的校车，在行驶中与一辆逆行的重型货车发生碰撞,0.9000
