id:ID,name,entity_type_cn,:LABEL
MEA_CASE_4DEF057716,救援,措施,PlanEntity;Action
MEA_CASE_A0B69618BE,回填修复,措施,PlanEntity;Action
MEA_CASE_A6CD658948,驾驶员疲劳驾驶,措施,PlanEntity;Action
EVT_CASE_6B445BB3BF,闯红灯交通事故,突发事件,PlanEntity;Event
RES_CASE_7BEA479A9E,重型货车,应急资源,PlanEntity;Resource
EVT_CASE_24BD6E1845,交通瘫痪,突发事件,PlanEntity;Event
EVT_CASE_D11990E045,客车坠崖,突发事件,PlanEntity;Event
MEA_CASE_CE138D0F05,设置警戒标志,措施,PlanEntity;Action
MEA_CASE_CEEE944B99,解救,措施,PlanEntity;Action
EVT_CASE_6659D5359D,液化石油气泄漏,突发事件,PlanEntity;Event
EVT_CASE_F5EC6BBB9F,爆炸,突发事件,PlanEntity;Event
MEA_CASE_F35658E3CB,桥梁护栏维修作业,措施,PlanEntity;Action
RES_CASE_FCEAE9A269,施工工程车,应急资源,PlanEntity;Resource
EVT_CASE_6F7A2A4A6F,加油站火灾,突发事件,PlanEntity;Event
MEA_CASE_3B62149796,泡沫覆盖法,措施,PlanEntity;Action
EVT_CASE_85237B46E2,交通拥堵,突发事件,PlanEntity;Event
MEA_CASE_B04D39E895,泄漏,措施,PlanEntity;Action
EVT_CASE_AF7628B03F,落石砸车,突发事件,PlanEntity;Event
EVT_CASE_23ED6DF978,多车追尾引发火灾,突发事件,PlanEntity;Event
EVT_CASE_091BB1089D,火灾,突发事件,PlanEntity;Event
EVT_CASE_236A5A2A08,电动自行车碰撞行人,突发事件,PlanEntity;Event
MEA_CASE_FEE3C04977,逆行,措施,PlanEntity;Action
EVT_CASE_DE8891D1DD,校车与货车碰撞,突发事件,PlanEntity;Event
EVT_CASE_56854778B2,道路交通中断,突发事件,PlanEntity;Event
EVT_CASE_080EA8EA9B,隧道拥堵,突发事件,PlanEntity;Event
EVT_CASE_106C22F38E,路面积水,突发事件,PlanEntity;Event
RES_CASE_54576A6949,油漆,应急资源,PlanEntity;Resource
MEA_CASE_A048795819,超载,措施,PlanEntity;Action
EVT_CASE_0A5C5DEE74,道路交通安全法,突发事件,PlanEntity;Event
EVT_CASE_E7F27BD021,施工车辆碰撞行人,突发事件,PlanEntity;Event
ORG_CASE_C08151231F,交警部门,部门,PlanEntity;Department
ORG_CASE_B6CBD41599,交通部门,部门,PlanEntity;Department
MEA_CASE_03349F59B0,停止施工,措施,PlanEntity;Action
MEA_CASE_12987E1F14,整改安全隐患,措施,PlanEntity;Action
EVT_CASE_67994BB4B4,爆胎,突发事件,PlanEntity;Event
MEA_CASE_7719C4F54E,车辆侧滑,措施,PlanEntity;Action
RES_CASE_325A82726F,护栏,应急资源,PlanEntity;Resource
MEA_CASE_26F6CA0D04,堵漏处置,措施,PlanEntity;Action
MEA_CASE_7B049C8E34,排烟通风,措施,PlanEntity;Action
EVT_CASE_0B82C87221,山体滑坡掩埋车辆,突发事件,PlanEntity;Event
EVT_CASE_8D34029A60,桥梁车辆坠江,突发事件,PlanEntity;Event
EVT_CASE_427F0A2151,桥梁护栏破损,突发事件,PlanEntity;Event
RES_CASE_70407E27F9,小型轿车,应急资源,PlanEntity;Resource
MEA_CASE_D6C81BD9E5,侧滑,措施,PlanEntity;Action
EVT_CASE_23EE1D84BC,危化品运输车辆与火车碰撞,突发事件,PlanEntity;Event
RES_CASE_D5B0647912,液化天然气,应急资源,PlanEntity;Resource
EVT_CASE_3F8D579860,泄漏,突发事件,PlanEntity;Event
EVT_CASE_6E479B6FD4,拖拉机翻车,突发事件,PlanEntity;Event
MEA_CASE_C84BF577DD,违规载人,措施,PlanEntity;Action
MEA_CASE_AD66F64BE8,电路短路,措施,PlanEntity;Action
