entity_id,entity_name,entity_type,alias,alias_type,source
EVT_CONSTRUCTION_SAFETY,施工安全事故,Event,施工区域车辆碰撞行人,scene_expression,案例抽取自动补充:007_案例7_高速公路养护作业区车辆闯入撞伤工人事故_07cfeba7
EVT_CONSTRUCTION_SAFETY,施工安全事故,Event,施工安全事件,text_expression,国家交通应急预案+人工整理
EVT_CONSTRUCTION_SAFETY,施工安全事故,Event,施工机械坠河,scene_expression,案例抽取自动补充:036_城市河道清淤工程车坠河事故_e9e0f326
EVT_CONSTRUCTION_SAFETY,施工安全事故,Event,施工车辆碰撞行人,scene_expression,案例抽取自动补充:029_城市主干道施工车辆碰撞行人事故_b9b4272c
EVT_CONSTRUCTION_SAFETY,施工安全事故,Event,桥梁车辆坠落,scene_expression,案例抽取自动补充:016_桥梁施工坠落事故_fac4dd46
EVT_CONSTRUCTION_SAFETY,施工安全事故,Event,燃气管道破损泄漏,scene_expression,案例抽取自动补充:031_城市老旧小区加装电梯施工车辆撞断燃气管道事故_634535d3
EVT_CONSTRUCTION_SAFETY,施工安全事故,Event,隔音屏坠落砸车,scene_expression,案例抽取自动补充:035_城市高架路隔音屏脱落砸中过往车辆事故_eee5d463
EVT_DAM_BREACH,堤防决口与库区垮坝,Event,决口垮坝事件,scene_expression,国家交通应急预案+人工整理
EVT_DAM_BREACH,堤防决口与库区垮坝,Event,堤防决口,official_variant,国家交通应急预案+人工整理
EVT_DAM_BREACH,堤防决口与库区垮坝,Event,库区垮坝,text_expression,国家交通应急预案+人工整理
EVT_DUST_STORM,沙尘暴,Event,扬沙天气,scene_expression,国家交通应急预案+人工整理
EVT_DUST_STORM,沙尘暴,Event,沙尘天气,text_expression,国家交通应急预案+人工整理
EVT_DUST_STORM,沙尘暴,Event,沙暴,official_variant,国家交通应急预案+人工整理
EVT_DUST_STORM,沙尘暴,Event,沙漠失联被困,scene_expression,案例抽取自动补充:019_沙漠越野穿越车队失联被困事故_bb9acf58
EVT_EARTHQUAKE,地震灾害,Event,地震事件,text_expression,国家交通应急预案+人工整理
EVT_EARTHQUAKE,地震灾害,Event,地震类灾害,scene_expression,国家交通应急预案+人工整理
EVT_EARTHQUAKE,地震灾害,Event,震灾,official_variant,国家交通应急预案+人工整理
EVT_ECONOMIC_SECURITY,经济安全事件,Event,经济安全突发事件,official_variant,国家交通应急预案+人工整理
EVT_ECONOMIC_SECURITY,经济安全事件,Event,经济异常事件,text_expression,国家交通应急预案+人工整理
EVT_ECONOMIC_SECURITY,经济安全事件,Event,经济波动事件,scene_expression,国家交通应急预案+人工整理
EVT_EMERGENCY_MATERIAL_TRANSPORT,紧急物资运输,Event,应急物资运输,official_variant,国家交通应急预案+人工整理
EVT_EMERGENCY_MATERIAL_TRANSPORT,紧急物资运输,Event,紧急运输保障,text_expression,国家交通应急预案+人工整理
EVT_EMERGENCY_MATERIAL_TRANSPORT,紧急物资运输,Event,重点物资运输,scene_expression,国家交通应急预案+人工整理
EVT_ENVIRONMENT,环境污染事件,Event,污染事件,official_variant,国家交通应急预案+人工整理
EVT_ENVIRONMENT,环境污染事件,Event,环境事件,scene_expression,国家交通应急预案+人工整理
EVT_ENVIRONMENT,环境污染事件,Event,环境污染事故,text_expression,国家交通应急预案+人工整理
EVT_ENVIRONMENT,环境污染事件,Event,车辆侧翻,scene_expression,案例抽取自动补充:043_城市垃圾填埋场进场道路车辆侧翻事故_e38dbcc2
EVT_FLOOD,洪水,Event,洪水灾害,scene_expression,国家交通应急预案+人工整理
EVT_FLOOD,洪水,Event,洪涝,text_expression,国家交通应急预案+人工整理
EVT_FLOOD,洪水,Event,洪灾,official_variant,国家交通应急预案+人工整理
EVT_FLOOD_DROUGHT,水旱灾害,Event,水旱类灾害,scene_expression,国家交通应急预案+人工整理
EVT_FLOOD_DROUGHT,水旱灾害,Event,水灾旱灾,official_variant,国家交通应急预案+人工整理
EVT_FLOOD_DROUGHT,水旱灾害,Event,洪涝干旱灾害,text_expression,国家交通应急预案+人工整理
EVT_FOOD_OCCUPATIONAL,食品安全和职业危害,Event,冷链运输故障,scene_expression,案例抽取自动补充:025_跨境生鲜运输货车海关查验区制冷故障事故_e5283178
EVT_FOOD_OCCUPATIONAL,食品安全和职业危害,Event,职业危害事件,text_expression,国家交通应急预案+人工整理
EVT_FOOD_OCCUPATIONAL,食品安全和职业危害,Event,食品安全与职业危害事件,scene_expression,国家交通应急预案+人工整理
EVT_FOOD_OCCUPATIONAL,食品安全和职业危害,Event,食品安全事件,official_variant,国家交通应急预案+人工整理
EVT_FOREIGN_RELATED,涉外突发事件,Event,对外相关突发事件,scene_expression,国家交通应急预案+人工整理
EVT_FOREIGN_RELATED,涉外突发事件,Event,涉外事件,official_variant,国家交通应急预案+人工整理
EVT_FOREIGN_RELATED,涉外突发事件,Event,涉外应急事件,text_expression,国家交通应急预案+人工整理
EVT_FOREST_GRASS_FIRE,森林草原火灾,Event,林草火灾,scene_expression,国家交通应急预案+人工整理
EVT_FOREST_GRASS_FIRE,森林草原火灾,Event,森林火灾,official_variant,国家交通应急预案+人工整理
EVT_FOREST_GRASS_FIRE,森林草原火灾,Event,烟花爆竹车辆侧翻燃爆,scene_expression,案例抽取自动补充:017_烟花爆竹运输车省道侧翻燃爆事故_ddec56f9
EVT_FOREST_GRASS_FIRE,森林草原火灾,Event,草原火灾,text_expression,国家交通应急预案+人工整理
EVT_FOREST_GRASS_FIRE,森林草原火灾,Event,车辆自燃,scene_expression,案例抽取自动补充:020_案例20_林区公路落叶自燃引燃货车事故_29d401a5
EVT_FOREST_GRASS_FIRE,森林草原火灾,Event,车辆起火,scene_expression,案例抽取自动补充:018_山区盘山公路挂车刹车过热起火事故_518896b3
EVT_GEOLOGICAL,地质灾害,Event,地质灾害事件,scene_expression,国家交通应急预案+人工整理
EVT_GEOLOGICAL,地质灾害,Event,地质类灾害,official_variant,国家交通应急预案+人工整理
EVT_GEOLOGICAL,地质灾害,Event,地质险情,text_expression,国家交通应急预案+人工整理
EVT_HAZMAT_ACCIDENT,危险货物运输事故,Event,危化品运输事故,scene_expression,国家交通应急预案+人工整理
EVT_HAZMAT_ACCIDENT,危险货物运输事故,Event,危化品运输车辆与火车碰撞,scene_expression,案例抽取自动补充:001_铁路道口危化品运输车与火车碰撞事故_b56d81db
EVT_HAZMAT_ACCIDENT,危险货物运输事故,Event,危货运输事故,official_variant,国家交通应急预案+人工整理
EVT_HAZMAT_ACCIDENT,危险货物运输事故,Event,危险货物运输事件,text_expression,国家交通应急预案+人工整理
EVT_HAZMAT_ACCIDENT,危险货物运输事故,Event,货车起火,scene_expression,案例抽取自动补充:047_乡村道路烤烟运输车起火事故_5ed0dfe5
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,危化品泄漏,scene_expression,案例抽取自动补充:002_城市隧道内危化品车追尾泄漏事故_1606f9a2
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,危化品罐体爆炸,scene_expression,案例抽取自动补充:014_高速危化品车罐体爆炸事故_f7b8552f
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,危化品车泄漏,scene_expression,国家交通应急预案+人工整理
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,危化品车罐体爆炸,scene_expression,案例抽取自动补充:033_高速危化品车罐体爆炸事故_f7b8552f
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,危化品运输泄漏,official_variant,国家交通应急预案+人工整理
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,危化品运输车辆与火车碰撞,scene_expression,案例抽取自动补充:038_危化品运输车与火车碰撞事故_98cb0816
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,危化品运输车辆起火爆燃事故,scene_expression,案例抽取自动补充:005_高速公路危化品车起火爆燃事故_13d4651b
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,危险化学品泄漏,text_expression,国家交通应急预案+人工整理
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,危险化学品泄漏事故,scene_expression,案例抽取自动补充:005_危化品运输车与私家车碰撞泄漏事故_9a2ba735
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,柴油泄漏,scene_expression,案例抽取自动补充:010_高速货车与护栏碰撞燃油泄漏事故_ae8b8317
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,槽罐车泄漏,scene_expression,国家交通应急预案+人工整理
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,油罐车卸油起火,scene_expression,案例抽取自动补充:016_高速服务区油罐车卸油时静电起火事故_70e84647
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,油罐车泄漏,scene_expression,案例抽取自动补充:030_石油管线伴行道路油罐车泄漏事故_7971854c
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,液化气泄漏,scene_expression,案例抽取自动补充:010_案例10_液化气罐运输车省道剐蹭泄漏事故_e907c177
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,燃油泄漏,scene_expression,案例抽取自动补充:037_案例37_城市环路燃油泄漏路面滑溜多车事故_62e7adcd
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,车辆追尾,scene_expression,案例抽取自动补充:004_高速收费站车辆追尾引发火灾事故_1f1f3d01
EVT_HEAVY_FOG,大雾,Event,大雾天气,text_expression,国家交通应急预案+人工整理
EVT_HEAVY_FOG,大雾,Event,浓雾,official_variant,国家交通应急预案+人工整理
EVT_HEAVY_FOG,大雾,Event,雾害天气,scene_expression,国家交通应急预案+人工整理
EVT_HUB_INTERRUPTION,重要客运枢纽运行中断,Event,客运枢纽中断,text_expression,国家交通应急预案+人工整理
EVT_HUB_INTERRUPTION,重要客运枢纽运行中断,Event,客运枢纽运行中断,official_variant,国家交通应急预案+人工整理
EVT_HUB_INTERRUPTION,重要客运枢纽运行中断,Event,枢纽停运,scene_expression,国家交通应急预案+人工整理
EVT_HUB_INTERRUPTION,重要客运枢纽运行中断,Event,滑行道闯入事件,scene_expression,案例抽取自动补充:007_机场滑行道社会车辆闯入逼停客机事故_1c26d5d8
EVT_INFECTIOUS_DISEASE,传染病疫情,Event,传染病事件,official_variant,国家交通应急预案+人工整理
EVT_INFECTIOUS_DISEASE,传染病疫情,Event,疫情事件,text_expression,国家交通应急预案+人工整理
EVT_INFECTIOUS_DISEASE,传染病疫情,Event,重大疫情,scene_expression,国家交通应急预案+人工整理
EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,Event,新能源汽车电池热失控,scene_expression,案例抽取自动补充:014_城市高架路新能源汽车电池热失控冒烟事故_4b6eb5fb
EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,Event,新能源汽车起火,scene_expression,案例抽取自动补充:014_案例14_高速服务区充电桩车辆短路起火事故_53d3e03f
EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,Event,特长隧道事故,text_expression,国家交通应急预案+人工整理
EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,Event,车辆碰撞起火,scene_expression,案例抽取自动补充:005_城市地下车库车辆碰撞起火事故_4670e54d
EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,Event,车辆起火,scene_expression,案例抽取自动补充:008_隧道内车辆起火浓烟封堵事故_2ff59dd3
EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,Event,隧道内事故,scene_expression,回归案例驱动补充
EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,Event,隧道多车追尾,scene_expression,回归案例驱动补充
EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,Event,隧道安全事故,official_variant,国家交通应急预案+人工整理
EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,Event,隧道追尾事故,scene_expression,回归案例驱动补充
EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,Event,隧道重大事故,scene_expression,国家交通应急预案+人工整理
EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,Event,高速追尾事故,scene_expression,案例抽取自动补充:041_高速多车追尾引发大火事故_161260cb
EVT_MAJOR_BRIDGE_ACCIDENT,特大桥梁安全事故,Event,大桥事故,scene_expression,回归案例驱动补充
EVT_MAJOR_BRIDGE_ACCIDENT,特大桥梁安全事故,Event,桥梁坍塌,scene_expression,案例抽取自动补充:003_山区公路桥梁坍塌事故_55111111
EVT_MAJOR_BRIDGE_ACCIDENT,特大桥梁安全事故,Event,桥梁安全事故,official_variant,国家交通应急预案+人工整理
EVT_MAJOR_BRIDGE_ACCIDENT,特大桥梁安全事故,Event,桥梁车辆事故,scene_expression,回归案例驱动补充
EVT_MAJOR_BRIDGE_ACCIDENT,特大桥梁安全事故,Event,桥梁车辆坠落,scene_expression,案例抽取自动补充:016_桥梁施工坠落事故_fac4dd46
EVT_MAJOR_BRIDGE_ACCIDENT,特大桥梁安全事故,Event,桥梁车辆坠落事故,scene_expression,案例抽取自动补充:005_山区水上浮桥重载货车坠河事故_b6cf7837
EVT_MAJOR_BRIDGE_ACCIDENT,特大桥梁安全事故,Event,桥梁重大事故,scene_expression,国家交通应急预案+人工整理
EVT_MAJOR_BRIDGE_ACCIDENT,特大桥梁安全事故,Event,桥面事故,scene_expression,回归案例驱动补充
EVT_MAJOR_BRIDGE_ACCIDENT,特大桥梁安全事故,Event,浮桥倾斜,scene_expression,案例抽取自动补充:010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba
EVT_MAJOR_BRIDGE_ACCIDENT,特大桥梁安全事故,Event,特大桥事故,text_expression,国家交通应急预案+人工整理
EVT_MAJOR_BRIDGE_ACCIDENT,特大桥梁安全事故,Event,车辆坠桥,scene_expression,案例抽取自动补充:007_高架道路车辆冲撞护栏坠桥事故_47596a34
EVT_MAJOR_TRAFFIC_ACCIDENT,重大恶性交通事故,Event,恶性交通事故,text_expression,国家交通应急预案+人工整理
EVT_MAJOR_TRAFFIC_ACCIDENT,重大恶性交通事故,Event,重大交通事故,official_variant,国家交通应急预案+人工整理
EVT_MAJOR_TRAFFIC_ACCIDENT,重大恶性交通事故,Event,重特大交通事故,scene_expression,国家交通应急预案+人工整理
EVT_MARINE,海洋灾害,Event,海洋灾害事件,scene_expression,国家交通应急预案+人工整理
EVT_MARINE,海洋灾害,Event,海洋突发灾害,text_expression,国家交通应急预案+人工整理
EVT_MARINE,海洋灾害,Event,海洋类灾害,official_variant,国家交通应急预案+人工整理
EVT_METEO_ROAD,公路气象灾害,Event,公路恶劣天气灾害,text_expression,国家交通应急预案+人工整理
EVT_METEO_ROAD,气象灾害,Event,天气灾害,official_variant,国家交通应急预案+人工整理
EVT_METEO_ROAD,公路气象灾害,Event,恶劣天气影响道路,scene_expression,国家交通应急预案+人工整理
EVT_METEO_ROAD,气象灾害,Event,恶劣天气灾害,text_expression,国家交通应急预案+人工整理
EVT_METEO_ROAD,公路气象灾害,Event,气象灾害,official_variant,节点合并维护:20260320
EVT_METEO_ROAD,气象灾害,Event,气象类灾害,scene_expression,国家交通应急预案+人工整理
EVT_METEO_ROAD,公路气象灾害,Event,道路气象灾害,official_variant,国家交通应急预案+人工整理
EVT_METEO_ROAD,公路气象灾害,Event,道路滑坡,scene_expression,案例抽取自动补充:003_山区公路滑坡阻断交通事故_63a86176
EVT_METEO_ROAD,公路气象灾害,Event,道路积水,scene_expression,案例抽取自动补充:048_海岛环岛公路潮汐淹没车辆被困事故_d013820b
EVT_METEO_ROAD,公路气象灾害,Event,隧道积水车辆被困,scene_expression,案例抽取自动补充:005_案例5_城市下穿隧道积水车辆熄火被困事故_3fa003b7
EVT_METEO_ROAD,公路气象灾害,Event,隧道追尾事故,scene_expression,案例抽取自动补充:006_山区隧道群连环追尾事故_2368489c
EVT_NATURAL_DISASTER,自然灾害,Event,自然灾害事件,text_expression,国家交通应急预案+人工整理
EVT_NATURAL_DISASTER,自然灾害,Event,自然灾害突发事件,scene_expression,国家交通应急预案+人工整理
EVT_NATURAL_DISASTER,自然灾害,Event,自然类灾害,official_variant,国家交通应急预案+人工整理
EVT_PASSENGER_STRANDING,旅客滞留,Event,乘客滞留,scene_expression,国家交通应急预案+人工整理
EVT_PASSENGER_STRANDING,旅客滞留,Event,人员滞留,official_variant,国家交通应急预案+人工整理
EVT_PASSENGER_STRANDING,旅客滞留,Event,大量旅客滞留,text_expression,国家交通应急预案+人工整理
EVT_PASSENGER_STRANDING,旅客滞留,Event,车辆抛锚,scene_expression,案例抽取自动补充:019_城市快速路车辆抛锚引发拥堵事故_1458401e
EVT_PRICE_SURGE,物价大幅波动,Event,价格剧烈波动,scene_expression,国家交通应急预案+人工整理
EVT_PRICE_SURGE,物价大幅波动,Event,价格大幅波动,official_variant,国家交通应急预案+人工整理
EVT_PRICE_SURGE,物价大幅波动,Event,物价异常波动,text_expression,国家交通应急预案+人工整理
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,举升机倒塌,scene_expression,案例抽取自动补充:044_高速公路服务区汽修区车辆举升机倒塌事故_73fc72b8
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,交通运输生产事故,official_variant,国家交通应急预案+人工整理
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,公路运输生产事故,text_expression,国家交通应急预案+人工整理
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,施工机械坠河,scene_expression,案例抽取自动补充:036_城市河道清淤工程车坠河事故_e9e0f326
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,施工物体坠落砸车,scene_expression,案例抽取自动补充:039_案例39_高速跨线桥施工杂物掉落砸车事故_8f0be2e5
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,构件坠落砸车,scene_expression,案例抽取自动补充:041_高速公路收费站雨棚脱落砸中车辆事故_9a31529a
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,桥梁车辆坠江,scene_expression,案例抽取自动补充:036_桥梁护栏破损车辆坠江事故_d6e9c6ca
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,桥梁车辆坠落事故,scene_expression,案例抽取自动补充:055_桥梁护栏破损车辆坠江事故_d6e9c6ca
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,燃气管道破损泄漏,scene_expression,案例抽取自动补充:031_城市老旧小区加装电梯施工车辆撞断燃气管道事故_634535d3
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,生产安全事故,scene_expression,国家交通应急预案+人工整理
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,自动驾驶车辆碰撞,scene_expression,案例抽取自动补充:002_城市开放道路自动驾驶测试车失控冲撞事故_420ea99e
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆侧翻,scene_expression,案例抽取自动补充:008_共享单车批量转运车侧翻占道事故_2389421b
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆冲撞,scene_expression,案例抽取自动补充:001_跨境口岸通关货车刹车失灵冲撞闸口事故_bc22335d
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆坠坑,scene_expression,案例抽取自动补充:012_城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故_d332a374
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆坠崖,scene_expression,案例抽取自动补充:047_输变电工程塔材运输车辆山路坠崖事故_78692d8c
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆坠河,scene_expression,案例抽取自动补充:008_案例8_乡村临水路段三轮车坠河乘客落水事故_762bb684
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆失控,scene_expression,案例抽取自动补充:034_案例34_省道货车刹车失灵冲上坡避险车道事故_2dda7108
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆失控冲撞,scene_expression,案例抽取自动补充:006_矿山专用道路矿车刹车失灵冲撞事故_ebcf86b0
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆溜车碰撞,scene_expression,案例抽取自动补充:016_冷链物流园冷库门口货车溜车碰撞事故_70561571
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆碰撞,scene_expression,案例抽取自动补充:034_港口滚装码头车辆上下船碰撞事故_65cb0299
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,道路交通碰撞,scene_expression,案例抽取自动补充:032_城市生鲜配送三轮车逆行闯红灯碰撞事故_ad1d53f0
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,锂电池热失控起火,scene_expression,案例抽取自动补充:024_城市共享电单车换电柜周边车辆起火事故_83b40c74
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,隔音屏坠落砸车,scene_expression,案例抽取自动补充:035_城市高架路隔音屏脱落砸中过往车辆事故_eee5d463
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,集装箱脱落,scene_expression,案例抽取自动补充:001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,驾驶员昏迷车辆失控,scene_expression,案例抽取自动补充:003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9
EVT_PUBLIC_HEALTH,公共卫生事件,Event,公共卫生突发事件,scene_expression,国家交通应急预案+人工整理
EVT_PUBLIC_HEALTH,公共卫生事件,Event,卫生事件,official_variant,国家交通应急预案+人工整理
EVT_PUBLIC_HEALTH,公共卫生事件,Event,重大公共卫生事件,text_expression,国家交通应急预案+人工整理
EVT_RAINSTORM,暴雨,Event,强降雨,official_variant,国家交通应急预案+人工整理
EVT_RAINSTORM,暴雨,Event,强降雨天气,scene_expression,国家交通应急预案+人工整理
EVT_RAINSTORM,暴雨,Event,暴雨天气,text_expression,国家交通应急预案+人工整理
EVT_RAINSTORM,暴雨,Event,车辆涉水熄火,scene_expression,案例抽取自动补充:048_案例48_高速路暴雨天气车辆涉水熄火群困事故_33da7525
EVT_RAINSTORM,暴雨,Event,道路潮汐淹没车辆被困,scene_expression,案例抽取自动补充:020_沿海滩涂养殖区道路潮汐淹没车辆被困事故_ec74207e
EVT_ROAD_BLOCKAGE,公路阻塞,Event,交通阻塞,text_expression,国家交通应急预案+人工整理
EVT_ROAD_BLOCKAGE,公路阻塞,Event,泥石流阻断交通,scene_expression,案例抽取自动补充:043_案例43_山区公路泥石流半幅阻断交通事故_c242c4ba
EVT_ROAD_BLOCKAGE,公路阻塞,Event,落石阻断交通,scene_expression,案例抽取自动补充:007_山区挂壁公路落石阻断车辆被困事故_274b896b
EVT_ROAD_BLOCKAGE,公路阻塞,Event,车辆剐蹭,scene_expression,案例抽取自动补充:043_城市会展中心周边大型活动散场车辆拥堵剐蹭事故_1150e748
EVT_ROAD_BLOCKAGE,公路阻塞,Event,道路堵塞,scene_expression,国家交通应急预案+人工整理
EVT_ROAD_BLOCKAGE,公路阻塞,Event,道路滑坡,scene_expression,案例抽取自动补充:003_山区公路滑坡阻断交通事故_63a86176
EVT_ROAD_BLOCKAGE,公路阻塞,Event,道路阻塞,official_variant,国家交通应急预案+人工整理
EVT_ROAD_DAMAGE,公路损毁,Event,公路受损,text_expression,国家交通应急预案+人工整理
EVT_ROAD_DAMAGE,公路损毁,Event,施工物体坠落砸车,scene_expression,案例抽取自动补充:039_案例39_高速跨线桥施工杂物掉落砸车事故_8f0be2e5
EVT_ROAD_DAMAGE,公路损毁,Event,构件坠落砸车,scene_expression,案例抽取自动补充:041_高速公路收费站雨棚脱落砸中车辆事故_9a31529a
EVT_ROAD_DAMAGE,公路损毁,Event,桥梁冲毁,scene_expression,案例抽取自动补充:008_暴雨乡村桥梁冲毁交通事故_3bc5860c
EVT_ROAD_DAMAGE,公路损毁,Event,桥梁设施损坏,scene_expression,案例抽取自动补充:028_案例28_乡村桥梁限高杆被货车撞断阻断交通事故_b883778e
EVT_ROAD_DAMAGE,公路损毁,Event,桥梁车辆坠江,scene_expression,案例抽取自动补充:036_桥梁护栏破损车辆坠江事故_d6e9c6ca
EVT_ROAD_DAMAGE,公路损毁,Event,桥梁车辆坠落事故,scene_expression,案例抽取自动补充:055_桥梁护栏破损车辆坠江事故_d6e9c6ca
EVT_ROAD_DAMAGE,公路损毁,Event,泥石流阻断交通,scene_expression,案例抽取自动补充:043_案例43_山区公路泥石流半幅阻断交通事故_c242c4ba
EVT_ROAD_DAMAGE,公路损毁,Event,自动驾驶车辆碰撞,scene_expression,案例抽取自动补充:002_城市开放道路自动驾驶测试车失控冲撞事故_420ea99e
EVT_ROAD_DAMAGE,公路损毁,Event,落石砸车,scene_expression,案例抽取自动补充:021_山区公路落石砸伤车辆事故_d001ab7c
EVT_ROAD_DAMAGE,公路损毁,Event,路面塌陷,scene_expression,案例抽取自动补充:020_城市地下管廊施工路段路面塌陷吞车事故_7704f5c4
EVT_ROAD_DAMAGE,公路损毁,Event,路面损坏,scene_expression,国家交通应急预案+人工整理
EVT_ROAD_DAMAGE,公路损毁,Event,车辆侧翻,scene_expression,案例抽取自动补充:026_山区索道下站口接驳车侧翻事故_2ede0717
EVT_ROAD_DAMAGE,公路损毁,Event,车辆冲撞,scene_expression,案例抽取自动补充:001_跨境口岸通关货车刹车失灵冲撞闸口事故_bc22335d
EVT_ROAD_DAMAGE,公路损毁,Event,车辆剐蹭电线杆,scene_expression,案例抽取自动补充:022_乡村道路农用无人机运输车剐蹭电线杆致电线掉落事故_f09a10d9
EVT_ROAD_DAMAGE,公路损毁,Event,车辆坠坑,scene_expression,案例抽取自动补充:012_城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故_d332a374
EVT_ROAD_DAMAGE,公路损毁,Event,车辆坠崖,scene_expression,案例抽取自动补充:042_边境巡逻路界碑附近车辆坠崖事故_590f5f80
EVT_ROAD_DAMAGE,公路损毁,Event,车辆坠河,scene_expression,案例抽取自动补充:008_案例8_乡村临水路段三轮车坠河乘客落水事故_762bb684
