source,source_temp_id,source_final_id,source_final_name,source_query_event_ids,relation,target,target_temp_id,target_final_id,target_final_name,target_query_event_ids,case_id,case_title,source_type,target_type,confidence,evidence,source_file,review_status
危化品运输车辆起火爆燃事故,TMP_EVEN_6CFCD7FF9B,EVT_CASE_E1C4A193C7,危化品运输车辆起火爆燃事故,EVT_CASE_E1C4A193C7|EVT_HAZMAT_LEAK,TRIGGERS,轮胎爆裂,TMP_ACTI_BBD9934102,MEA_CASE_3FC63D4C10,轮胎爆裂,,005_高速公路危化品车起火爆燃事故_13d4651b,高速公路危化品车起火爆燃事故,Event,Action,0.6200,因轮胎爆裂失控,交通应急处理案例.txt,AUTO_MEDIUM
危化品运输车辆起火爆燃事故,TMP_EVEN_6CFCD7FF9B,EVT_CASE_E1C4A193C7,危化品运输车辆起火爆燃事故,EVT_CASE_E1C4A193C7|EVT_HAZMAT_LEAK,TRIGGERS,撞击护栏,TMP_ACTI_39D67CC46D,MEA_CASE_EDD4CDAD40,撞击护栏,,005_高速公路危化品车起火爆燃事故_13d4651b,高速公路危化品车起火爆燃事故,Event,Action,0.6200,失控撞击护栏,交通应急处理案例.txt,AUTO_MEDIUM
危化品运输车辆起火爆燃事故,TMP_EVEN_6CFCD7FF9B,EVT_CASE_E1C4A193C7,危化品运输车辆起火爆燃事故,EVT_CASE_E1C4A193C7|EVT_HAZMAT_LEAK,CAUSES,乙醇泄漏,TMP_EVEN_CFFCF17210,EVT_CASE_08CBE00F4D,乙醇泄漏,EVT_CASE_08CBE00F4D,005_高速公路危化品车起火爆燃事故_13d4651b,高速公路危化品车起火爆燃事故,Event,Event,0.6000,造成危化品运输车驾驶员1人死亡，3辆周边车辆被烧毁，5人不同程度烧伤，事故路段双向交通全面封闭，后方车辆滞留约12公里，爆燃产生的有毒有害气体对周边空气质量造成影响，存在二次爆燃和火势蔓延至高速公路两侧绿化带的风险。,交通应急处理案例.txt,AUTO_MEDIUM
车辆侧翻,TMP_EVEN_4CC8CA282C,EVT_CASE_9CC62EF2EB,车辆侧翻,EVT_CASE_9CC62EF2EB|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,TRIGGERS,超速行驶,TMP_ACTI_A2A81701E3,MEA_CASE_0B78E0C051,超速行驶,,006_乡村道路货车侧翻伤人事故_739eb5da,乡村道路货车侧翻伤人事故,Event,Action,0.6200,因驾驶员超速行驶,交通应急处理案例.txt,AUTO_MEDIUM
车辆坠桥,TMP_EVEN_D135278571,EVT_CASE_CDEF184226,车辆坠桥,EVT_CASE_CDEF184226|EVT_TRAFFIC_ACCIDENT|EVT_ROAD_DAMAGE,TRIGGERS,车辆冲撞护栏,TMP_ACTI_07FBCF92FC,MEA_CASE_3C5FBE6A21,车辆冲撞护栏,,007_高架道路车辆冲撞护栏坠桥事故_47596a34,高架道路车辆冲撞护栏坠桥事故,Event,Action,0.6200,车辆失控冲撞高架护栏,交通应急处理案例.txt,AUTO_MEDIUM
车辆坠桥,TMP_EVEN_D135278571,EVT_CASE_CDEF184226,车辆坠桥,EVT_CASE_CDEF184226|EVT_TRAFFIC_ACCIDENT|EVT_ROAD_DAMAGE,CAUSES,护栏破损,TMP_EVEN_CC2D97676C,EVT_CASE_2C5A382799,护栏破损,EVT_CASE_2C5A382799,007_高架道路车辆冲撞护栏坠桥事故_47596a34,高架道路车辆冲撞护栏坠桥事故,Event,Event,0.6000,造成越野车驾驶员1人死亡、2名电动自行车骑行者1死1伤，越野车完全损毁，地面非机动车道交通中断，高架道路受损护栏存在脱落风险，可能导致后续车辆失控坠桥，事故引发周边群众围观，影响现场处置秩序。,交通应急处理案例.txt,AUTO_MEDIUM
路面结冰,TMP_EVEN_66E071D7AC,EVT_CASE_C942A70A78,路面结冰,EVT_CASE_C942A70A78,CAUSES,车辆侧滑碰撞,TMP_EVEN_D6C193A5A3,EVT_CASE_51C41B32E7,车辆侧滑碰撞,EVT_CASE_51C41B32E7|EVT_ROAD_ICE|EVT_VEHICLE_BACKLOG,008_冰雪天气高速公路车辆侧滑碰撞事故_35ff869e,冰雪天气高速公路车辆侧滑碰撞事故,Event,Event,0.9500,因夜间气温骤降（零下5℃），路面结冰湿滑，一辆大型客车（载有32名乘客）行驶中发生侧滑，与对向车道一辆重型货车发生正面碰撞,交通应急处理案例.txt,AUTO_HIGH
危化品运输车倾覆,TMP_EVEN_D8858F2883,EVT_CASE_AA7B56938D,危化品运输车倾覆,EVT_CASE_AA7B56938D,CAUSES,危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Event,0.9500,在转弯时因车速过快、重心不稳发生倾覆，罐体破损导致氢氧化钠溶液泄漏,交通应急处理案例.txt,AUTO_HIGH
堵漏,TMP_ACTI_6AB0E9C240,MEA_CASE_39D13A1B81,堵漏,,REQUIRES,氢氧化钠溶液,TMP_RESO_20AE6DBF5B,RES_CASE_F1D0288F3D,氢氧化钠溶液,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Action,Resource,0.8000,对泄漏点进行堵漏,交通应急处理案例.txt,AUTO_MEDIUM
危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT,TRIGGERS,堵漏,TMP_ACTI_6AB0E9C240,MEA_CASE_39D13A1B81,堵漏,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Action,0.8000,对泄漏点进行堵漏,交通应急处理案例.txt,AUTO_MEDIUM
危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT,TRIGGERS,采样监测,TMP_ACTI_1C1BC00338,MEA_CASE_87C818ACA4,采样监测,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Action,0.8000,环保部门对泄漏区域土壤、水体进行采样监测,交通应急处理案例.txt,AUTO_MEDIUM
危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT,TRIGGERS,警戒,TMP_ACTI_22449E8D4A,MEA_CASE_A985295656,警戒,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Action,0.7500,交警部门封闭事故路段，设置警戒区域,交通应急处理案例.txt,AUTO_MEDIUM
危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT,TRIGGERS,清理和腐蚀修复,TMP_ACTI_A856EDA92D,MEA_CASE_4ED673EE27,清理和腐蚀修复,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Action,0.7500,交通部门对路面进行清理和腐蚀修复,交通应急处理案例.txt,AUTO_MEDIUM
