source,source_temp_id,source_final_id,source_final_name,source_query_event_ids,relation,target,target_temp_id,target_final_id,target_final_name,target_query_event_ids,case_id,case_title,source_type,target_type,confidence,evidence,source_file,review_status
车辆侧翻,TMP_EVEN_4CC8CA282C,EVT_ENVIRONMENT,环境污染事件,EVT_ENVIRONMENT|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,TRIGGERS,超速行驶,TMP_ACTI_A2A81701E3,MEA_CASE_0B78E0C051,超速行驶,,006_乡村道路货车侧翻伤人事故_739eb5da,乡村道路货车侧翻伤人事故,Event,Action,0.6200,因驾驶员超速行驶,交通应急处理案例.txt,AUTO_MEDIUM
车辆失控冲撞,TMP_ACTI_B2E53BBD54,MEA_CASE_B625E381A4,车辆失控冲撞,,REQUIRES,高架护栏,TMP_RESO_7DF3223AD3,RES_CASE_6C085FD5C2,高架护栏,,007_高架道路车辆冲撞护栏坠桥事故_47596a34,高架道路车辆冲撞护栏坠桥事故,Action,Resource,0.9000,车辆失控冲撞高架护栏,交通应急处理案例.txt,AUTO_HIGH
车辆侧滑碰撞,TMP_EVEN_D6C193A5A3,EVT_CASE_51C41B32E7,车辆侧滑碰撞,EVT_CASE_51C41B32E7|EVT_VEHICLE_BACKLOG|EVT_ROAD_ICE|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,CAUSES,交通中断,TMP_EVEN_9B3B8BE618,EVT_CASE_436A2F6617,交通中断,EVT_CASE_436A2F6617,008_冰雪天气高速公路车辆侧滑碰撞事故_35ff869e,冰雪天气高速公路车辆侧滑碰撞事故,Event,Event,0.9000,造成客车内5人受伤、货车驾驶员1人重伤，32名乘客全部被困，事故路段双向交通中断,交通应急处理案例.txt,AUTO_HIGH
路面结冰,TMP_EVEN_66E071D7AC,EVT_CASE_C942A70A78,路面结冰,EVT_CASE_C942A70A78,CAUSES,车辆侧滑碰撞,TMP_EVEN_D6C193A5A3,EVT_CASE_51C41B32E7,车辆侧滑碰撞,EVT_CASE_51C41B32E7|EVT_VEHICLE_BACKLOG|EVT_ROAD_ICE|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,008_冰雪天气高速公路车辆侧滑碰撞事故_35ff869e,冰雪天气高速公路车辆侧滑碰撞事故,Event,Event,0.9500,因夜间气温骤降（零下5℃），路面结冰湿滑，一辆大型客车（载有32名乘客）行驶中发生侧滑,交通应急处理案例.txt,AUTO_HIGH
危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_PRODUCTION_ACCIDENT,TRIGGERS,堵漏,TMP_ACTI_A9B45ED05C,MEA_CASE_39D13A1B81,堵漏,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Action,0.6200,对泄漏点进行堵漏,交通应急处理案例.txt,AUTO_MEDIUM
危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_PRODUCTION_ACCIDENT,TRIGGERS,采样监测,TMP_ACTI_444C288381,MEA_CASE_87C818ACA4,采样监测,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Action,0.6200,对泄漏区域土壤、水体进行采样监测,交通应急处理案例.txt,AUTO_MEDIUM
危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_PRODUCTION_ACCIDENT,TRIGGERS,现场处置,TMP_ACTI_D1F5AF10D2,MEA_CASE_B8E6D970FB,现场处置,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Action,0.6200,对轻伤驾驶员进行现场处置,交通应急处理案例.txt,AUTO_MEDIUM
危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_PRODUCTION_ACCIDENT,TRIGGERS,疏导,TMP_ACTI_09EEEDF06A,MEA_CASE_B804A6CFD8,疏导,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Action,0.6200,疏导过往车辆和人员,交通应急处理案例.txt,AUTO_MEDIUM
危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_PRODUCTION_ACCIDENT,TRIGGERS,安全转运,TMP_ACTI_879D0E6370,MEA_CASE_1F94E0BD1F,安全转运,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Action,0.6200,对剩余危化品进行安全转运,交通应急处理案例.txt,AUTO_MEDIUM
危化品泄漏,TMP_EVEN_27470069E0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_PRODUCTION_ACCIDENT,TRIGGERS,清理和腐蚀修复,TMP_ACTI_4562C3E26C,MEA_CASE_4ED673EE27,清理和腐蚀修复,,009_港口道路危化品运输车倾覆泄漏事故_ace2077d,港口道路危化品运输车倾覆泄漏事故,Event,Action,0.6200,对路面进行清理和腐蚀修复,交通应急处理案例.txt,AUTO_MEDIUM
