source,source_temp_id,source_final_id,source_final_name,source_query_event_ids,relation,target,target_temp_id,target_final_id,target_final_name,target_query_event_ids,case_id,case_title,source_type,target_type,confidence,evidence,source_file,review_status
车辆溜车碰撞,TMP_EVEN_F15883C20E,EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,EVT_PRODUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,CAUSES,维修设备损坏,TMP_EVEN_70B6A9B1E7,EVT_CASE_CF4FF9ABBC,维修设备损坏,EVT_CASE_CF4FF9ABBC,015_高速货车服务区检修碰撞事故_e7d53286,高速货车服务区检修碰撞事故,Event,Event,0.9000,碰撞导致检修区的维修设备损坏,交通应急处理案例3.txt,AUTO_HIGH
暴雨,TMP_EVEN_D6529C01D4,EVT_RAINSTORM,暴雨,EVT_RAINSTORM,CAUSES,排水系统堵塞,TMP_EVEN_DECDC942A1,EVT_CASE_977FDFD762,排水系统堵塞,EVT_CASE_977FDFD762,016_城市小区地下车库积水事故_b7e69900,城市小区地下车库积水事故,Event,Event,0.9500,因暴雨导致车库排水系统堵塞,交通应急处理案例3.txt,AUTO_HIGH
排水系统堵塞,TMP_EVEN_DECDC942A1,EVT_CASE_977FDFD762,排水系统堵塞,EVT_CASE_977FDFD762,CAUSES,道路积水,TMP_EVEN_BBCF12E032,EVT_METEO_ROAD,公路气象灾害,EVT_METEO_ROAD|EVT_RAINSTORM,016_城市小区地下车库积水事故_b7e69900,城市小区地下车库积水事故,Event,Event,0.9000,因暴雨导致车库排水系统堵塞，路面积水,交通应急处理案例3.txt,AUTO_HIGH
排水应急预案,TMP_ACTI_DD77CE1353,MEA_CASE_2BACE2AFD6,排水应急预案,,REQUIRES,排水泵,TMP_RESO_F37A1C0FDD,RES_CASE_8CC958EC6D,排水泵,,016_城市小区地下车库积水事故_b7e69900,城市小区地下车库积水事故,Action,Resource,0.8500,启动排水应急预案，调动排水泵排出积水,交通应急处理案例3.txt,AUTO_HIGH
道路积水,TMP_EVEN_BBCF12E032,EVT_METEO_ROAD,公路气象灾害,EVT_METEO_ROAD|EVT_RAINSTORM,TRIGGERS,排水应急预案,TMP_ACTI_DD77CE1353,MEA_CASE_2BACE2AFD6,排水应急预案,,016_城市小区地下车库积水事故_b7e69900,城市小区地下车库积水事故,Event,Action,0.7500,路面积水后启动排水应急预案,交通应急处理案例3.txt,AUTO_MEDIUM
雾凇,TMP_EVEN_FE05FA212D,EVT_CASE_7FF0D5B34D,雾凇,EVT_CASE_7FF0D5B34D,CAUSES,车辆侧滑,TMP_EVEN_562F694DE4,EVT_CASE_F4726E4011,车辆侧滑,EVT_CASE_F4726E4011|EVT_ROAD_ICE|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,017_山区公路雾凇路段车辆侧滑事故_f1b5cc26,山区公路雾凇路段车辆侧滑事故,Event,Event,0.9500,因气温骤降，路面形成雾凇导致湿滑，一辆中型客车行驶中发生侧滑,交通应急处理案例3.txt,AUTO_HIGH
危险化学品泄漏,TMP_EVEN_B4CE97B2F0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT,TRIGGERS,堵漏,TMP_ACTI_B44BF77696,MEA_CASE_39D13A1B81,堵漏,,018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,Event,Action,0.6200,对泄漏罐体进行堵漏,交通应急处理案例3.txt,AUTO_MEDIUM
危险化学品泄漏,TMP_EVEN_B4CE97B2F0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT,TRIGGERS,采样监测,TMP_ACTI_38A2986E5C,MEA_CASE_87C818ACA4,采样监测,,018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,Event,Action,0.6200,对周边土壤、水源进行采样监测,交通应急处理案例3.txt,AUTO_MEDIUM
危险化学品泄漏,TMP_EVEN_B4CE97B2F0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT,TRIGGERS,疏导,TMP_ACTI_CE6EF46ECF,MEA_CASE_B804A6CFD8,疏导,,018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,Event,Action,0.6200,疏导过往车辆绕行,交通应急处理案例3.txt,AUTO_MEDIUM
危险化学品泄漏,TMP_EVEN_B4CE97B2F0,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT,TRIGGERS,事故调查,TMP_ACTI_96A218F9CB,MEA_CASE_6933DFD8F9,事故调查,,018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,Event,Action,0.6200,依据《危险化学品安全管理条例》开展事故调查,交通应急处理案例3.txt,AUTO_MEDIUM
车辆侧翻,TMP_EVEN_E8B9E9EC5F,EVT_CASE_9CC62EF2EB,车辆侧翻,EVT_CASE_9CC62EF2EB|EVT_VEHICLE_BACKLOG|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,CAUSES,车辆积压,TMP_EVEN_6D2E211527,EVT_VEHICLE_BACKLOG,车辆积压,EVT_VEHICLE_BACKLOG,020_连霍高速洛阳段货车侧翻货物散落事故_b2d03a8f,连霍高速洛阳段货车侧翻货物散落事故,Event,Event,0.9000,事故路段单向交通拥堵，后方车辆滞留约5公里,交通应急处理案例3.txt,AUTO_HIGH
道路交通事故,TMP_EVEN_76FF157AC4,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_TRAFFIC_ACCIDENT|EVT_ROAD_EMERGENCY,TRIGGERS,闯红灯,TMP_ACTI_EA7F8410D9,MEA_CASE_CF67B7CA0F,闯红灯,,021_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,Event,Action,0.6200,闯红灯,交通应急处理案例3.txt,AUTO_MEDIUM
道路交通事故,TMP_EVEN_76FF157AC4,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_TRAFFIC_ACCIDENT|EVT_ROAD_EMERGENCY,TRIGGERS,疏导,TMP_ACTI_EA7A1BC6A5,MEA_CASE_B804A6CFD8,疏导,,021_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,Event,Action,0.6200,疏导过往车辆绕行,交通应急处理案例3.txt,AUTO_MEDIUM
清理,TMP_ACTI_9984385229,MEA_CASE_F2C178773D,清理,,REQUIRES,挖掘机,TMP_RESO_F41BFDD8A1,RES_EXCAVATOR,挖掘机,,022_山区公路滑坡阻断交通事故_63a86176,山区公路滑坡阻断交通事故,Action,Resource,0.8000,交通部门组织专业施工队伍，调用挖掘机、装载机等设备，清理路面滑坡体,交通应急处理案例3.txt,AUTO_MEDIUM
清理,TMP_ACTI_9984385229,MEA_CASE_F2C178773D,清理,,REQUIRES,装载机,TMP_RESO_5F30738DC9,RES_LOADER,装载机,,022_山区公路滑坡阻断交通事故_63a86176,山区公路滑坡阻断交通事故,Action,Resource,0.8000,交通部门组织专业施工队伍，调用挖掘机、装载机等设备，清理路面滑坡体,交通应急处理案例3.txt,AUTO_MEDIUM
车辆起火,TMP_EVEN_0A67B02D58,EVT_CASE_09C02D083D,车辆起火,EVT_CASE_09C02D083D|EVT_LONG_TUNNEL_ACCIDENT|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,TRIGGERS,电池短路,TMP_ACTI_525573E586,MEA_CASE_5E9CDA061E,电池短路,,023_高速服务区车辆起火事故_dac6bbf7,高速服务区车辆起火事故,Event,Action,0.6200,因电池短路引发起火,交通应急处理案例3.txt,AUTO_MEDIUM
正面碰撞,TMP_ACTI_ED63067955,MEA_CASE_6BA428A393,正面碰撞,,REQUIRES,私家车,TMP_RESO_700248C381,RES_CASE_E88979D653,私家车,,024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,Action,Resource,0.6200,与一辆逆行的私家车发生正面碰撞,交通应急处理案例3.txt,AUTO_MEDIUM
危险化学品泄漏事故,TMP_EVEN_A88351F363,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,正面碰撞,TMP_ACTI_ED63067955,MEA_CASE_6BA428A393,正面碰撞,,024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,Event,Action,0.6200,与一辆逆行的私家车发生正面碰撞,交通应急处理案例3.txt,AUTO_MEDIUM
危险化学品泄漏事故,TMP_EVEN_A88351F363,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,堵漏,TMP_ACTI_71AC0E24B9,MEA_CASE_39D13A1B81,堵漏,,024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,Event,Action,0.6200,对泄漏点进行堵漏,交通应急处理案例3.txt,AUTO_MEDIUM
稀释,TMP_ACTI_8E8AD055EE,MEA_CASE_00EC36C353,稀释,,REQUIRES,液态氨,TMP_RESO_4C8B6B77EB,RES_CASE_752564BE64,液态氨,,024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,Action,Resource,0.6200,稀释泄漏的液态氨,交通应急处理案例3.txt,AUTO_MEDIUM
危险化学品泄漏事故,TMP_EVEN_A88351F363,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,稀释,TMP_ACTI_8E8AD055EE,MEA_CASE_00EC36C353,稀释,,024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,Event,Action,0.6200,稀释泄漏的液态氨,交通应急处理案例3.txt,AUTO_MEDIUM
转运,TMP_ACTI_D2763B16EB,MEA_CASE_F9A9A6FAD1,转运,,REQUIRES,液态氨,TMP_RESO_4C8B6B77EB,RES_CASE_752564BE64,液态氨,,024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,Action,Resource,0.6200,对剩余液态氨进行安全转运,交通应急处理案例3.txt,AUTO_MEDIUM
危险化学品泄漏事故,TMP_EVEN_A88351F363,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,转运,TMP_ACTI_D2763B16EB,MEA_CASE_F9A9A6FAD1,转运,,024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,Event,Action,0.6200,对剩余液态氨进行安全转运,交通应急处理案例3.txt,AUTO_MEDIUM
危险化学品泄漏事故,TMP_EVEN_A88351F363,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,事故调查,TMP_ACTI_398BBA1A8C,MEA_CASE_6933DFD8F9,事故调查,,024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,Event,Action,0.6200,依据《危险化学品安全管理条例》开展事故调查,交通应急处理案例3.txt,AUTO_MEDIUM
多车追尾,TMP_EVEN_0F143CFB76,EVT_CASE_2694273A46,多车追尾,EVT_CASE_2694273A46|EVT_VEHICLE_BACKLOG|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,CAUSES,车辆积压,TMP_EVEN_A39EA2019A,EVT_VEHICLE_BACKLOG,车辆积压,EVT_VEHICLE_BACKLOG,025_城市快速路多车追尾事故_91cf4a2e,城市快速路多车追尾事故,Event,Event,0.9000,事故车辆均不同程度受损，部分车辆无法正常行驶，占用快速路2条车道。,交通应急处理案例3.txt,AUTO_HIGH
