case_id,case_title,entity_temp_id,entity_name,entity_type,resolution_type,final_entity_id,final_entity_name,is_new_entity,primary_event_id,primary_event_name,expanded_event_ids,expanded_event_names,alias_patch_target_ids,alias_patch_target_names,import_eligible,import_skip_reason,evidence,confidence
005_城市地下车库车辆碰撞起火事故_4670e54d,城市地下车库车辆碰撞起火事故,TMP_EVEN_10BD03C227,车辆碰撞,Event,new_event_with_expansions,EVT_CASE_9BDDC88CCC,车辆碰撞,true,EVT_CASE_9BDDC88CCC,车辆碰撞,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_TRAFFIC_ACCIDENT,交通事故,true,,与后方停放的一辆SUV发生碰撞,0.8000
005_城市地下车库车辆碰撞起火事故_4670e54d,城市地下车库车辆碰撞起火事故,TMP_EVEN_260543E6D2,起火,Event,new_event,EVT_CASE_768E76F1F3,起火,true,EVT_CASE_768E76F1F3,起火,,,,,true,,碰撞导致轿车电路短路引发起火,0.8500
006_山区隧道群连环追尾事故_2368489c,山区隧道群连环追尾事故,TMP_EVEN_07759CDBFB,隧道追尾事故,Event,new_event_with_expansions,EVT_CASE_8035ADE77D,隧道追尾事故,true,EVT_CASE_8035ADE77D,隧道追尾事故,EVT_LONG_TUNNEL_ACCIDENT|EVT_ROAD_EMERGENCY|EVT_METEO_ROAD,特长隧道安全事故|公路交通突发事件|公路气象灾害,EVT_LONG_TUNNEL_ACCIDENT|EVT_ROAD_EMERGENCY|EVT_METEO_ROAD,特长隧道安全事故|公路交通突发事件|公路气象灾害,true,,某山区高速公路隧道群（共3座隧道相连），因突发暴雨，隧道内路面湿滑，一辆重型货车与前方4辆小型轿车、2辆轻型货车发生连环追尾,0.9000
006_山区隧道群连环追尾事故_2368489c,山区隧道群连环追尾事故,TMP_EVEN_80EAC57D22,暴雨,Event,new_event,EVT_RAINSTORM,暴雨,false,EVT_RAINSTORM,暴雨,,,,,true,,突发暴雨,0.8000
007_冰雪景区道路客车侧滑事故_2812b623,冰雪景区道路客车侧滑事故,TMP_EVEN_F77D0B225F,车辆侧滑,Event,new_event_with_expansions,EVT_CASE_F4726E4011,车辆侧滑,true,EVT_CASE_F4726E4011,车辆侧滑,EVT_ROAD_ICE|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,道路积冰|车辆积压|交通事故,EVT_ROAD_ICE|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,道路积冰|车辆积压|交通事故,true,,一辆载有28名游客的中型客车，因路面结冰湿滑，在弯道处发生侧滑，碰撞路边防护栏后停在边坡旁,0.9000
007_冰雪景区道路客车侧滑事故_2812b623,冰雪景区道路客车侧滑事故,TMP_EVEN_758FF2100E,道路结冰,Event,new_event,EVT_CASE_71CB098DA9,道路结冰,true,EVT_CASE_71CB098DA9,道路结冰,,,,,true,,路面结冰湿滑,0.8500
008_暴雨乡村桥梁冲毁交通事故_3bc5860c,暴雨乡村桥梁冲毁交通事故,TMP_EVEN_996EABC20A,桥梁冲毁,Event,alias_match_with_expansions,EVT_ROAD_DAMAGE,公路损毁,false,EVT_ROAD_DAMAGE,公路损毁,EVT_FLOOD|EVT_TRAFFIC_ACCIDENT,洪水|交通事故,EVT_ROAD_DAMAGE,公路损毁,true,,某乡村山区桥梁，因连续特大暴雨，河水暴涨冲毁桥梁中段,0.9000
008_暴雨乡村桥梁冲毁交通事故_3bc5860c,暴雨乡村桥梁冲毁交通事故,TMP_EVEN_288469C640,暴雨,Event,new_event,EVT_RAINSTORM,暴雨,false,EVT_RAINSTORM,暴雨,,,,,true,,连续特大暴雨,0.9000
009_高速服务区维修区车辆碰撞事故_6645cebc,高速服务区维修区车辆碰撞事故,TMP_EVEN_6A96E5803F,车辆碰撞,Event,new_event_with_expansions,EVT_CASE_9BDDC88CCC,车辆碰撞,true,EVT_CASE_9BDDC88CCC,车辆碰撞,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,公路中断|车辆积压|交通事故,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,公路中断|车辆积压|交通事故,true,,一辆重型货车在维修时，因维修人员操作不当，货车与维修车间内的另一辆货车发生碰撞,0.9000
009_高速服务区维修区车辆碰撞事故_6645cebc,高速服务区维修区车辆碰撞事故,TMP_EVEN_7921C589C0,维修设备损坏,Event,new_event,EVT_CASE_CF4FF9ABBC,维修设备损坏,true,EVT_CASE_CF4FF9ABBC,维修设备损坏,,,,,true,,碰撞导致车间内维修设备损坏,0.7000
010_城市商圈周边道路多车剐蹭事故_6783f6a6,城市商圈周边道路多车剐蹭事故,TMP_EVEN_75A30A5D03,多车剐蹭,Event,new_event_with_expansions,EVT_CASE_6B0244EB44,多车剐蹭,true,EVT_CASE_6B0244EB44,多车剐蹭,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,公路中断|车辆积压|交通事故,EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,公路中断|车辆积压|交通事故,true,,某城市商圈周边主干道，因节假日车流量激增，一辆小型货车在变道时，与周边3辆小型轿车、1辆电动自行车发生剐蹭,0.9000
010_城市商圈周边道路多车剐蹭事故_6783f6a6,城市商圈周边道路多车剐蹭事故,TMP_ACTI_8FD58500FC,剐蹭,Action,new_entity,MEA_CASE_0FB4540844,剐蹭,true,,,,,,,true,,发生剐蹭,0.9500
010_城市商圈周边道路多车剐蹭事故_6783f6a6,城市商圈周边道路多车剐蹭事故,TMP_RESO_4C03146FF9,小型货车,Resource,new_entity,RES_CASE_8D16A7E2EC,小型货车,true,,,,,,,true,,一辆小型货车,0.9000
010_城市商圈周边道路多车剐蹭事故_6783f6a6,城市商圈周边道路多车剐蹭事故,TMP_RESO_3693DCD301,小型轿车,Resource,existing_match,RES_CASE_70407E27F9,小型轿车,false,,,,,,,true,,3辆小型轿车,0.9000
010_城市商圈周边道路多车剐蹭事故_6783f6a6,城市商圈周边道路多车剐蹭事故,TMP_RESO_B268F6EEF6,电动自行车,Resource,existing_match,RES_CASE_8AE47E20B6,电动自行车,false,,,,,,,true,,1辆电动自行车,0.9000
011_山区公路落石阻断救援通道事故_9e199752,山区公路落石阻断救援通道事故,TMP_EVEN_6192D0C838,落石,Event,alias_match_with_expansions,EVT_CONSTRUCTION_ACCIDENT,公路工程建设事故,false,EVT_CONSTRUCTION_ACCIDENT,公路工程建设事故,EVT_ROAD_EMERGENCY|EVT_PRODUCTION_ACCIDENT|EVT_CONSTRUCTION_SAFETY|EVT_ROAD_INTERRUPTION,公路交通突发事件|公路交通运输生产事故|施工安全事故|公路中断,EVT_CONSTRUCTION_ACCIDENT,公路工程建设事故,true,,山体掉落大量石块，落石持续滚落,0.9000
011_山区公路落石阻断救援通道事故_9e199752,山区公路落石阻断救援通道事故,TMP_EVEN_57A24EAEE0,暴雨,Event,alias_match,EVT_RAINSTORM,暴雨,false,EVT_RAINSTORM,暴雨,,,,,true,,突发暴雨,0.8000
012_危化品运输车应急停靠点泄漏事故_8d4da0d4,危化品运输车应急停靠点泄漏事故,TMP_EVEN_0A82727BD6,危险化学品泄漏,Event,alias_match_with_expansions,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,false,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_ACCIDENT,危险货物运输事故,,,true,,一辆装载浓硫酸的罐式危化品运输车，因罐体阀门老化发生泄漏，浓硫酸泄漏至地面,0.9000
012_危化品运输车应急停靠点泄漏事故_8d4da0d4,危化品运输车应急停靠点泄漏事故,TMP_RESO_D9498347E5,浓硫酸,Resource,new_entity,RES_CASE_B90EF464D4,浓硫酸,true,,,,,,,true,,装载浓硫酸的罐式危化品运输车,0.9500
012_危化品运输车应急停靠点泄漏事故_8d4da0d4,危化品运输车应急停靠点泄漏事故,TMP_ACTI_CDF87D3056,泄漏,Action,existing_match,MEA_CASE_B04D39E895,泄漏,false,,,,,,,true,,因罐体阀门老化发生泄漏,0.8500
012_危化品运输车应急停靠点泄漏事故_8d4da0d4,危化品运输车应急停靠点泄漏事故,TMP_ACTI_A9DBFAACD9,堵漏,Action,existing_match,MEA_CASE_39D13A1B81,堵漏,false,,,,,,,true,,对泄漏罐体进行堵漏,0.8000
012_危化品运输车应急停靠点泄漏事故_8d4da0d4,危化品运输车应急停靠点泄漏事故,TMP_ACTI_1764DB68EA,中和,Action,new_entity,MEA_CASE_D469ADC267,中和,true,,,,,,,true,,用中和剂处理泄漏浓硫酸,0.8000
013_城市快速路匝道施工事故_6325be8a,城市快速路匝道施工事故,TMP_EVEN_C8FB3D2454,施工安全事故,Event,alias_match_with_expansions,EVT_CONSTRUCTION_SAFETY,施工安全事故,false,EVT_CONSTRUCTION_SAFETY,施工安全事故,EVT_CONSTRUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,公路工程建设事故|交通事故,,,true,,某城市快速路匝道施工区域，施工单位在进行路面维修时，因未设置专人疏导，一辆小型轿车不慎闯入施工区域，与施工围挡发生碰撞，围挡倒塌砸中路边1名施工人员，施工区域内有3名施工人员被困。,0.9000
013_城市快速路匝道施工事故_6325be8a,城市快速路匝道施工事故,TMP_ACTI_1F25184BD7,路面维修,Action,new_entity,MEA_CASE_CC6AD1D7DA,路面维修,true,,,,,,,true,,施工单位在进行路面维修时,0.8000
013_城市快速路匝道施工事故_6325be8a,城市快速路匝道施工事故,TMP_RESO_2FA54689B9,施工围挡,Resource,new_entity,RES_CASE_76A0FC9D87,施工围挡,true,,,,,,,true,,与施工围挡发生碰撞，围挡倒塌,0.9000
014_乡村田间道路拖拉机碰撞事故_649b4404,乡村田间道路拖拉机碰撞事故,TMP_EVEN_B202F8FF68,拖拉机与电动三轮车碰撞,Event,new_event_with_expansions,EVT_CASE_4322946C4A,拖拉机与电动三轮车碰撞,true,EVT_CASE_4322946C4A,拖拉机与电动三轮车碰撞,EVT_ROAD_INTERRUPTION,公路中断,EVT_ROAD_INTERRUPTION,公路中断,true,,某乡村田间土路，一辆无牌拖拉机运输农作物，与一辆电动三轮车发生碰撞，电动三轮车被撞翻,0.9000
014_乡村田间道路拖拉机碰撞事故_649b4404,乡村田间道路拖拉机碰撞事故,TMP_RESO_CCEDED6F70,拖拉机,Resource,new_entity,RES_CASE_C1E4441EF6,拖拉机,true,,,,,,,true,,一辆无牌拖拉机,0.9500
014_乡村田间道路拖拉机碰撞事故_649b4404,乡村田间道路拖拉机碰撞事故,TMP_RESO_C08E5F7096,电动三轮车,Resource,new_entity,RES_CASE_D7EB68391B,电动三轮车,true,,,,,,,true,,一辆电动三轮车,0.9500
014_乡村田间道路拖拉机碰撞事故_649b4404,乡村田间道路拖拉机碰撞事故,TMP_ACTI_67C82DADEC,碰撞,Action,existing_match,MEA_CASE_6B219E66DE,碰撞,false,,,,,,,true,,发生碰撞,0.9000
014_乡村田间道路拖拉机碰撞事故_649b4404,乡村田间道路拖拉机碰撞事故,TMP_EVEN_0AF3A5F4EB,交通中断,Event,alias_match,EVT_ROAD_INTERRUPTION,公路中断,false,EVT_ROAD_INTERRUPTION,公路中断,,,,,true,,田间土路交通中断,0.8000
015_高速货车服务区检修碰撞事故_e7d53286,高速货车服务区检修碰撞事故,TMP_EVEN_F15883C20E,车辆溜车碰撞,Event,alias_match_with_expansions,EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,false,EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,EVT_TRAFFIC_ACCIDENT,交通事故,,,true,,一辆重型货车在检修刹车时，因车辆未拉手刹发生溜车，与检修区旁的另一辆重型货车发生碰撞,0.9000
015_高速货车服务区检修碰撞事故_e7d53286,高速货车服务区检修碰撞事故,TMP_EVEN_1FFD65E573,车辆碰撞,Event,alias_match,EVT_ROAD_INTERRUPTION,公路中断,false,EVT_ROAD_INTERRUPTION,公路中断,,,,,true,,与检修区旁的另一辆重型货车发生碰撞,0.9500
015_高速货车服务区检修碰撞事故_e7d53286,高速货车服务区检修碰撞事故,TMP_EVEN_70B6A9B1E7,维修设备损坏,Event,new_event,EVT_CASE_CF4FF9ABBC,维修设备损坏,true,EVT_CASE_CF4FF9ABBC,维修设备损坏,,,,,true,,碰撞导致检修区的维修设备损坏,0.8500
016_城市小区地下车库积水事故_b7e69900,城市小区地下车库积水事故,TMP_EVEN_BBCF12E032,道路积水,Event,alias_match_with_expansions,EVT_METEO_ROAD,公路气象灾害,false,EVT_METEO_ROAD,公路气象灾害,EVT_RAINSTORM,暴雨,,,true,,路面积水最深达50厘米，一辆小型轿车驶入积水后熄火,0.9000
016_城市小区地下车库积水事故_b7e69900,城市小区地下车库积水事故,TMP_EVEN_D6529C01D4,暴雨,Event,alias_match,EVT_RAINSTORM,暴雨,false,EVT_RAINSTORM,暴雨,,,,,true,,因暴雨导致车库排水系统堵塞,0.8000
016_城市小区地下车库积水事故_b7e69900,城市小区地下车库积水事故,TMP_EVEN_DECDC942A1,排水系统堵塞,Event,new_event,EVT_CASE_977FDFD762,排水系统堵塞,true,EVT_CASE_977FDFD762,排水系统堵塞,,,,,true,,因暴雨导致车库排水系统堵塞,0.7000
016_城市小区地下车库积水事故_b7e69900,城市小区地下车库积水事故,TMP_ACTI_DD77CE1353,排水应急预案,Action,new_entity,MEA_CASE_2BACE2AFD6,排水应急预案,true,,,,,,,true,,小区物业立即启动排水应急预案,0.7000
016_城市小区地下车库积水事故_b7e69900,城市小区地下车库积水事故,TMP_RESO_F37A1C0FDD,排水泵,Resource,new_entity,RES_CASE_8CC958EC6D,排水泵,true,,,,,,,true,,调动排水泵排出积水,0.7000
017_山区公路雾凇路段车辆侧滑事故_f1b5cc26,山区公路雾凇路段车辆侧滑事故,TMP_EVEN_562F694DE4,车辆侧滑,Event,new_event_with_expansions,EVT_CASE_F4726E4011,车辆侧滑,true,EVT_CASE_F4726E4011,车辆侧滑,EVT_ROAD_ICE|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,道路积冰|公路中断|交通事故,EVT_ROAD_ICE|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,道路积冰|公路中断|交通事故,true,,某山区公路雾凇路段，因气温骤降，路面形成雾凇导致湿滑，一辆中型客车行驶中发生侧滑，碰撞路边山体后停在边坡旁,0.9000
017_山区公路雾凇路段车辆侧滑事故_f1b5cc26,山区公路雾凇路段车辆侧滑事故,TMP_EVEN_FE05FA212D,雾凇,Event,new_event,EVT_CASE_7FF0D5B34D,雾凇,true,EVT_CASE_7FF0D5B34D,雾凇,,,,,true,,路面形成雾凇导致湿滑,0.8000
018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,TMP_EVEN_B4CE97B2F0,危险化学品泄漏,Event,alias_match_with_expansions,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,false,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_ACCIDENT,危险货物运输事故,,,true,,一辆装载盐酸的罐式危化品运输车，在行驶中因路面颠簸导致罐体受损，盐酸少量泄漏,0.9000
018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,TMP_RESO_CF799C9430,盐酸,Resource,new_entity,RES_CASE_1CBB20DD02,盐酸,true,,,,,,,true,,装载盐酸的罐式危化品运输车,0.9500
018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,TMP_DEPA_1D04B7F7CE,消防救援队伍,Department,existing_match,ORG_CASE_CECFFFD120,消防救援队伍,false,,,,,,,true,,协调消防救援队伍携带防化装备赶赴现场,0.8500
018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,TMP_DEPA_957CC14CE9,环保部门,Department,new_entity,ORG_CASE_7384248773,环保部门,true,,,,,,,true,,环保部门对周边土壤、水源进行采样监测,0.8500
018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,TMP_DEPA_6704C0A07C,交警部门,Department,existing_match,ORG_CASE_C08151231F,交警部门,false,,,,,,,true,,交警部门封闭路段，疏导过往车辆绕行,0.8500
018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,TMP_ACTI_136230050C,堵漏,Action,existing_match,MEA_CASE_39D13A1B81,堵漏,false,,,,,,,true,,对泄漏罐体进行堵漏,0.8000
018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,TMP_ACTI_7270BFEDC4,中和,Action,new_entity,MEA_CASE_D469ADC267,中和,true,,,,,,,true,,用石灰中和泄漏盐酸,0.8000
018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,TMP_ACTI_9064D28A65,采样监测,Action,new_entity,MEA_CASE_87C818ACA4,采样监测,true,,,,,,,true,,对周边土壤、水源进行采样监测,0.8000
018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,TMP_ACTI_11C2EEAEC0,疏导,Action,new_entity,MEA_CASE_B804A6CFD8,疏导,true,,,,,,,true,,疏导过往车辆绕行,0.8000
020_连霍高速洛阳段货车侧翻货物散落事故_b2d03a8f,连霍高速洛阳段货车侧翻货物散落事故,TMP_EVEN_E8B9E9EC5F,车辆侧翻,Event,new_event_with_expansions,EVT_CASE_9CC62EF2EB,车辆侧翻,true,EVT_CASE_9CC62EF2EB,车辆侧翻,EVT_VEHICLE_BACKLOG|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,车辆积压|公路中断|交通事故,EVT_VEHICLE_BACKLOG|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,车辆积压|公路中断|交通事故,true,,连霍高速洛阳段K682公里处，一辆装载瓷砖的重型货车，因驾驶员操作不当，在高速出口匝道处发生侧翻,0.9000
020_连霍高速洛阳段货车侧翻货物散落事故_b2d03a8f,连霍高速洛阳段货车侧翻货物散落事故,TMP_EVEN_6D2E211527,车辆积压,Event,alias_match,EVT_VEHICLE_BACKLOG,车辆积压,false,EVT_VEHICLE_BACKLOG,车辆积压,,,,,true,,事故路段单向交通拥堵，后方车辆滞留约5公里,0.7000
021_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,TMP_EVEN_76FF157AC4,道路交通事故,Event,alias_match_with_expansions,EVT_TRAFFIC_ACCIDENT,交通事故,false,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_ROAD_EMERGENCY,公路交通突发事件,,,true,,某市繁华主干道交叉路口，一辆公交车在绿灯通行时，与闯红灯的电动自行车发生碰撞,0.9000
021_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,TMP_ACTI_EA7F8410D9,闯红灯,Action,existing_match,MEA_CASE_CF67B7CA0F,闯红灯,false,,,,,,,true,,闯红灯,0.8000
021_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,TMP_ACTI_EA7A1BC6A5,疏导,Action,new_entity,MEA_CASE_B804A6CFD8,疏导,true,,,,,,,true,,疏导过往车辆绕行,0.7000
022_山区公路滑坡阻断交通事故_63a86176,山区公路滑坡阻断交通事故,TMP_EVEN_BBE31A884F,道路滑坡,Event,alias_match_with_expansions,EVT_ROAD_DAMAGE,公路损毁,false,EVT_ROAD_DAMAGE,公路损毁,EVT_METEO_ROAD|EVT_ROAD_BLOCKAGE,公路气象灾害|公路阻塞,,,true,,某山区三级公路，因连续多日降雨，山体发生小型滑坡，大量泥土、石块滚落至路面，将整个道路完全阻断,0.9000
022_山区公路滑坡阻断交通事故_63a86176,山区公路滑坡阻断交通事故,TMP_DEPA_5427AA3D86,交警部门,Department,existing_match,ORG_CASE_C08151231F,交警部门,false,,,,,,,true,,交警部门在滑坡路段两端设置警戒,0.8500
022_山区公路滑坡阻断交通事故_63a86176,山区公路滑坡阻断交通事故,TMP_ACTI_528344EC95,警戒,Action,new_entity,MEA_CASE_A985295656,警戒,true,,,,,,,true,,交警部门在滑坡路段两端设置警戒,0.7000
023_高速服务区车辆起火事故_dac6bbf7,高速服务区车辆起火事故,TMP_EVEN_0A67B02D58,车辆起火,Event,new_event_with_expansions,EVT_CASE_09C02D083D,车辆起火,false,EVT_CASE_09C02D083D,车辆起火,EVT_LONG_TUNNEL_ACCIDENT|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,特长隧道安全事故|车辆积压|交通事故,EVT_LONG_TUNNEL_ACCIDENT|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,特长隧道安全事故|车辆积压|交通事故,true,,一辆小型轿车在停车场内充电时，因电池短路引发起火，火势迅速蔓延至车辆全身,0.9800
023_高速服务区车辆起火事故_dac6bbf7,高速服务区车辆起火事故,TMP_ACTI_525573E586,电池短路,Action,new_entity,MEA_CASE_5E9CDA061E,电池短路,true,,,,,,,true,,因电池短路引发起火,0.9000
