case_id,case_title,object_type,object_name,object_role,risk_level,risk_reason,confidence,evidence,import_action
014_乡村田间道路拖拉机碰撞事故_649b4404,乡村田间道路拖拉机碰撞事故,entity,碰撞,Action,MEDIUM,action_weak_semantics,0.9000,发生碰撞,kept_with_risk
018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,entity,盐酸,Resource,MEDIUM,resource_weak_semantics,0.9500,装载盐酸的罐式危化品运输车,kept_with_risk
018_危化品运输车运输途中罐体受损事故_a4433109,危化品运输车运输途中罐体受损事故,entity,中和,Action,MEDIUM,action_weak_semantics,0.8000,用石灰中和泄漏盐酸,kept_with_risk
019_经典交通应急处置案例_补充_4ace74ea,经典交通应急处置案例（补充）,case,经典交通应急处置案例（补充）,case,HIGH,case_empty_relations,0.0000,,needs_reextract
021_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,entity,闯红灯,Action,MEDIUM,action_weak_semantics,0.8000,闯红灯,kept_with_risk
021_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,relation,道路交通事故-TRIGGERS-闯红灯,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,闯红灯,kept_with_risk
021_城市主干道公交车与电动车碰撞事故_a4b4dfcf,城市主干道公交车与电动车碰撞事故,relation,道路交通事故-TRIGGERS-疏导,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,疏导过往车辆绕行,kept_with_risk
022_山区公路滑坡阻断交通事故_63a86176,山区公路滑坡阻断交通事故,relation,警戒-IMPLEMENTED_BY-交警部门,Action->Department,MEDIUM,relation_fallback_inferred,0.6200,交警部门在滑坡路段两端设置警戒,kept_with_risk
022_山区公路滑坡阻断交通事故_63a86176,山区公路滑坡阻断交通事故,relation,道路滑坡-TRIGGERS-警戒,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,交警部门在滑坡路段两端设置警戒,kept_with_risk
023_高速服务区车辆起火事故_dac6bbf7,高速服务区车辆起火事故,entity,电池短路,Action,MEDIUM,action_weak_semantics,0.9000,因电池短路引发起火,kept_with_risk
023_高速服务区车辆起火事故_dac6bbf7,高速服务区车辆起火事故,relation,车辆起火-TRIGGERS-电池短路,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因电池短路引发起火,kept_with_risk
024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,entity,液态氨,Resource,MEDIUM,resource_weak_semantics,0.9500,装载液态氨的罐式危化品运输车，液态氨少量泄漏,kept_with_risk
024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,entity,私家车,Resource,MEDIUM,resource_civilian_vehicle,0.9000,与一辆逆行的私家车发生正面碰撞,kept_with_risk
024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,entity,正面碰撞,Action,MEDIUM,action_weak_semantics,0.8500,与一辆逆行的私家车发生正面碰撞,kept_with_risk
024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,entity,稀释,Action,MEDIUM,action_weak_semantics,0.7500,稀释泄漏的液态氨,kept_with_risk
024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,relation,正面碰撞-REQUIRES-私家车,Action->Resource,MEDIUM,relation_fallback_inferred,0.6200,与一辆逆行的私家车发生正面碰撞,kept_with_risk
024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,relation,危险化学品泄漏事故-TRIGGERS-正面碰撞,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,与一辆逆行的私家车发生正面碰撞,kept_with_risk
024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,relation,稀释-REQUIRES-液态氨,Action->Resource,MEDIUM,relation_fallback_inferred,0.6200,稀释泄漏的液态氨,kept_with_risk
024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,relation,危险化学品泄漏事故-TRIGGERS-稀释,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,稀释泄漏的液态氨,kept_with_risk
024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,relation,转运-REQUIRES-液态氨,Action->Resource,MEDIUM,relation_fallback_inferred,0.6200,对剩余液态氨进行安全转运,kept_with_risk
024_危化品运输车与私家车碰撞泄漏事故_9a2ba735,危化品运输车与私家车碰撞泄漏事故,relation,危险化学品泄漏事故-TRIGGERS-转运,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,对剩余液态氨进行安全转运,kept_with_risk
026_乡村道路拖拉机与行人碰撞事故_7fd0535a,乡村道路拖拉机与行人碰撞事故,entity,碰撞,Action,MEDIUM,action_weak_semantics,0.9000,发生碰撞，老人被撞倒在地,kept_with_risk
026_乡村道路拖拉机与行人碰撞事故_7fd0535a,乡村道路拖拉机与行人碰撞事故,relation,车辆碰撞行人-TRIGGERS-碰撞,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,发生碰撞，老人被撞倒在地,kept_with_risk
027_隧道内车辆起火浓烟封堵事故_2ff59dd3,隧道内车辆起火浓烟封堵事故,entity,隧道,Resource,MEDIUM,resource_civilian_vehicle,0.9000,某山区隧道（长1800米），一辆大型货车行驶至隧道中段时,kept_with_risk
027_隧道内车辆起火浓烟封堵事故_2ff59dd3,隧道内车辆起火浓烟封堵事故,relation,车辆起火-TRIGGERS-排烟通风,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,开展排烟通风、灭火救援,kept_with_risk
027_隧道内车辆起火浓烟封堵事故_2ff59dd3,隧道内车辆起火浓烟封堵事故,relation,车辆起火-TRIGGERS-灭火救援,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,开展排烟通风、灭火救援,kept_with_risk
027_隧道内车辆起火浓烟封堵事故_2ff59dd3,隧道内车辆起火浓烟封堵事故,relation,警戒-REQUIRES-隧道,Action->Resource,MEDIUM,relation_fallback_inferred,0.6200,交警部门在隧道出入口设置警戒,kept_with_risk
027_隧道内车辆起火浓烟封堵事故_2ff59dd3,隧道内车辆起火浓烟封堵事故,relation,车辆起火-TRIGGERS-警戒,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,交警部门在隧道出入口设置警戒,kept_with_risk
027_隧道内车辆起火浓烟封堵事故_2ff59dd3,隧道内车辆起火浓烟封堵事故,relation,车辆起火-TRIGGERS-疏导交通,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,疏导周边交通,kept_with_risk
029_高速货车与护栏碰撞燃油泄漏事故_ae8b8317,高速货车与护栏碰撞燃油泄漏事故,entity,疲劳驾驶,Action,MEDIUM,action_weak_semantics,0.8000,因驾驶员疲劳驾驶,kept_with_risk
029_高速货车与护栏碰撞燃油泄漏事故_ae8b8317,高速货车与护栏碰撞燃油泄漏事故,relation,危险化学品运输泄漏事件-TRIGGERS-疲劳驾驶,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因驾驶员疲劳驾驶,kept_with_risk
030_城市路口货车闯红灯撞人事故_bb08dee8,城市路口货车闯红灯撞人事故,entity,闯红灯,Action,MEDIUM,action_weak_semantics,0.9500,一辆重型货车闯红灯行驶,kept_with_risk
031_山区公路客车坠崖事故_8922caf2,山区公路客车坠崖事故,entity,超速行驶,Action,MEDIUM,action_weak_semantics,0.8000,因驾驶员超速行驶,kept_with_risk
031_山区公路客车坠崖事故_8922caf2,山区公路客车坠崖事故,relation,客车坠崖-TRIGGERS-超速行驶,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因驾驶员超速行驶,kept_with_risk
031_山区公路客车坠崖事故_8922caf2,山区公路客车坠崖事故,relation,客车坠崖-CAUSES-公路中断,Event->Event,MEDIUM,relation_fallback_inferred,0.6000,造成客车驾驶员1人死亡、8人重伤、7人轻伤，客车完全损毁，火势存在蔓延至山崖下植被的风险，事故路段双向交通中断，救援难度大，受伤人员因地处偏远，面临延误救治的风险。,kept_with_risk
034_城市小区门口车辆碰撞儿童事故_50ca750e,城市小区门口车辆碰撞儿童事故,relation,车辆碰撞行人-TRIGGERS-报警,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,拨打122报警,kept_with_risk
036_冰雪路面乡村道路多车碰撞事故_4b49398a,冰雪路面乡村道路多车碰撞事故,entity,车辆侧滑,Action,MEDIUM,action_weak_semantics,0.9000,一辆小型轿车行驶中发生侧滑,kept_with_risk
036_冰雪路面乡村道路多车碰撞事故_4b49398a,冰雪路面乡村道路多车碰撞事故,entity,小型轿车,Resource,MEDIUM,resource_civilian_vehicle,0.8000,一辆小型轿车,kept_with_risk
037_高速服务区加油站起火事故_b0ce6eb0,高速服务区加油站起火事故,entity,违规吸烟,Action,MEDIUM,action_weak_semantics,0.8000,因驾驶员违规吸烟,kept_with_risk
037_高速服务区加油站起火事故_b0ce6eb0,高速服务区加油站起火事故,relation,加油站火灾-TRIGGERS-违规吸烟,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因驾驶员违规吸烟,kept_with_risk
039_危化品运输车翻车泄漏污染农田事故_2fe5372a,危化品运输车翻车泄漏污染农田事故,entity,农药,Resource,MEDIUM,resource_weak_semantics,0.9000,装载农药的罐式危化品运输车,kept_with_risk
039_危化品运输车翻车泄漏污染农田事故_2fe5372a,危化品运输车翻车泄漏污染农田事故,entity,泄漏,Action,MEDIUM,action_weak_semantics,0.9000,罐体破损导致农药泄漏,kept_with_risk
042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,entity,行人,Resource,MEDIUM,resource_weak_semantics,0.9500,一名行人,kept_with_risk
042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,entity,闯红灯,Action,MEDIUM,action_weak_semantics,0.9000,闯红灯,kept_with_risk
042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,entity,逆行,Action,MEDIUM,action_weak_semantics,0.9000,逆行行驶,kept_with_risk
042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,entity,疏散,Action,MEDIUM,action_weak_semantics,0.8000,疏散围观群众,kept_with_risk
042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,entity,现场勘查,Action,MEDIUM,action_weak_semantics,0.8000,开展现场勘查,kept_with_risk
042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,entity,责任认定,Action,MEDIUM,action_weak_semantics,0.8000,开展责任认定,kept_with_risk
042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,entity,处罚,Action,MEDIUM,action_weak_semantics,0.8000,进行处罚,kept_with_risk
042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,relation,电动自行车碰撞行人-TRIGGERS-闯红灯,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,闯红灯,kept_with_risk
042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,relation,电动自行车碰撞行人-TRIGGERS-逆行,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,逆行行驶,kept_with_risk
042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,relation,电动自行车碰撞行人-TRIGGERS-疏散,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,疏散围观群众,kept_with_risk
042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,relation,疏导-REQUIRES-行人,Action->Resource,MEDIUM,relation_fallback_inferred,0.6200,疏导过往车辆和行人,kept_with_risk
042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,relation,电动自行车碰撞行人-TRIGGERS-疏导,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,疏导过往车辆和行人,kept_with_risk
042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,relation,电动自行车碰撞行人-TRIGGERS-现场勘查,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,开展现场勘查,kept_with_risk
042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,relation,电动自行车碰撞行人-TRIGGERS-责任认定,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,开展责任认定,kept_with_risk
042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,relation,电动自行车碰撞行人-TRIGGERS-处罚,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,进行处罚,kept_with_risk
042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,relation,电动自行车碰撞行人-TRIGGERS-现场清理,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,协助清理现场,kept_with_risk
043_乡村道路校车与货车碰撞事故_056bd8b5,乡村道路校车与货车碰撞事故,entity,碰撞,Action,MEDIUM,action_weak_semantics,0.8000,发生碰撞,kept_with_risk
043_乡村道路校车与货车碰撞事故_056bd8b5,乡村道路校车与货车碰撞事故,relation,校车与货车碰撞-TRIGGERS-碰撞,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,发生碰撞,kept_with_risk
043_乡村道路校车与货车碰撞事故_056bd8b5,乡村道路校车与货车碰撞事故,relation,校车与货车碰撞-TRIGGERS-安全检测,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,对事故路段进行安全检测,kept_with_risk
044_隧道内车辆拥堵引发剐蹭事故_a5b5f089,隧道内车辆拥堵引发剐蹭事故,entity,隧道,Resource,MEDIUM,resource_weak_semantics,0.9000,某城市隧道（长1000米）,kept_with_risk
044_隧道内车辆拥堵引发剐蹭事故_a5b5f089,隧道内车辆拥堵引发剐蹭事故,entity,小型轿车,Resource,MEDIUM,resource_civilian_vehicle,0.8000,一辆小型轿车,kept_with_risk
044_隧道内车辆拥堵引发剐蹭事故_a5b5f089,隧道内车辆拥堵引发剐蹭事故,entity,SUV,Resource,MEDIUM,resource_weak_semantics,0.8000,一辆SUV,kept_with_risk
046_危化品运输车违规停放泄漏事故_25308dba,危化品运输车违规停放泄漏事故,entity,危化品运输车,Resource,MEDIUM,resource_weak_semantics,0.9500,一辆装载油漆的罐式危化品运输车,kept_with_risk
046_危化品运输车违规停放泄漏事故_25308dba,危化品运输车违规停放泄漏事故,entity,油漆,Resource,MEDIUM,resource_weak_semantics,0.9500,装载油漆的罐式危化品运输车，导致油漆泄漏,kept_with_risk
047_山区公路货车超载翻车事故_3d730728,山区公路货车超载翻车事故,entity,超载,Action,MEDIUM,action_weak_semantics,0.8000,一辆重型货车超载运输砂石,kept_with_risk
047_山区公路货车超载翻车事故_3d730728,山区公路货车超载翻车事故,relation,车辆侧翻-CAUSES-道路中断,Event->Event,MEDIUM,relation_fallback_inferred,0.6000,造成货车驾驶员1人重伤，被困车内无法自行撤离，砂石散落占用整个道路，事故路段双向交通完全中断，周边乡镇与县城的交通联系受阻，散落的砂石存在滑落伤人的风险，救援难度较大。,kept_with_risk
048_城市主干道施工车辆碰撞行人事故_b9b4272c,城市主干道施工车辆碰撞行人事故,entity,停止施工,Action,MEDIUM,action_weak_semantics,0.8000,施工单位立即停止施工,kept_with_risk
048_城市主干道施工车辆碰撞行人事故_b9b4272c,城市主干道施工车辆碰撞行人事故,entity,现场勘查,Action,MEDIUM,action_weak_semantics,0.8000,开展现场勘查,kept_with_risk
049_高速路车辆爆胎侧滑碰撞护栏事故_2f64760b,高速路车辆爆胎侧滑碰撞护栏事故,entity,车辆侧滑,Action,MEDIUM,action_weak_semantics,0.9000,车辆失控侧滑,kept_with_risk
049_高速路车辆爆胎侧滑碰撞护栏事故_2f64760b,高速路车辆爆胎侧滑碰撞护栏事故,entity,护栏,Resource,MEDIUM,resource_weak_semantics,0.9000,碰撞高速公路右侧护栏，护栏被撞断,kept_with_risk
050_乡村道路电动三轮车载人碰撞事故_9f17a404,乡村道路电动三轮车载人碰撞事故,entity,超速行驶,Action,MEDIUM,action_weak_semantics,0.8000,因驾驶员超速行驶,kept_with_risk
050_乡村道路电动三轮车载人碰撞事故_9f17a404,乡村道路电动三轮车载人碰撞事故,relation,道路交通事故-TRIGGERS-超速行驶,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因驾驶员超速行驶,kept_with_risk
050_乡村道路电动三轮车载人碰撞事故_9f17a404,乡村道路电动三轮车载人碰撞事故,relation,道路交通事故-CAUSES-交通事故,Event->Event,MEDIUM,relation_fallback_inferred,0.6000,造成电动三轮车驾驶员1人重伤、3名乘车人1人重伤、2人轻伤，电动三轮车完全损坏，小型货车轻微受损，事故路段双向交通拥堵，周边村民出行受阻，电动三轮车违规载人存在极大安全隐患。,kept_with_risk
051_隧道内危化品车泄漏引发中毒事故_0fd25950,隧道内危化品车泄漏引发中毒事故,entity,甲醛,Resource,MEDIUM,resource_weak_semantics,0.9000,装载有毒化学品（甲醛）,kept_with_risk
053_高速货车与客车碰撞重大事故_e7324881,高速货车与客车碰撞重大事故,entity,超速行驶,Action,MEDIUM,action_weak_semantics,0.8500,一辆重型货车因超速行驶,kept_with_risk
053_高速货车与客车碰撞重大事故_e7324881,高速货车与客车碰撞重大事故,entity,正面碰撞,Action,MEDIUM,action_weak_semantics,0.9000,发生正面碰撞,kept_with_risk
054_城市小区内车辆碰撞事故_6b5adc75,城市小区内车辆碰撞事故,case,城市小区内车辆碰撞事故,case,HIGH,case_empty_relations,0.8500,某市小区内道路，一辆小型轿车在行驶中，因驾驶员未观察前方路况，与正在小区内玩耍的一名儿童发生碰撞，儿童被撞倒在地，轿车轻微受损，小区内道路狭窄，有多名居民围观，影响小区内交通秩序。,needs_reextract
056_冰雪路面高速多车连环追尾事故_5979c3c4,冰雪路面高速多车连环追尾事故,case,冰雪路面高速多车连环追尾事故,case,HIGH,case_empty_relations,0.8500,京哈高速沈阳段K586公里处，因夜间气温骤降，路面结冰湿滑，一辆小型轿车行驶中发生侧滑，与前方8辆轿车、4辆货车发生连环追尾，事故车辆均不同程度受损，部分车辆停留在行车道与应急车道，能见度较低。,needs_reextract
057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,entity,液化天然气,Resource,MEDIUM,resource_weak_semantics,0.9000,装载液化天然气的罐式危化品运输车，液化天然气少量泄漏,kept_with_risk
057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,entity,碰撞,Action,MEDIUM,action_weak_semantics,0.8500,发生碰撞,kept_with_risk
057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,entity,泄漏,Action,MEDIUM,action_weak_semantics,0.8500,液化天然气少量泄漏,kept_with_risk
057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,entity,稀释,Action,MEDIUM,action_weak_semantics,0.7500,稀释泄漏的液化天然气,kept_with_risk
057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,relation,危化品运输车辆与火车碰撞-TRIGGERS-碰撞,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,发生碰撞,kept_with_risk
057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,relation,泄漏-REQUIRES-液化天然气,Action->Resource,MEDIUM,relation_fallback_inferred,0.6200,液化天然气少量泄漏,kept_with_risk
057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,relation,危化品运输车辆与火车碰撞-TRIGGERS-泄漏,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,液化天然气少量泄漏,kept_with_risk
057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,relation,危化品运输车辆与火车碰撞-TRIGGERS-堵漏,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,对泄漏点进行堵漏,kept_with_risk
057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,relation,稀释-REQUIRES-液化天然气,Action->Resource,MEDIUM,relation_fallback_inferred,0.6200,稀释泄漏的液化天然气,kept_with_risk
057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,relation,危化品运输车辆与火车碰撞-TRIGGERS-稀释,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,稀释泄漏的液化天然气,kept_with_risk
057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,relation,危化品运输车辆与火车碰撞-TRIGGERS-清理,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,清理铁路轨道,kept_with_risk
057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,relation,危化品运输车辆与火车碰撞-TRIGGERS-封闭,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,封闭公路事故路段,kept_with_risk
058_乡村道路拖拉机载人翻车事故_9fe7f07a,乡村道路拖拉机载人翻车事故,entity,违规载人,Action,MEDIUM,action_weak_semantics,0.8000,一辆无牌拖拉机违规载人（载有6名村民）,kept_with_risk
058_乡村道路拖拉机载人翻车事故_9fe7f07a,乡村道路拖拉机载人翻车事故,relation,拖拉机翻车-TRIGGERS-违规载人,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,一辆无牌拖拉机违规载人（载有6名村民）,kept_with_risk
058_乡村道路拖拉机载人翻车事故_9fe7f07a,乡村道路拖拉机载人翻车事故,relation,拖拉机翻车-CAUSES-交通中断,Event->Event,MEDIUM,relation_fallback_inferred,0.6000,造成拖拉机驾驶员1人重伤、6名村民2人重伤、4人轻伤，拖拉机完全损坏，事故路段双向交通中断，周边村民出行受阻，拖拉机违规载人存在极大安全隐患，引发周边村民对交通安全的重视。,kept_with_risk
059_城市快速路车辆起火引燃周边车辆事故_de1b4999,城市快速路车辆起火引燃周边车辆事故,entity,电路短路,Action,MEDIUM,action_weak_semantics,0.8000,因电路短路引发起火,kept_with_risk
059_城市快速路车辆起火引燃周边车辆事故_de1b4999,城市快速路车辆起火引燃周边车辆事故,relation,车辆起火-TRIGGERS-电路短路,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因电路短路引发起火,kept_with_risk
060_城市快速路夜间事故_0fd6ca79,城市快速路夜间事故,entity,疲劳驾驶,Action,MEDIUM,action_weak_semantics,0.8000,因驾驶员疲劳驾驶,kept_with_risk
060_城市快速路夜间事故_0fd6ca79,城市快速路夜间事故,relation,追尾碰撞-TRIGGERS-疲劳驾驶,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因驾驶员疲劳驾驶,kept_with_risk
