:START_ID,:END_ID,relation_cn,:TYPE,case_id,case_title,evidence,confidence,source
EVT_CASE_2FEC1FEE85,MEA_CASE_80354268E0,触发,TRIGGERS,006_矿山专用道路矿车刹车失灵冲撞事故_ebcf86b0,矿山专用道路矿车刹车失灵冲撞事故,卡车油箱破损漏油，存在起火、爆炸的重大风险,0.6000,案例抽取导入
EVT_HUB_INTERRUPTION,MEA_CASE_34B2655045,触发,TRIGGERS,007_机场滑行道社会车辆闯入逼停客机事故_1c26d5d8,机场滑行道社会车辆闯入逼停客机事故,正在滑行准备起飞的民航客机紧急制动,0.9000,案例抽取导入
MEA_CASE_34B2655045,RES_CASE_7C467D3150,调用,REQUIRES,007_机场滑行道社会车辆闯入逼停客机事故_1c26d5d8,机场滑行道社会车辆闯入逼停客机事故,正在滑行准备起飞的民航客机紧急制动,0.8000,案例抽取导入
MEA_CASE_B804A6CFD8,RES_CASE_DC7939F6B3,调用,REQUIRES,008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,交警部门立即封锁事故路口，设置警戒区域，疏导过往车辆、行人绕行,0.7000,案例抽取导入
MEA_CASE_073BB06D8A,ORG_CASE_CECFFFD120,实施主体,IMPLEMENTED_BY,008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,消防救援队伍赶赴现场，抬起侧翻货车,0.9000,案例抽取导入
MEA_CASE_CEEE944B99,ORG_CASE_CECFFFD120,实施主体,IMPLEMENTED_BY,008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,消防救援队伍赶赴现场，抬起侧翻货车，解救被困驾驶员,0.9000,案例抽取导入
MEA_CASE_B3F6D4450F,ORG_CASE_58D13C3595,实施主体,IMPLEMENTED_BY,008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,医疗部门对受伤驾驶员进行现场处置,0.9000,案例抽取导入
MEA_CASE_F2C178773D,ORG_CASE_F631DA228B,实施主体,IMPLEMENTED_BY,008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,共享单车运营公司调集人员、车辆，清理散落的电单车,0.9000,案例抽取导入
MEA_CASE_1EE950A88B,RES_CASE_E9925C188F,调用,REQUIRES,009_农村出殡队列占道引发多车追尾事故_631152b6,农村出殡队列占道引发多车追尾事故,出殡队列在公路上低速占道行驶,0.6200,案例抽取导入
EVT_CASE_4D219D5D07,MEA_CASE_1EE950A88B,触发,TRIGGERS,009_农村出殡队列占道引发多车追尾事故_631152b6,农村出殡队列占道引发多车追尾事故,出殡队列在公路上低速占道行驶,0.6200,案例抽取导入
EVT_CASE_4D219D5D07,MEA_CASE_A01D41EE67,触发,TRIGGERS,009_农村出殡队列占道引发多车追尾事故_631152b6,农村出殡队列占道引发多车追尾事故,违规停车燃放鞭炮,0.6200,案例抽取导入
EVT_CASE_4D219D5D07,MEA_CASE_F02874E69E,触发,TRIGGERS,009_农村出殡队列占道引发多车追尾事故_631152b6,农村出殡队列占道引发多车追尾事故,违规停车燃放鞭炮,0.6200,案例抽取导入
MEA_CASE_B3F6D4450F,ORG_CASE_C08151231F,实施主体,IMPLEMENTED_BY,010_农机跨区作业车队国道剐蹭拥堵事故_f0265085,农机跨区作业车队国道剐蹭拥堵事故,依据《道路交通安全法》《农业机械安全监督管理条例》开展处置,0.8000,案例抽取导入
MEA_CASE_FC7FB5C70A,ORG_CASE_4446250415,实施主体,IMPLEMENTED_BY,010_农机跨区作业车队国道剐蹭拥堵事故_f0265085,农机跨区作业车队国道剐蹭拥堵事故,农业农村部门、农机部门协调车队有序停靠路边,0.8000,案例抽取导入
MEA_CASE_FC7FB5C70A,ORG_CASE_27677803C8,实施主体,IMPLEMENTED_BY,010_农机跨区作业车队国道剐蹭拥堵事故_f0265085,农机跨区作业车队国道剐蹭拥堵事故,农业农村部门、农机部门协调车队有序停靠路边,0.8000,案例抽取导入
MEA_CASE_B9C3743B4E,ORG_CASE_C08151231F,实施主体,IMPLEMENTED_BY,011_城市高架路高空作业车坠物砸车事故_f65b0fe9,城市高架路高空作业车坠物砸车事故,交警部门立即封闭事故路段相关车道,0.9000,案例抽取导入
MEA_CASE_13F54D4CC6,ORG_CASE_C08151231F,实施主体,IMPLEMENTED_BY,011_城市高架路高空作业车坠物砸车事故_f65b0fe9,城市高架路高空作业车坠物砸车事故,交警部门立即...疏导后方车辆,0.8500,案例抽取导入
MEA_CASE_A5FA481155,ORG_CASE_6DEAB2960B,实施主体,IMPLEMENTED_BY,011_城市高架路高空作业车坠物砸车事故_f65b0fe9,城市高架路高空作业车坠物砸车事故,施工单位立即暂停作业,0.9000,案例抽取导入
MEA_CASE_BE7D0AB4A8,ORG_CASE_6DEAB2960B,实施主体,IMPLEMENTED_BY,011_城市高架路高空作业车坠物砸车事故_f65b0fe9,城市高架路高空作业车坠物砸车事故,施工单位立即...全面清理未固定的工具、配件,0.8500,案例抽取导入
MEA_CASE_F047B461DE,ORG_CASE_CECFFFD120,实施主体,IMPLEMENTED_BY,011_城市高架路高空作业车坠物砸车事故_f65b0fe9,城市高架路高空作业车坠物砸车事故,消防救援队伍赶赴现场，解救被困驾驶员,0.9000,案例抽取导入
MEA_CASE_D33E3DCCA0,ORG_CASE_12F41DBD86,实施主体,IMPLEMENTED_BY,011_城市高架路高空作业车坠物砸车事故_f65b0fe9,城市高架路高空作业车坠物砸车事故,路政部门清理事故车辆，修复路面设施,0.9000,案例抽取导入
EVT_CASE_1FBD75EDDD,EVT_CASE_42AEE3CEDE,引发,CAUSES,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,遭遇12级强台风登陆，桥面瞬时风力达14级，3辆小型轿车、2辆轻型货车行驶中被强横风吹得失控,0.9500,案例抽取导入
MEA_CASE_D569E11F2C,ORG_CASE_E2BC3C05B7,实施主体,IMPLEMENTED_BY,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,大桥管理部门、交警部门立即启动台风天气大桥应急处置预案,0.9000,案例抽取导入
MEA_CASE_D569E11F2C,ORG_CASE_C08151231F,实施主体,IMPLEMENTED_BY,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,大桥管理部门、交警部门立即启动台风天气大桥应急处置预案,0.9000,案例抽取导入
MEA_CASE_8161B1F0E8,RES_CASE_B5C1512C08,调用,REQUIRES,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,封闭大桥双向出入口,0.8000,案例抽取导入
MEA_CASE_32710640CA,RES_CASE_B5C1512C08,调用,REQUIRES,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,桥梁检测专家对大桥结构进行全面安全检测,0.8000,案例抽取导入
MEA_CASE_32710640CA,ORG_CASE_963FA483D8,实施主体,IMPLEMENTED_BY,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,桥梁检测专家对大桥结构进行全面安全检测,0.9000,案例抽取导入
MEA_CASE_6BA428A393,RES_CASE_D7EB68391B,调用,REQUIRES,013_农村机耕路履带式收割机与电动三轮车碰撞事故_dc8e78a0,农村机耕路履带式收割机与电动三轮车碰撞事故,与对向行驶的载人电动三轮车会车时，发生正面碰撞,0.8000,案例抽取导入
MEA_CASE_F0668A0176,RES_CASE_E88979D653,调用,REQUIRES,014_高速公路军车车队社会车辆强行加塞事故_47154708,高速公路军车车队社会车辆强行加塞事故,一辆小型私家车无视车队警示标志，强行变道加塞进入车队,0.8000,案例抽取导入
EVT_CASE_40909F589C,MEA_CASE_F0668A0176,触发,TRIGGERS,014_高速公路军车车队社会车辆强行加塞事故_47154708,高速公路军车车队社会车辆强行加塞事故,一辆小型私家车无视车队警示标志，强行变道加塞进入车队，与车队内一辆军用运输车发生追尾碰撞,0.7000,案例抽取导入
EVT_CASE_9965519510,EVT_CASE_0133F15C01,引发,CAUSES,015_城市有轨电车平交道口货车卡轨事故_a2b74e16,城市有轨电车平交道口货车卡轨事故,某市有轨电车平交路口，一辆超宽重型货车违规驶入有轨电车专用轨道区域，车辆车轮卡在有轨电车轨道槽内，无法移动，货车横停在轨道中央，双向有轨电车均无法通行,0.9000,案例抽取导入
MEA_CASE_29AB47FA07,ORG_CASE_1FE1986898,实施主体,IMPLEMENTED_BY,016_冷链物流园冷库门口货车溜车碰撞事故_70561571,冷链物流园冷库门口货车溜车碰撞事故,冷链物流园应急管理部门立即启动应急预案,0.9500,案例抽取导入
MEA_CASE_AC3160A04E,ORG_CASE_CECFFFD120,实施主体,IMPLEMENTED_BY,016_冷链物流园冷库门口货车溜车碰撞事故_70561571,冷链物流园冷库门口货车溜车碰撞事故,消防救援队伍赶赴现场，解救被困叉车驾驶员,0.9500,案例抽取导入
MEA_CASE_BE0A2FD2E0,ORG_CASE_EC88FB5BAD,实施主体,IMPLEMENTED_BY,016_冷链物流园冷库门口货车溜车碰撞事故_70561571,冷链物流园冷库门口货车溜车碰撞事故,市场监管部门对冷库内食品温度进行监测,0.9500,案例抽取导入
EVT_ROAD_INTERRUPTION,MEA_CASE_99E1D246E3,触发,TRIGGERS,017_烟花爆竹运输车省道侧翻燃爆事故_ddec56f9,烟花爆竹运输车省道侧翻燃爆事故,因驾驶员操作不当,0.6200,案例抽取导入
EVT_ROAD_INTERRUPTION,EVT_CASE_1D0AC1FCC3,引发,CAUSES,017_烟花爆竹运输车省道侧翻燃爆事故_ddec56f9,烟花爆竹运输车省道侧翻燃爆事故,造成运输车驾驶员1人轻伤，车辆完全损毁，散落的烟花爆竹持续燃爆，省道双向交通完全中断，车辆滞留约8公里，燃爆产生的火星易引燃周边山林、村庄房屋，引发森林火灾、群众财产损失，存在二次燃爆的重大风险。,0.6000,案例抽取导入
EVT_ROAD_INTERRUPTION,MEA_CASE_ABE67AF3B3,触发,TRIGGERS,018_大学校园内部通勤车与学生碰撞事故_dabddc72,大学校园内部通勤车与学生碰撞事故,因驾驶员未观察前方路况,0.6200,案例抽取导入
EVT_DUST_STORM,EVT_CASE_A2A5131304,引发,CAUSES,019_沙漠越野穿越车队失联被困事故_bb9acf58,沙漠越野穿越车队失联被困事故,遭遇强沙尘暴，偏离预定路线，车辆陷入沙漠软沙中无法脱困,0.9500,案例抽取导入
MEA_CASE_543551F273,ORG_CASE_6DEAB2960B,实施主体,IMPLEMENTED_BY,020_城市地下管廊施工路段路面塌陷吞车事故_7704f5c4,城市地下管廊施工路段路面塌陷吞车事故,责令施工单位暂停施工,0.6200,案例抽取导入
EVT_ROAD_DAMAGE,MEA_CASE_543551F273,触发,TRIGGERS,020_城市地下管廊施工路段路面塌陷吞车事故_7704f5c4,城市地下管廊施工路段路面塌陷吞车事故,责令施工单位暂停施工,0.6200,案例抽取导入
EVT_ROAD_DAMAGE,MEA_CASE_BC06C34F18,触发,TRIGGERS,020_城市地下管廊施工路段路面塌陷吞车事故_7704f5c4,城市地下管廊施工路段路面塌陷吞车事故,对周边路面、居民楼地基进行实时监测,0.6200,案例抽取导入
EVT_ROAD_DAMAGE,MEA_CASE_B804A6CFD8,触发,TRIGGERS,020_城市地下管廊施工路段路面塌陷吞车事故_7704f5c4,城市地下管廊施工路段路面塌陷吞车事故,疏导过往车辆绕行,0.6200,案例抽取导入
MEA_CASE_6B219E66DE,RES_CASE_1C22C7C05B,调用,REQUIRES,021_港口集装箱码头拖头车与堆垛碰撞事故_6456b2ee,港口集装箱码头拖头车与堆垛碰撞事故,与码头集装箱堆垛发生碰撞,0.6200,案例抽取导入
EVT_CASE_CFB06DE8B6,MEA_CASE_6B219E66DE,触发,TRIGGERS,021_港口集装箱码头拖头车与堆垛碰撞事故_6456b2ee,港口集装箱码头拖头车与堆垛碰撞事故,与码头集装箱堆垛发生碰撞,0.6200,案例抽取导入
EVT_CASE_CFB06DE8B6,MEA_CASE_93B737DA07,触发,TRIGGERS,021_港口集装箱码头拖头车与堆垛碰撞事故_6456b2ee,港口集装箱码头拖头车与堆垛碰撞事故,因驾驶员分心驾驶、视线受阻,0.6200,案例抽取导入
EVT_ROAD_DAMAGE,EVT_CASE_436A2F6617,引发,CAUSES,022_高铁桥下道路限高架被货车撞断事故_7e31d62f,高铁桥下道路限高架被货车撞断事故,限高架断裂后横在路面，完全阻断双向交通,0.9000,案例抽取导入
EVT_ROAD_ICE,EVT_CASE_9CC62EF2EB,引发,CAUSES,023_冬季滑雪场入口摆渡车侧翻事故_eb418cc6,冬季滑雪场入口摆渡车侧翻事故,因路面结冰湿滑、驾驶员车速过快，在弯道处发生侧翻,0.9500,案例抽取导入
EVT_PRODUCTION_ACCIDENT,EVT_CASE_85237B46E2,引发,CAUSES,024_城市共享电单车换电柜周边车辆起火事故_83b40c74,城市共享电单车换电柜周边车辆起火事故,火势迅速蔓延至换电柜内其他电池、周边停放的20余辆共享电单车，现场浓烟滚滚，非机动车道封闭，周边交通拥堵,0.9000,案例抽取导入
MEA_CASE_0542A5288E,RES_CASE_5EDA26CDE1,调用,REQUIRES,024_城市共享电单车换电柜周边车辆起火事故_83b40c74,城市共享电单车换电柜周边车辆起火事故,一块锂电池突发热失控起火,0.8000,案例抽取导入
EVT_PRODUCTION_ACCIDENT,MEA_CASE_0542A5288E,触发,TRIGGERS,024_城市共享电单车换电柜周边车辆起火事故_83b40c74,城市共享电单车换电柜周边车辆起火事故,一块锂电池突发热失控起火,0.7000,案例抽取导入
MEA_CASE_29AB47FA07,ORG_CASE_DF699C3933,实施主体,IMPLEMENTED_BY,025_跨境生鲜运输货车海关查验区制冷故障事故_e5283178,跨境生鲜运输货车海关查验区制冷故障事故,口岸海关部门立即启动进口冷链食品突发事件应急预案,0.6200,案例抽取导入
EVT_FOOD_OCCUPATIONAL,MEA_CASE_29AB47FA07,触发,TRIGGERS,025_跨境生鲜运输货车海关查验区制冷故障事故_e5283178,跨境生鲜运输货车海关查验区制冷故障事故,口岸海关部门立即启动进口冷链食品突发事件应急预案,0.6200,案例抽取导入
EVT_FOOD_OCCUPATIONAL,MEA_CASE_609511AD21,触发,TRIGGERS,025_跨境生鲜运输货车海关查验区制冷故障事故_e5283178,跨境生鲜运输货车海关查验区制冷故障事故,对故障车辆进行封存,0.6200,案例抽取导入
EVT_FOOD_OCCUPATIONAL,MEA_CASE_1F275761BC,触发,TRIGGERS,025_跨境生鲜运输货车海关查验区制冷故障事故_e5283178,跨境生鲜运输货车海关查验区制冷故障事故,暂停查验作业,0.6200,案例抽取导入
EVT_FOOD_OCCUPATIONAL,MEA_CASE_F9A9A6FAD1,触发,TRIGGERS,025_跨境生鲜运输货车海关查验区制冷故障事故_e5283178,跨境生鲜运输货车海关查验区制冷故障事故,将车厢内水果紧急转运至监管仓低温冷库储存,0.6200,案例抽取导入
MEA_CASE_AD69EAB4DC,ORG_CASE_EC88FB5BAD,实施主体,IMPLEMENTED_BY,025_跨境生鲜运输货车海关查验区制冷故障事故_e5283178,跨境生鲜运输货车海关查验区制冷故障事故,市场监管部门对转运水果进行抽样检测,0.6200,案例抽取导入
EVT_FOOD_OCCUPATIONAL,MEA_CASE_AD69EAB4DC,触发,TRIGGERS,025_跨境生鲜运输货车海关查验区制冷故障事故_e5283178,跨境生鲜运输货车海关查验区制冷故障事故,市场监管部门对转运水果进行抽样检测,0.6200,案例抽取导入
EVT_FOOD_OCCUPATIONAL,MEA_CASE_AFAC44C329,触发,TRIGGERS,025_跨境生鲜运输货车海关查验区制冷故障事故_e5283178,跨境生鲜运输货车海关查验区制冷故障事故,对不合格水果进行无害化销毁处理,0.6200,案例抽取导入
MEA_CASE_450A825FE7,ORG_CASE_C08151231F,实施主体,IMPLEMENTED_BY,025_跨境生鲜运输货车海关查验区制冷故障事故_e5283178,跨境生鲜运输货车海关查验区制冷故障事故,交警部门拖移故障车辆,0.6200,案例抽取导入
EVT_FOOD_OCCUPATIONAL,MEA_CASE_450A825FE7,触发,TRIGGERS,025_跨境生鲜运输货车海关查验区制冷故障事故_e5283178,跨境生鲜运输货车海关查验区制冷故障事故,交警部门拖移故障车辆,0.6200,案例抽取导入
MEA_CASE_E14F2F1AAA,ORG_MOT,实施主体,IMPLEMENTED_BY,025_跨境生鲜运输货车海关查验区制冷故障事故_e5283178,跨境生鲜运输货车海关查验区制冷故障事故,交通运输部门对冷链运输车辆、制冷机组进行全面检测,0.6200,案例抽取导入
MEA_CASE_E14F2F1AAA,RES_CASE_6447EBCAE2,调用,REQUIRES,025_跨境生鲜运输货车海关查验区制冷故障事故_e5283178,跨境生鲜运输货车海关查验区制冷故障事故,交通运输部门对冷链运输车辆、制冷机组进行全面检测,0.6200,案例抽取导入
EVT_FOOD_OCCUPATIONAL,MEA_CASE_E14F2F1AAA,触发,TRIGGERS,025_跨境生鲜运输货车海关查验区制冷故障事故_e5283178,跨境生鲜运输货车海关查验区制冷故障事故,交通运输部门对冷链运输车辆、制冷机组进行全面检测,0.6200,案例抽取导入
EVT_FOOD_OCCUPATIONAL,MEA_CASE_EC6FC9AC85,触发,TRIGGERS,025_跨境生鲜运输货车海关查验区制冷故障事故_e5283178,跨境生鲜运输货车海关查验区制冷故障事故,对运输企业进行冷链运输规范教育,0.6200,案例抽取导入
EVT_CASE_9CC62EF2EB,MEA_CASE_9DFDBB5D63,触发,TRIGGERS,026_山区索道下站口接驳车侧翻事故_2ede0717,山区索道下站口接驳车侧翻事故,因刹车系统故障,0.6200,案例抽取导入
MEA_CASE_B18F6DC654,ORG_CASE_C08151231F,实施主体,IMPLEMENTED_BY,027_城市快速路环卫洗扫车作业被追尾事故_00ab2c5b,城市快速路环卫洗扫车作业被追尾事故,交警部门立即封锁事故路段,0.9500,案例抽取导入
MEA_CASE_B804A6CFD8,ORG_CASE_C08151231F,实施主体,IMPLEMENTED_BY,027_城市快速路环卫洗扫车作业被追尾事故_00ab2c5b,城市快速路环卫洗扫车作业被追尾事故,交警部门立即...疏导后方车辆绕行,0.9000,案例抽取导入
MEA_CASE_3B62149796,ORG_CASE_CECFFFD120,实施主体,IMPLEMENTED_BY,027_城市快速路环卫洗扫车作业被追尾事故_00ab2c5b,城市快速路环卫洗扫车作业被追尾事故,消防救援队伍赶赴现场，使用泡沫覆盖漏油区域,0.9500,案例抽取导入
MEA_CASE_AA591130A1,ORG_CASE_CECFFFD120,实施主体,IMPLEMENTED_BY,027_城市快速路环卫洗扫车作业被追尾事故_00ab2c5b,城市快速路环卫洗扫车作业被追尾事故,消防救援队伍赶赴现场，使用破拆工具解救被困驾驶员,0.9000,案例抽取导入
MEA_CASE_F9A9A6FAD1,ORG_CASE_58D13C3595,实施主体,IMPLEMENTED_BY,027_城市快速路环卫洗扫车作业被追尾事故_00ab2c5b,城市快速路环卫洗扫车作业被追尾事故,医疗部门派遣救护车转运受伤驾驶员至医院,0.9500,案例抽取导入
EVT_CASE_7E4A45E8A0,EVT_CASE_85237B46E2,引发,CAUSES,029_高考考点周边送考车辆追尾事故_bcc9906f,高考考点周边送考车辆追尾事故,一辆载有考生的送考私家车，与前方另一辆送考车辆发生追尾碰撞，...交通瞬间拥堵。,0.9000,案例抽取导入
MEA_CASE_B04D39E895,RES_CASE_ED2B7670D7,调用,REQUIRES,030_石油管线伴行道路油罐车泄漏事故_7971854c,石油管线伴行道路油罐车泄漏事故,汽油持续泄漏,0.8000,案例抽取导入
EVT_CASE_DC3A3BC3D2,MEA_CASE_99E1D246E3,触发,TRIGGERS,031_城市老旧小区加装电梯施工车辆撞断燃气管道事故_634535d3,城市老旧小区加装电梯施工车辆撞断燃气管道事故,因驾驶员操作不当,0.6200,案例抽取导入
EVT_CASE_DC3A3BC3D2,EVT_CASE_6E5B22465E,引发,CAUSES,031_城市老旧小区加装电梯施工车辆撞断燃气管道事故_634535d3,城市老旧小区加装电梯施工车辆撞断燃气管道事故,无人员伤亡，燃气管道完全断裂，天然气持续泄漏，小区居民楼面临爆炸、火灾风险，小区加装电梯施工完全中断，居民用气被迫暂停，现场群众出现恐慌。,0.6000,案例抽取导入
EVT_CASE_6B0244EB44,EVT_CASE_9E8EF23981,引发,CAUSES,032_草原天路自驾车队多车连环剐蹭事故_885c40fa,草原天路自驾车队多车连环剐蹭事故,接连发生多车剐蹭、追尾,0.9000,案例抽取导入
MEA_CASE_6B219E66DE,RES_CASE_3C97168640,调用,REQUIRES,033_铁路货场内部道路货车与调车机车碰撞事故_c8866e0b,铁路货场内部道路货车与调车机车碰撞事故,一辆重型集装箱货车...发生侧面碰撞,0.8000,案例抽取导入
MEA_CASE_6B219E66DE,RES_CASE_FDDA177208,调用,REQUIRES,033_铁路货场内部道路货车与调车机车碰撞事故_c8866e0b,铁路货场内部道路货车与调车机车碰撞事故,一辆重型集装箱货车...与正在进行调车作业的内燃机车发生侧面碰撞,0.8000,案例抽取导入
EVT_CASE_B537D79A15,MEA_CASE_1BCFC5476A,触发,TRIGGERS,034_城市应急避难场所周边疏散通道违停拥堵事故_5a706da2,城市应急避难场所周边疏散通道违停拥堵事故,当地突发4.5级地震后，大量居民涌向应急避难场所，疏散通道被违停车辆完全堵死,0.9000,案例抽取导入
MEA_CASE_BD4F60454A,ORG_CASE_DA3B807A38,实施主体,IMPLEMENTED_BY,034_城市应急避难场所周边疏散通道违停拥堵事故_5a706da2,城市应急避难场所周边疏散通道违停拥堵事故,交警、应急管理部门立即赶赴现场，对疏散通道内违停车辆进行强制拖移,0.8500,案例抽取导入
MEA_CASE_BD4F60454A,ORG_CASE_D67BC1DFF4,实施主体,IMPLEMENTED_BY,034_城市应急避难场所周边疏散通道违停拥堵事故_5a706da2,城市应急避难场所周边疏散通道违停拥堵事故,交警、应急管理部门立即赶赴现场，对疏散通道内违停车辆进行强制拖移,0.8500,案例抽取导入
MEA_CASE_1BCFC5476A,RES_CASE_AD62C909B2,调用,REQUIRES,034_城市应急避难场所周边疏散通道违停拥堵事故_5a706da2,城市应急避难场所周边疏散通道违停拥堵事故,疏散通道被违停车辆完全堵死，居民无法进入避难场所,0.7500,案例抽取导入
MEA_CASE_29AB47FA07,ORG_CASE_D67BC1DFF4,实施主体,IMPLEMENTED_BY,035_光伏电站场内道路组件运输车侧翻事故_dc313de7,光伏电站场内道路组件运输车侧翻事故,光伏电站应急管理部门立即启动安全生产事故应急预案,0.9500,案例抽取导入
MEA_CASE_E5CBFC8C30,ORG_CASE_75A791ED69,实施主体,IMPLEMENTED_BY,035_光伏电站场内道路组件运输车侧翻事故_dc313de7,光伏电站场内道路组件运输车侧翻事故,电站施工部门调集吊车、运输车，清理散落的光伏组件，修复受损道路,0.9000,案例抽取导入
MEA_CASE_F2C178773D,ORG_CASE_75A791ED69,实施主体,IMPLEMENTED_BY,035_光伏电站场内道路组件运输车侧翻事故_dc313de7,光伏电站场内道路组件运输车侧翻事故,电站施工部门调集吊车、运输车，清理散落的光伏组件，修复受损道路,0.9000,案例抽取导入
MEA_CASE_6933DFD8F9,ORG_CASE_C08151231F,实施主体,IMPLEMENTED_BY,035_光伏电站场内道路组件运输车侧翻事故_dc313de7,光伏电站场内道路组件运输车侧翻事故,交警部门开展现场勘查和责任认定,0.9000,案例抽取导入
EVT_CASE_2AE6F9D00B,EVT_CASE_59EDD4A04E,引发,CAUSES,036_城市河道清淤工程车坠河事故_e9e0f326,城市河道清淤工程车坠河事故,因岸边土层松动坍塌，挖掘机连同驾驶员一同坠入约3米深的河道内,0.9500,案例抽取导入
EVT_CASE_A3BA40F26D,EVT_CASE_4D219D5D07,引发,CAUSES,037_高速公路无人机掉落引发多车急刹追尾事故_9ff3d797,高速公路无人机掉落引发多车急刹追尾事故,无人机坠落至高速公路行车道中央，前方3辆小型轿车紧急刹车避让，后方跟随的2辆货车、3辆轿车避让不及，接连发生连环追尾,0.9500,案例抽取导入
EVT_CASE_553BC7A8F7,EVT_CASE_3862706509,引发,CAUSES,038_农村红白事宴席占道引发货车冲撞事故_34e8aa66,农村红白事宴席占道引发货车冲撞事故,某乡村公路，村民举办婚宴，在公路两侧搭设帐篷、摆放宴席桌凳，占用整个公路路面，仅留狭窄通道供行人通行，一辆轻型货车行驶至宴席路段时，因避让行人操作不当，冲入宴席人群，接连撞毁多桌宴席，造成多名就餐村民受伤,0.9000,案例抽取导入
EVT_CASE_F4AFE9A596,MEA_CASE_B804A6CFD8,触发,TRIGGERS,039_城市地铁口共享电单车扎堆引发公交车剐蹭事故_db1ebe84,城市地铁口共享电单车扎堆引发公交车剐蹭事故,疏导拥堵车辆、行人,0.6200,案例抽取导入
MEA_CASE_F2C178773D,RES_CASE_82206ABC9F,调用,REQUIRES,039_城市地铁口共享电单车扎堆引发公交车剐蹭事故_db1ebe84,城市地铁口共享电单车扎堆引发公交车剐蹭事故,组织人员清理占道停放的共享电单车,0.6200,案例抽取导入
EVT_CASE_F4AFE9A596,MEA_CASE_F2C178773D,触发,TRIGGERS,039_城市地铁口共享电单车扎堆引发公交车剐蹭事故_db1ebe84,城市地铁口共享电单车扎堆引发公交车剐蹭事故,组织人员清理占道停放的共享电单车,0.6200,案例抽取导入
