source,source_temp_id,source_final_id,source_final_name,source_query_event_ids,relation,target,target_temp_id,target_final_id,target_final_name,target_query_event_ids,case_id,case_title,source_type,target_type,confidence,evidence,source_file,review_status
紧急制动,TMP_ACTI_99936629AA,MEA_CASE_34B2655045,紧急制动,,REQUIRES,民航客机,TMP_RESO_8170AD370B,RES_CASE_7C467D3150,民航客机,,007_机场滑行道社会车辆闯入逼停客机事故_1c26d5d8,机场滑行道社会车辆闯入逼停客机事故,Action,Resource,0.8000,正在滑行准备起飞的民航客机紧急制动,交通应急处理案例6.txt,AUTO_MEDIUM
疏导,TMP_ACTI_DFB16304A2,MEA_CASE_B804A6CFD8,疏导,,REQUIRES,重型转运货车,TMP_RESO_201F985000,RES_CASE_DC7939F6B3,重型转运货车,,008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,Action,Resource,0.7000,交警部门立即封锁事故路口，设置警戒区域，疏导过往车辆、行人绕行,交通应急处理案例6.txt,AUTO_MEDIUM
解救,TMP_ACTI_952D67AE0B,MEA_CASE_CEEE944B99,解救,,REQUIRES,重型转运货车,TMP_RESO_201F985000,RES_CASE_DC7939F6B3,重型转运货车,,008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,Action,Resource,0.7000,消防救援队伍赶赴现场，抬起侧翻货车，解救被困驾驶员,交通应急处理案例6.txt,AUTO_MEDIUM
清理,TMP_ACTI_7F68B830F7,MEA_CASE_F2C178773D,清理,,REQUIRES,共享电单车,TMP_RESO_0D5EF3F00B,RES_CASE_82206ABC9F,共享电单车,,008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,Action,Resource,0.7000,共享单车运营公司调集人员、车辆，清理散落的电单车,交通应急处理案例6.txt,AUTO_MEDIUM
车辆侧翻,TMP_EVEN_58B3109C83,EVT_CASE_9CC62EF2EB,车辆侧翻,EVT_CASE_9CC62EF2EB|EVT_VEHICLE_BACKLOG|EVT_ROAD_INTERRUPTION,TRIGGERS,疏导,TMP_ACTI_DFB16304A2,MEA_CASE_B804A6CFD8,疏导,,008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,Event,Action,0.8000,交警部门立即封锁事故路口，设置警戒区域，疏导过往车辆、行人绕行,交通应急处理案例6.txt,AUTO_MEDIUM
车辆侧翻,TMP_EVEN_58B3109C83,EVT_CASE_9CC62EF2EB,车辆侧翻,EVT_CASE_9CC62EF2EB|EVT_VEHICLE_BACKLOG|EVT_ROAD_INTERRUPTION,TRIGGERS,解救,TMP_ACTI_952D67AE0B,MEA_CASE_CEEE944B99,解救,,008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,Event,Action,0.8000,消防救援队伍赶赴现场，抬起侧翻货车，解救被困驾驶员,交通应急处理案例6.txt,AUTO_MEDIUM
车辆侧翻,TMP_EVEN_58B3109C83,EVT_CASE_9CC62EF2EB,车辆侧翻,EVT_CASE_9CC62EF2EB|EVT_VEHICLE_BACKLOG|EVT_ROAD_INTERRUPTION,TRIGGERS,清理,TMP_ACTI_7F68B830F7,MEA_CASE_F2C178773D,清理,,008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,Event,Action,0.8000,共享单车运营公司调集人员、车辆，清理散落的电单车,交通应急处理案例6.txt,AUTO_MEDIUM
占道行驶,TMP_ACTI_2203B5F0C3,MEA_CASE_1EE950A88B,占道行驶,,REQUIRES,出殡队列,TMP_RESO_E555BB8D7E,RES_CASE_E9925C188F,出殡队列,,009_农村出殡队列占道引发多车追尾事故_631152b6,农村出殡队列占道引发多车追尾事故,Action,Resource,0.6200,出殡队列在公路上低速占道行驶,交通应急处理案例6.txt,AUTO_MEDIUM
追尾事故,TMP_EVEN_521432A53D,EVT_CASE_4D219D5D07,追尾事故,EVT_CASE_4D219D5D07|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,TRIGGERS,占道行驶,TMP_ACTI_2203B5F0C3,MEA_CASE_1EE950A88B,占道行驶,,009_农村出殡队列占道引发多车追尾事故_631152b6,农村出殡队列占道引发多车追尾事故,Event,Action,0.6200,出殡队列在公路上低速占道行驶,交通应急处理案例6.txt,AUTO_MEDIUM
追尾事故,TMP_EVEN_521432A53D,EVT_CASE_4D219D5D07,追尾事故,EVT_CASE_4D219D5D07|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,TRIGGERS,违规停车,TMP_ACTI_9889F715A6,MEA_CASE_A01D41EE67,违规停车,,009_农村出殡队列占道引发多车追尾事故_631152b6,农村出殡队列占道引发多车追尾事故,Event,Action,0.6200,违规停车燃放鞭炮,交通应急处理案例6.txt,AUTO_MEDIUM
追尾事故,TMP_EVEN_521432A53D,EVT_CASE_4D219D5D07,追尾事故,EVT_CASE_4D219D5D07|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,TRIGGERS,违规燃放鞭炮,TMP_ACTI_EB53BBEC05,MEA_CASE_F02874E69E,违规燃放鞭炮,,009_农村出殡队列占道引发多车追尾事故_631152b6,农村出殡队列占道引发多车追尾事故,Event,Action,0.6200,违规停车燃放鞭炮,交通应急处理案例6.txt,AUTO_MEDIUM
处置,TMP_ACTI_CDF7EC5F58,MEA_CASE_B3F6D4450F,处置,,IMPLEMENTED_BY,交警部门,TMP_DEPA_32F47E2479,ORG_CASE_C08151231F,交警部门,,010_农机跨区作业车队国道剐蹭拥堵事故_f0265085,农机跨区作业车队国道剐蹭拥堵事故,Action,Department,0.9000,交警部门立即封锁事故路段，依据《道路交通安全法》《农业机械安全监督管理条例》开展处置,交通应急处理案例6.txt,AUTO_HIGH
封闭路段,TMP_ACTI_C9B6CAFCD8,MEA_CASE_B9C3743B4E,封闭路段,,IMPLEMENTED_BY,交警部门,TMP_DEPA_E7CF5E2BB5,ORG_CASE_C08151231F,交警部门,,011_城市高架路高空作业车坠物砸车事故_f65b0fe9,城市高架路高空作业车坠物砸车事故,Action,Department,0.9000,交警部门立即封闭事故路段相关车道,交通应急处理案例6.txt,AUTO_HIGH
疏导车辆,TMP_ACTI_5E1674FA92,MEA_CASE_13F54D4CC6,疏导车辆,,IMPLEMENTED_BY,交警部门,TMP_DEPA_E7CF5E2BB5,ORG_CASE_C08151231F,交警部门,,011_城市高架路高空作业车坠物砸车事故_f65b0fe9,城市高架路高空作业车坠物砸车事故,Action,Department,0.8500,交警部门立即...疏导后方车辆,交通应急处理案例6.txt,AUTO_HIGH
暂停作业,TMP_ACTI_E7DA28765F,MEA_CASE_A5FA481155,暂停作业,,IMPLEMENTED_BY,施工单位,TMP_DEPA_9746B2D4E5,ORG_CASE_6DEAB2960B,工程施工单位,,011_城市高架路高空作业车坠物砸车事故_f65b0fe9,城市高架路高空作业车坠物砸车事故,Action,Department,0.9000,施工单位立即暂停作业,交通应急处理案例6.txt,AUTO_HIGH
清理工具配件,TMP_ACTI_0280077523,MEA_CASE_BE7D0AB4A8,清理工具配件,,IMPLEMENTED_BY,施工单位,TMP_DEPA_9746B2D4E5,ORG_CASE_6DEAB2960B,工程施工单位,,011_城市高架路高空作业车坠物砸车事故_f65b0fe9,城市高架路高空作业车坠物砸车事故,Action,Department,0.8500,施工单位立即...全面清理未固定的工具、配件,交通应急处理案例6.txt,AUTO_HIGH
解救驾驶员,TMP_ACTI_B4BF5CF742,MEA_CASE_F047B461DE,解救驾驶员,,IMPLEMENTED_BY,消防救援队伍,TMP_DEPA_5B588216A4,ORG_CASE_CECFFFD120,消防救援队伍,,011_城市高架路高空作业车坠物砸车事故_f65b0fe9,城市高架路高空作业车坠物砸车事故,Action,Department,0.9000,消防救援队伍赶赴现场，解救被困驾驶员,交通应急处理案例6.txt,AUTO_HIGH
转运人员,TMP_ACTI_13AA9FB2DB,MEA_CASE_C5E66BF637,转运人员,,IMPLEMENTED_BY,医疗部门,TMP_DEPA_ED46D41CBB,ORG_CASE_58D13C3595,医疗部门,,011_城市高架路高空作业车坠物砸车事故_f65b0fe9,城市高架路高空作业车坠物砸车事故,Action,Department,0.9000,医疗部门派遣救护车转运受伤人员,交通应急处理案例6.txt,AUTO_HIGH
修复路面设施,TMP_ACTI_8D0479A09F,MEA_CASE_D33E3DCCA0,修复路面设施,,IMPLEMENTED_BY,路政部门,TMP_DEPA_2BBF623756,ORG_CASE_12F41DBD86,路政部门,,011_城市高架路高空作业车坠物砸车事故_f65b0fe9,城市高架路高空作业车坠物砸车事故,Action,Department,0.9000,路政部门清理事故车辆，修复路面设施,交通应急处理案例6.txt,AUTO_HIGH
强台风,TMP_EVEN_981807260F,EVT_CASE_1FBD75EDDD,强台风,EVT_CASE_1FBD75EDDD,CAUSES,车辆失控,TMP_EVEN_A4518519F5,EVT_CASE_42AEE3CEDE,车辆失控,EVT_CASE_42AEE3CEDE|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,Event,Event,0.9500,遭遇12级强台风登陆，桥面瞬时风力达14级，3辆小型轿车、2辆轻型货车行驶中被强横风吹得失控,交通应急处理案例6.txt,AUTO_HIGH
应急处置,TMP_ACTI_607B225C06,MEA_CASE_D569E11F2C,应急处置,,IMPLEMENTED_BY,大桥管理部门,TMP_DEPA_638B2C5940,ORG_CASE_E2BC3C05B7,大桥管理部门,,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,Action,Department,0.9000,大桥管理部门、交警部门立即启动台风天气大桥应急处置预案,交通应急处理案例6.txt,AUTO_HIGH
应急处置,TMP_ACTI_607B225C06,MEA_CASE_D569E11F2C,应急处置,,IMPLEMENTED_BY,交警部门,TMP_DEPA_FDDE7D039D,ORG_CASE_C08151231F,交警部门,,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,Action,Department,0.9000,大桥管理部门、交警部门立即启动台风天气大桥应急处置预案,交通应急处理案例6.txt,AUTO_HIGH
封闭大桥,TMP_ACTI_02A5FB83E8,MEA_CASE_8161B1F0E8,封闭大桥,,REQUIRES,大桥,TMP_RESO_865A4E9219,RES_CASE_B5C1512C08,大桥,,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,Action,Resource,0.8000,封闭大桥双向出入口,交通应急处理案例6.txt,AUTO_MEDIUM
安全检测,TMP_ACTI_5CC184BF66,MEA_CASE_32710640CA,安全检测,,REQUIRES,大桥,TMP_RESO_865A4E9219,RES_CASE_B5C1512C08,大桥,,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,Action,Resource,0.8000,桥梁检测专家对大桥结构进行全面安全检测,交通应急处理案例6.txt,AUTO_MEDIUM
安全检测,TMP_ACTI_5CC184BF66,MEA_CASE_32710640CA,安全检测,,IMPLEMENTED_BY,桥梁检测专家,TMP_DEPA_12E94C914F,ORG_CASE_963FA483D8,桥梁检测专家,,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,Action,Department,0.9000,桥梁检测专家对大桥结构进行全面安全检测,交通应急处理案例6.txt,AUTO_HIGH
正面碰撞,TMP_ACTI_AF5E1C8455,MEA_CASE_6BA428A393,正面碰撞,,REQUIRES,电动三轮车,TMP_RESO_9BFC3F4CBA,RES_CASE_D7EB68391B,电动三轮车,,013_农村机耕路履带式收割机与电动三轮车碰撞事故_dc8e78a0,农村机耕路履带式收割机与电动三轮车碰撞事故,Action,Resource,0.8000,与对向行驶的载人电动三轮车会车时，发生正面碰撞,交通应急处理案例6.txt,AUTO_MEDIUM
疏导,TMP_ACTI_131C28DEB3,MEA_CASE_B804A6CFD8,疏导,,REQUIRES,军车车队,TMP_RESO_30E40F538B,RES_CASE_C0948512AD,军车车队,,014_高速公路军车车队社会车辆强行加塞事故_47154708,高速公路军车车队社会车辆强行加塞事故,Action,Resource,0.7000,高速交警、军队警备部门立即封锁事故路段，设置警戒区域，保护军车车队安全，疏导后方车辆绕行,交通应急处理案例6.txt,AUTO_MEDIUM
解救,TMP_ACTI_BDC68C6168,MEA_CASE_CEEE944B99,解救,,REQUIRES,私家车,TMP_RESO_1B40F5FDEB,RES_CASE_E88979D653,私家车,,014_高速公路军车车队社会车辆强行加塞事故_47154708,高速公路军车车队社会车辆强行加塞事故,Action,Resource,0.8000,消防救援队伍赶赴现场，解救被困私家车驾驶员,交通应急处理案例6.txt,AUTO_MEDIUM
轨道交通车辆卡轨,TMP_EVEN_62AA7A521F,EVT_CASE_9965519510,轨道交通车辆卡轨,EVT_CASE_9965519510|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,CAUSES,轨道卡轨,TMP_EVEN_3CA3C2633D,EVT_CASE_0133F15C01,轨道卡轨,EVT_CASE_0133F15C01,015_城市有轨电车平交道口货车卡轨事故_a2b74e16,城市有轨电车平交道口货车卡轨事故,Event,Event,0.9000,某市有轨电车平交路口，一辆超宽重型货车违规驶入有轨电车专用轨道区域，车辆车轮卡在有轨电车轨道槽内，无法移动,交通应急处理案例6.txt,AUTO_HIGH
轨道交通车辆卡轨,TMP_EVEN_62AA7A521F,EVT_CASE_9965519510,轨道交通车辆卡轨,EVT_CASE_9965519510|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,TRIGGERS,紧急制动,TMP_ACTI_2C1D7753CB,MEA_CASE_34B2655045,紧急制动,,015_城市有轨电车平交道口货车卡轨事故_a2b74e16,城市有轨电车平交道口货车卡轨事故,Event,Action,0.8500,有轨电车运营公司立即启动应急预案，对全线有轨电车采取紧急制动措施,交通应急处理案例6.txt,AUTO_HIGH
轨道交通车辆卡轨,TMP_EVEN_62AA7A521F,EVT_CASE_9965519510,轨道交通车辆卡轨,EVT_CASE_9965519510|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,TRIGGERS,切断轨道供电,TMP_ACTI_CBFCB0FFA4,MEA_CASE_96BCF5524F,切断轨道供电,,015_城市有轨电车平交道口货车卡轨事故_a2b74e16,城市有轨电车平交道口货车卡轨事故,Event,Action,0.8500,有轨电车运营公司立即启动应急预案，切断轨道供电,交通应急处理案例6.txt,AUTO_HIGH
轨道交通车辆卡轨,TMP_EVEN_62AA7A521F,EVT_CASE_9965519510,轨道交通车辆卡轨,EVT_CASE_9965519510|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,TRIGGERS,从严处罚,TMP_ACTI_90C7F0FE55,MEA_CASE_159FDEFDDA,从严处罚,,015_城市有轨电车平交道口货车卡轨事故_a2b74e16,城市有轨电车平交道口货车卡轨事故,Event,Action,0.7500,依据《城市轨道交通运营管理规定》《道路交通安全法》对货车驾驶员进行从严处罚,交通应急处理案例6.txt,AUTO_MEDIUM
启动应急预案,TMP_ACTI_5B91701E40,MEA_CASE_29AB47FA07,启动应急预案,,IMPLEMENTED_BY,冷链物流园应急管理部门,TMP_DEPA_99AEFC8954,ORG_CASE_1FE1986898,冷链物流园应急管理部门,,016_冷链物流园冷库门口货车溜车碰撞事故_70561571,冷链物流园冷库门口货车溜车碰撞事故,Action,Department,0.6200,冷链物流园应急管理部门立即启动应急预案,交通应急处理案例6.txt,AUTO_MEDIUM
车辆溜车碰撞,TMP_EVEN_763CE9261C,EVT_CASE_6B36A2A87E,车辆溜车碰撞,EVT_CASE_6B36A2A87E|EVT_TRAFFIC_ACCIDENT,TRIGGERS,启动应急预案,TMP_ACTI_5B91701E40,MEA_CASE_29AB47FA07,启动应急预案,,016_冷链物流园冷库门口货车溜车碰撞事故_70561571,冷链物流园冷库门口货车溜车碰撞事故,Event,Action,0.6200,冷链物流园应急管理部门立即启动应急预案,交通应急处理案例6.txt,AUTO_MEDIUM
解救被困人员,TMP_ACTI_15FE65CD58,MEA_CASE_AC3160A04E,解救被困人员,,REQUIRES,叉车,TMP_RESO_771DC1E203,RES_CASE_4F72170E0F,叉车,,016_冷链物流园冷库门口货车溜车碰撞事故_70561571,冷链物流园冷库门口货车溜车碰撞事故,Action,Resource,0.6200,解救被困叉车驾驶员,交通应急处理案例6.txt,AUTO_MEDIUM
车辆溜车碰撞,TMP_EVEN_763CE9261C,EVT_CASE_6B36A2A87E,车辆溜车碰撞,EVT_CASE_6B36A2A87E|EVT_TRAFFIC_ACCIDENT,TRIGGERS,解救被困人员,TMP_ACTI_15FE65CD58,MEA_CASE_AC3160A04E,解救被困人员,,016_冷链物流园冷库门口货车溜车碰撞事故_70561571,冷链物流园冷库门口货车溜车碰撞事故,Event,Action,0.6200,解救被困叉车驾驶员,交通应急处理案例6.txt,AUTO_MEDIUM
食品温度监测,TMP_ACTI_BFF39B57AA,MEA_CASE_BE0A2FD2E0,食品温度监测,,IMPLEMENTED_BY,市场监管部门,TMP_DEPA_D7F35D3178,ORG_CASE_EC88FB5BAD,市场监管部门,,016_冷链物流园冷库门口货车溜车碰撞事故_70561571,冷链物流园冷库门口货车溜车碰撞事故,Action,Department,0.6200,市场监管部门对冷库内食品温度进行监测,交通应急处理案例6.txt,AUTO_MEDIUM
车辆溜车碰撞,TMP_EVEN_763CE9261C,EVT_CASE_6B36A2A87E,车辆溜车碰撞,EVT_CASE_6B36A2A87E|EVT_TRAFFIC_ACCIDENT,TRIGGERS,食品温度监测,TMP_ACTI_BFF39B57AA,MEA_CASE_BE0A2FD2E0,食品温度监测,,016_冷链物流园冷库门口货车溜车碰撞事故_70561571,冷链物流园冷库门口货车溜车碰撞事故,Event,Action,0.6200,市场监管部门对冷库内食品温度进行监测,交通应急处理案例6.txt,AUTO_MEDIUM
侧翻,TMP_EVEN_9E10208A20,EVT_CASE_8A84EDA659,侧翻,EVT_CASE_8A84EDA659,CAUSES,燃爆,TMP_EVEN_1A910CC01E,EVT_CASE_1D0AC1FCC3,燃爆,EVT_CASE_1D0AC1FCC3,017_烟花爆竹运输车省道侧翻燃爆事故_ddec56f9,烟花爆竹运输车省道侧翻燃爆事故,Event,Event,0.9000,车厢破损，烟花爆竹散落至路面，部分烟花爆竹遇摩擦发生燃爆,交通应急处理案例6.txt,AUTO_HIGH
车辆碰撞行人,TMP_EVEN_998AF46420,EVT_ROAD_INTERRUPTION,公路中断,EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT|EVT_ROAD_EMERGENCY,TRIGGERS,驾驶员未观察路况,TMP_ACTI_35FAD502CE,MEA_CASE_ABE67AF3B3,驾驶员未观察路况,,018_大学校园内部通勤车与学生碰撞事故_dabddc72,大学校园内部通勤车与学生碰撞事故,Event,Action,0.6200,因驾驶员未观察前方路况,交通应急处理案例6.txt,AUTO_MEDIUM
沙尘暴,TMP_EVEN_E505F78150,EVT_DUST_STORM,沙尘暴,EVT_DUST_STORM,CAUSES,沙漠失联,TMP_EVEN_6FD288365C,EVT_CASE_AFA16DED00,沙漠失联,EVT_CASE_AFA16DED00|EVT_DUST_STORM|EVT_VEHICLE_BACKLOG,019_沙漠越野穿越车队失联被困事故_bb9acf58,沙漠越野穿越车队失联被困事故,Event,Event,0.9500,遭遇强沙尘暴，偏离预定路线，车辆陷入沙漠软沙中无法脱困，车队卫星电话信号中断，与外界失联,交通应急处理案例6.txt,AUTO_HIGH
暂停施工,TMP_ACTI_883C54EFF4,MEA_CASE_543551F273,暂停施工,,IMPLEMENTED_BY,施工单位,TMP_DEPA_90A4C58CFB,ORG_CASE_6DEAB2960B,工程施工单位,,020_城市地下管廊施工路段路面塌陷吞车事故_7704f5c4,城市地下管廊施工路段路面塌陷吞车事故,Action,Department,0.6200,责令施工单位暂停施工,交通应急处理案例6.txt,AUTO_MEDIUM
路面塌陷,TMP_EVEN_21FD4E42B8,EVT_ROAD_DAMAGE,公路损毁,EVT_ROAD_DAMAGE|EVT_CONSTRUCTION_ACCIDENT,TRIGGERS,暂停施工,TMP_ACTI_883C54EFF4,MEA_CASE_543551F273,暂停施工,,020_城市地下管廊施工路段路面塌陷吞车事故_7704f5c4,城市地下管廊施工路段路面塌陷吞车事故,Event,Action,0.6200,责令施工单位暂停施工,交通应急处理案例6.txt,AUTO_MEDIUM
路面塌陷,TMP_EVEN_21FD4E42B8,EVT_ROAD_DAMAGE,公路损毁,EVT_ROAD_DAMAGE|EVT_CONSTRUCTION_ACCIDENT,TRIGGERS,实时监测,TMP_ACTI_D564D35656,MEA_CASE_BC06C34F18,实时监测,,020_城市地下管廊施工路段路面塌陷吞车事故_7704f5c4,城市地下管廊施工路段路面塌陷吞车事故,Event,Action,0.6200,对周边路面、居民楼地基进行实时监测,交通应急处理案例6.txt,AUTO_MEDIUM
路面塌陷,TMP_EVEN_21FD4E42B8,EVT_ROAD_DAMAGE,公路损毁,EVT_ROAD_DAMAGE|EVT_CONSTRUCTION_ACCIDENT,TRIGGERS,疏导,TMP_ACTI_06234CD107,MEA_CASE_B804A6CFD8,疏导,,020_城市地下管廊施工路段路面塌陷吞车事故_7704f5c4,城市地下管廊施工路段路面塌陷吞车事故,Event,Action,0.6200,疏导过往车辆绕行,交通应急处理案例6.txt,AUTO_MEDIUM
集装箱坠落,TMP_EVEN_BAB2D87E02,EVT_CASE_CFB06DE8B6,集装箱坠落,EVT_CASE_CFB06DE8B6|EVT_TRAFFIC_ACCIDENT,TRIGGERS,碰撞,TMP_ACTI_29D6336BCB,MEA_CASE_6B219E66DE,碰撞,,021_港口集装箱码头拖头车与堆垛碰撞事故_6456b2ee,港口集装箱码头拖头车与堆垛碰撞事故,Event,Action,0.7000,堆垛内3个集装箱坠落，砸中拖头车驾驶室,交通应急处理案例6.txt,AUTO_MEDIUM
封锁道路,TMP_ACTI_9D8A2A132A,MEA_CASE_2C1C5F98F8,封锁道路,,IMPLEMENTED_BY,交警部门,TMP_DEPA_AE2888C0F3,ORG_CASE_C08151231F,交警部门,,022_高铁桥下道路限高架被货车撞断事故_7e31d62f,高铁桥下道路限高架被货车撞断事故,Action,Department,0.6200,交警部门立即封锁桥下道路,交通应急处理案例6.txt,AUTO_MEDIUM
