id:ID,name,entity_type_cn,:LABEL
MEA_CASE_A62BAB348E,组件清理,措施,PlanEntity;Action
MEA_CASE_A4BB8FF645,道路修复,措施,PlanEntity;Action
EVT_CASE_59EDD4A04E,施工机械坠河,突发事件,PlanEntity;Event
EVT_CASE_C12F33BA4A,岸边坍塌,突发事件,PlanEntity;Event
RES_CASE_C4E5EFE8FC,高速公路,应急资源,PlanEntity;Resource
MEA_CASE_641D68DEBE,追尾,措施,PlanEntity;Action
EVT_CASE_3D68393BCE,车辆冲撞,突发事件,PlanEntity;Event
EVT_CASE_553BC7A8F7,婚宴,突发事件,PlanEntity;Event
RES_CASE_82206ABC9F,共享电单车,应急资源,PlanEntity;Resource
EVT_CASE_8CA983D3B0,超长车辆转弯失控,突发事件,PlanEntity;Event
EVT_CASE_5C5AB0B1F3,车辆坠崖,突发事件,PlanEntity;Event
EVT_CASE_BDDB5B36D2,降雨,突发事件,PlanEntity;Event
EVT_CASE_EFFFAC4552,山体落石,突发事件,PlanEntity;Event
MEA_CASE_80F2446900,车辆超载,措施,PlanEntity;Action
RES_CASE_7E9209750A,重型自卸货车,应急资源,PlanEntity;Resource
RES_CASE_B41366FD99,举升机,应急资源,PlanEntity;Resource
MEA_CASE_ACDA5E6CFE,维修作业,措施,PlanEntity;Action
EVT_CASE_DD6FC7FD67,农机具碰撞,突发事件,PlanEntity;Event
RES_CASE_1AFD3C9750,插秧机,应急资源,PlanEntity;Resource
MEA_CASE_6B219E66DE,碰撞,措施,PlanEntity;Action
EVT_CASE_3B6CFC25B4,车辆滞留,突发事件,PlanEntity;Event
EVT_CASE_3DADFD6D44,潮汐,突发事件,PlanEntity;Event
MEA_CASE_81A36333D4,监测,措施,PlanEntity;Action
EVT_CASE_89B8BE417D,非法闯入管制区域,突发事件,PlanEntity;Event
MEA_CASE_543DA5841E,飞行表演暂停,措施,PlanEntity;Action
