source,source_temp_id,source_final_id,source_final_name,source_query_event_ids,relation,target,target_temp_id,target_final_id,target_final_name,target_query_event_ids,case_id,case_title,source_type,target_type,confidence,evidence,source_file,review_status
浮桥坍塌,TMP_EVEN_D1A6E2AF88,EVT_CASE_BFB7411EC5,浮桥坍塌,EVT_CASE_BFB7411EC5|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,TRIGGERS,搜救,TMP_ACTI_64EADA1293,MEA_CASE_4F77886188,搜救,,005_山区水上浮桥重载货车坠河事故_b6cf7837,山区水上浮桥重载货车坠河事故,Event,Action,0.6200,消防救援队伍使用潜水设备、水下破拆工具搜救被困驾驶员,交通应急处理案例6.txt,AUTO_MEDIUM
浮桥坍塌,TMP_EVEN_D1A6E2AF88,EVT_CASE_BFB7411EC5,浮桥坍塌,EVT_CASE_BFB7411EC5|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,TRIGGERS,打捞,TMP_ACTI_7338DA17FF,MEA_CASE_90733D6AFA,打捞,,005_山区水上浮桥重载货车坠河事故_b6cf7837,山区水上浮桥重载货车坠河事故,Event,Action,0.6200,打捞落水车辆,交通应急处理案例6.txt,AUTO_MEDIUM
加固,TMP_ACTI_E3C299D9D6,MEA_CASE_621274E632,加固,,IMPLEMENTED_BY,交通部门,TMP_DEPA_88A6E4EDA5,ORG_CASE_B6CBD41599,交通部门,,005_山区水上浮桥重载货车坠河事故_b6cf7837,山区水上浮桥重载货车坠河事故,Action,Department,0.6200,交通部门组织专业队伍对浮桥剩余结构进行加固,交通应急处理案例6.txt,AUTO_MEDIUM
加固,TMP_ACTI_E3C299D9D6,MEA_CASE_621274E632,加固,,REQUIRES,浮桥,TMP_RESO_75F56B8EF8,RES_CASE_2A142E9A69,浮桥,,005_山区水上浮桥重载货车坠河事故_b6cf7837,山区水上浮桥重载货车坠河事故,Action,Resource,0.6200,交通部门组织专业队伍对浮桥剩余结构进行加固,交通应急处理案例6.txt,AUTO_MEDIUM
浮桥坍塌,TMP_EVEN_D1A6E2AF88,EVT_CASE_BFB7411EC5,浮桥坍塌,EVT_CASE_BFB7411EC5|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,TRIGGERS,加固,TMP_ACTI_E3C299D9D6,MEA_CASE_621274E632,加固,,005_山区水上浮桥重载货车坠河事故_b6cf7837,山区水上浮桥重载货车坠河事故,Event,Action,0.6200,交通部门组织专业队伍对浮桥剩余结构进行加固,交通应急处理案例6.txt,AUTO_MEDIUM
浮桥坍塌,TMP_EVEN_D1A6E2AF88,EVT_CASE_BFB7411EC5,浮桥坍塌,EVT_CASE_BFB7411EC5|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,TRIGGERS,搭建临时摆渡船,TMP_ACTI_1646C3CFEF,MEA_CASE_BCA3EBCC4F,搭建临时摆渡船,,005_山区水上浮桥重载货车坠河事故_b6cf7837,山区水上浮桥重载货车坠河事故,Event,Action,0.6200,搭建临时摆渡船保障村民出行,交通应急处理案例6.txt,AUTO_MEDIUM
监测河水水质,TMP_ACTI_18EC379638,MEA_CASE_ABC7E952E9,监测河水水质,,IMPLEMENTED_BY,环保部门,TMP_DEPA_9971A4B880,ORG_CASE_7384248773,环保部门,,005_山区水上浮桥重载货车坠河事故_b6cf7837,山区水上浮桥重载货车坠河事故,Action,Department,0.6200,环保部门监测河水水质,交通应急处理案例6.txt,AUTO_MEDIUM
浮桥坍塌,TMP_EVEN_D1A6E2AF88,EVT_CASE_BFB7411EC5,浮桥坍塌,EVT_CASE_BFB7411EC5|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,TRIGGERS,监测河水水质,TMP_ACTI_18EC379638,MEA_CASE_ABC7E952E9,监测河水水质,,005_山区水上浮桥重载货车坠河事故_b6cf7837,山区水上浮桥重载货车坠河事故,Event,Action,0.6200,环保部门监测河水水质,交通应急处理案例6.txt,AUTO_MEDIUM
处置漏油污染,TMP_ACTI_B38D15084A,MEA_CASE_ACB4555AFA,处置漏油污染,,IMPLEMENTED_BY,环保部门,TMP_DEPA_9971A4B880,ORG_CASE_7384248773,环保部门,,005_山区水上浮桥重载货车坠河事故_b6cf7837,山区水上浮桥重载货车坠河事故,Action,Department,0.6200,环保部门监测河水水质，处置漏油污染,交通应急处理案例6.txt,AUTO_MEDIUM
浮桥坍塌,TMP_EVEN_D1A6E2AF88,EVT_CASE_BFB7411EC5,浮桥坍塌,EVT_CASE_BFB7411EC5|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,TRIGGERS,处置漏油污染,TMP_ACTI_B38D15084A,MEA_CASE_ACB4555AFA,处置漏油污染,,005_山区水上浮桥重载货车坠河事故_b6cf7837,山区水上浮桥重载货车坠河事故,Event,Action,0.6200,环保部门监测河水水质，处置漏油污染,交通应急处理案例6.txt,AUTO_MEDIUM
事故调查,TMP_ACTI_661D50B44B,MEA_CASE_6933DFD8F9,事故调查,,REQUIRES,浮桥,TMP_RESO_75F56B8EF8,RES_CASE_2A142E9A69,浮桥,,005_山区水上浮桥重载货车坠河事故_b6cf7837,山区水上浮桥重载货车坠河事故,Action,Resource,0.6200,依据《内河交通安全管理条例》《浮桥安全管理办法》开展事故调查,交通应急处理案例6.txt,AUTO_MEDIUM
浮桥坍塌,TMP_EVEN_D1A6E2AF88,EVT_CASE_BFB7411EC5,浮桥坍塌,EVT_CASE_BFB7411EC5|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,TRIGGERS,事故调查,TMP_ACTI_661D50B44B,MEA_CASE_6933DFD8F9,事故调查,,005_山区水上浮桥重载货车坠河事故_b6cf7837,山区水上浮桥重载货车坠河事故,Event,Action,0.6200,依据《内河交通安全管理条例》《浮桥安全管理办法》开展事故调查,交通应急处理案例6.txt,AUTO_MEDIUM
油箱破损漏油,TMP_EVEN_0F7A72A20D,EVT_CASE_2FEC1FEE85,油箱破损漏油,EVT_CASE_2FEC1FEE85,TRIGGERS,刹车失灵,TMP_ACTI_694BE91AFA,MEA_CASE_80354268E0,刹车失灵,,006_矿山专用道路矿车刹车失灵冲撞事故_ebcf86b0,矿山专用道路矿车刹车失灵冲撞事故,Event,Action,0.7000,卡车油箱破损漏油，存在起火、爆炸的重大风险,交通应急处理案例6.txt,AUTO_MEDIUM
滑行道闯入事件,TMP_EVEN_A679E74BF8,EVT_CASE_3AEB5FD10E,滑行道闯入事件,EVT_CASE_3AEB5FD10E|EVT_TRAFFIC_ACCIDENT|EVT_HUB_INTERRUPTION,TRIGGERS,紧急制动,TMP_ACTI_99936629AA,MEA_CASE_34B2655045,紧急制动,,007_机场滑行道社会车辆闯入逼停客机事故_1c26d5d8,机场滑行道社会车辆闯入逼停客机事故,Event,Action,0.9000,正在滑行准备起飞的民航客机紧急制动,交通应急处理案例6.txt,AUTO_HIGH
紧急制动,TMP_ACTI_99936629AA,MEA_CASE_34B2655045,紧急制动,,REQUIRES,民航客机,TMP_RESO_8170AD370B,RES_CASE_7C467D3150,民航客机,,007_机场滑行道社会车辆闯入逼停客机事故_1c26d5d8,机场滑行道社会车辆闯入逼停客机事故,Action,Resource,0.8000,正在滑行准备起飞的民航客机紧急制动,交通应急处理案例6.txt,AUTO_MEDIUM
疏导,TMP_ACTI_DFB16304A2,MEA_CASE_B804A6CFD8,疏导,,REQUIRES,重型转运货车,TMP_RESO_201F985000,RES_CASE_DC7939F6B3,重型转运货车,,008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,Action,Resource,0.7000,疏导过往车辆,交通应急处理案例6.txt,AUTO_MEDIUM
解救,TMP_ACTI_952D67AE0B,MEA_CASE_CEEE944B99,解救,,REQUIRES,重型转运货车,TMP_RESO_201F985000,RES_CASE_DC7939F6B3,重型转运货车,,008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,Action,Resource,0.8000,抬起侧翻货车，解救被困驾驶员,交通应急处理案例6.txt,AUTO_MEDIUM
清理,TMP_ACTI_7F68B830F7,MEA_CASE_F2C178773D,清理,,REQUIRES,共享电单车,TMP_RESO_0D5EF3F00B,RES_CASE_82206ABC9F,共享电单车,,008_共享单车批量转运车侧翻占道事故_2389421b,共享单车批量转运车侧翻占道事故,Action,Resource,0.8000,清理散落的电单车,交通应急处理案例6.txt,AUTO_MEDIUM
追尾事故,TMP_EVEN_521432A53D,EVT_CASE_4D219D5D07,追尾事故,EVT_CASE_4D219D5D07|EVT_TRAFFIC_ACCIDENT|EVT_VEHICLE_BACKLOG,TRIGGERS,违规停车,TMP_ACTI_DCC5E51070,MEA_CASE_A01D41EE67,违规停车,,009_农村出殡队列占道引发多车追尾事故_631152b6,农村出殡队列占道引发多车追尾事故,Event,Action,0.6200,违规停车燃放鞭炮,交通应急处理案例6.txt,AUTO_MEDIUM
追尾事故,TMP_EVEN_521432A53D,EVT_CASE_4D219D5D07,追尾事故,EVT_CASE_4D219D5D07|EVT_TRAFFIC_ACCIDENT|EVT_VEHICLE_BACKLOG,TRIGGERS,违规燃放鞭炮,TMP_ACTI_16207C2F70,MEA_CASE_F02874E69E,违规燃放鞭炮,,009_农村出殡队列占道引发多车追尾事故_631152b6,农村出殡队列占道引发多车追尾事故,Event,Action,0.6200,违规停车燃放鞭炮,交通应急处理案例6.txt,AUTO_MEDIUM
疏导,TMP_ACTI_5296715583,MEA_CASE_B804A6CFD8,疏导,,REQUIRES,小型轿车,TMP_RESO_6A847642E7,RES_CASE_70407E27F9,小型轿车,,010_农机跨区作业车队国道剐蹭拥堵事故_f0265085,农机跨区作业车队国道剐蹭拥堵事故,Action,Resource,0.7000,交警部门立即封锁事故路段，设置警戒区域，疏导过往车辆绕行,交通应急处理案例6.txt,AUTO_MEDIUM
解救,TMP_ACTI_EC860F7A90,MEA_CASE_CEEE944B99,解救,,REQUIRES,小型轿车,TMP_RESO_6A847642E7,RES_CASE_70407E27F9,小型轿车,,010_农机跨区作业车队国道剐蹭拥堵事故_f0265085,农机跨区作业车队国道剐蹭拥堵事故,Action,Resource,0.8000,消防救援队伍赶赴现场，解救被困轿车驾驶员,交通应急处理案例6.txt,AUTO_MEDIUM
清理,TMP_ACTI_520FAEA47C,MEA_CASE_F2C178773D,清理,,REQUIRES,小型轿车,TMP_RESO_6A847642E7,RES_CASE_70407E27F9,小型轿车,,010_农机跨区作业车队国道剐蹭拥堵事故_f0265085,农机跨区作业车队国道剐蹭拥堵事故,Action,Resource,0.7000,路政部门清理事故车辆，修复受损护栏,交通应急处理案例6.txt,AUTO_MEDIUM
修复,TMP_ACTI_3763B895F3,MEA_CASE_E5CBFC8C30,修复,,REQUIRES,小型轿车,TMP_RESO_6A847642E7,RES_CASE_70407E27F9,小型轿车,,010_农机跨区作业车队国道剐蹭拥堵事故_f0265085,农机跨区作业车队国道剐蹭拥堵事故,Action,Resource,0.7000,路政部门清理事故车辆，修复受损护栏,交通应急处理案例6.txt,AUTO_MEDIUM
车辆剐蹭,TMP_EVEN_B935410DB4,EVT_CASE_F4AFE9A596,车辆剐蹭,EVT_CASE_F4AFE9A596|EVT_VEHICLE_BACKLOG|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,TRIGGERS,疏导,TMP_ACTI_5296715583,MEA_CASE_B804A6CFD8,疏导,,010_农机跨区作业车队国道剐蹭拥堵事故_f0265085,农机跨区作业车队国道剐蹭拥堵事故,Event,Action,0.7000,交警部门立即封锁事故路段，设置警戒区域，疏导过往车辆绕行,交通应急处理案例6.txt,AUTO_MEDIUM
车辆剐蹭,TMP_EVEN_B935410DB4,EVT_CASE_F4AFE9A596,车辆剐蹭,EVT_CASE_F4AFE9A596|EVT_VEHICLE_BACKLOG|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,TRIGGERS,解救,TMP_ACTI_EC860F7A90,MEA_CASE_CEEE944B99,解救,,010_农机跨区作业车队国道剐蹭拥堵事故_f0265085,农机跨区作业车队国道剐蹭拥堵事故,Event,Action,0.7000,消防救援队伍赶赴现场，解救被困轿车驾驶员,交通应急处理案例6.txt,AUTO_MEDIUM
高空坠物,TMP_EVEN_51676F2371,EVT_CASE_83A7AFDA45,高空坠物,EVT_CASE_83A7AFDA45|EVT_TRAFFIC_ACCIDENT|EVT_ROAD_EMERGENCY,TRIGGERS,封闭路段,TMP_ACTI_C9B6CAFCD8,MEA_CASE_B9C3743B4E,封闭路段,,011_城市高架路高空作业车坠物砸车事故_f65b0fe9,城市高架路高空作业车坠物砸车事故,Event,Action,0.8500,交警部门立即封闭事故路段相关车道,交通应急处理案例6.txt,AUTO_HIGH
强台风,TMP_EVEN_981807260F,EVT_CASE_1FBD75EDDD,强台风,EVT_CASE_1FBD75EDDD,CAUSES,车辆失控,TMP_EVEN_A4518519F5,EVT_CASE_005531B443,强风车辆失控事故,EVT_CASE_005531B443|EVT_TYPHOON|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,Event,Event,0.9500,遭遇12级强台风登陆，桥面瞬时风力达14级，3辆小型轿车、2辆轻型货车行驶中被强横风吹得失控,交通应急处理案例6.txt,AUTO_HIGH
应急处置,TMP_ACTI_607B225C06,MEA_CASE_D569E11F2C,应急处置,,IMPLEMENTED_BY,大桥管理部门,TMP_DEPA_64D3FD0F8C,ORG_CASE_E2BC3C05B7,大桥管理部门,,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,Action,Department,0.9000,大桥管理部门、交警部门立即启动台风天气大桥应急处置预案,交通应急处理案例6.txt,AUTO_HIGH
应急处置,TMP_ACTI_607B225C06,MEA_CASE_D569E11F2C,应急处置,,IMPLEMENTED_BY,交警部门,TMP_DEPA_9FEFF61063,ORG_CASE_C08151231F,交警部门,,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,Action,Department,0.9000,大桥管理部门、交警部门立即启动台风天气大桥应急处置预案,交通应急处理案例6.txt,AUTO_HIGH
人员撤离,TMP_ACTI_55A782265D,MEA_CASE_19BA502324,人员撤离,,REQUIRES,桥面,TMP_RESO_FA4E8D4624,RES_CASE_F834A88843,桥面,,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,Action,Resource,0.8000,通过大桥广播引导桥面滞留人员、车辆停靠应急车道，人员撤离至大桥防撞墩后方,交通应急处理案例6.txt,AUTO_MEDIUM
清理事故车辆,TMP_ACTI_34D11B3D0D,MEA_CASE_ADCA791BF5,清理事故车辆,,IMPLEMENTED_BY,消防救援队伍,TMP_DEPA_B236A0A285,ORG_CASE_CECFFFD120,消防救援队伍,,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,Action,Department,0.8500,消防救援队伍、路政部门在台风风力减弱后，赶赴现场清理事故车辆,交通应急处理案例6.txt,AUTO_HIGH
修复受损护栏,TMP_ACTI_7C3EB23FD5,MEA_CASE_841676482D,修复受损护栏,,IMPLEMENTED_BY,路政部门,TMP_DEPA_C8473DE1A8,ORG_CASE_12F41DBD86,路政部门,,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,Action,Department,0.8500,消防救援队伍、路政部门在台风风力减弱后，赶赴现场清理事故车辆，修复受损护栏,交通应急处理案例6.txt,AUTO_HIGH
强台风,TMP_EVEN_981807260F,EVT_CASE_1FBD75EDDD,强台风,EVT_CASE_1FBD75EDDD,TRIGGERS,应急处置,TMP_ACTI_607B225C06,MEA_CASE_D569E11F2C,应急处置,,012_跨海大桥强台风车辆连环失控事故_ad834cbb,跨海大桥强台风车辆连环失控事故,Event,Action,0.8000,大桥管理部门、交警部门立即启动台风天气大桥应急处置预案,交通应急处理案例6.txt,AUTO_MEDIUM
正面碰撞,TMP_ACTI_AF5E1C8455,MEA_CASE_6BA428A393,正面碰撞,,REQUIRES,电动三轮车,TMP_RESO_9BFC3F4CBA,RES_CASE_D7EB68391B,电动三轮车,,013_农村机耕路履带式收割机与电动三轮车碰撞事故_dc8e78a0,农村机耕路履带式收割机与电动三轮车碰撞事故,Action,Resource,0.8000,与对向行驶的载人电动三轮车会车时，发生正面碰撞,交通应急处理案例6.txt,AUTO_MEDIUM
强行加塞,TMP_ACTI_0AC808126A,MEA_CASE_F0668A0176,强行加塞,,REQUIRES,私家车,TMP_RESO_5BCCA1B5B8,RES_CASE_E88979D653,私家车,,014_高速公路军车车队社会车辆强行加塞事故_47154708,高速公路军车车队社会车辆强行加塞事故,Action,Resource,0.8000,一辆小型私家车无视车队警示标志，强行变道加塞进入车队,交通应急处理案例6.txt,AUTO_MEDIUM
追尾碰撞,TMP_EVEN_95410F10CD,EVT_CASE_CED0383F9A,强行加塞追尾事故,EVT_CASE_CED0383F9A|EVT_TRAFFIC_ACCIDENT,TRIGGERS,强行加塞,TMP_ACTI_0AC808126A,MEA_CASE_F0668A0176,强行加塞,,014_高速公路军车车队社会车辆强行加塞事故_47154708,高速公路军车车队社会车辆强行加塞事故,Event,Action,0.7000,一辆小型私家车无视车队警示标志，强行变道加塞进入车队，与车队内一辆军用运输车发生追尾碰撞,交通应急处理案例6.txt,AUTO_MEDIUM
轨道交通车辆卡轨,TMP_EVEN_62AA7A521F,EVT_CASE_9965519510,轨道交通车辆卡轨,EVT_CASE_9965519510|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,CAUSES,轨道卡轨,TMP_EVEN_3CA3C2633D,EVT_CASE_0133F15C01,轨道卡轨,EVT_CASE_0133F15C01,015_城市有轨电车平交道口货车卡轨事故_a2b74e16,城市有轨电车平交道口货车卡轨事故,Event,Event,0.9000,某市有轨电车平交路口，一辆超宽重型货车违规驶入有轨电车专用轨道区域，车辆车轮卡在有轨电车轨道槽内，无法移动,交通应急处理案例6.txt,AUTO_HIGH
轨道交通车辆卡轨,TMP_EVEN_62AA7A521F,EVT_CASE_9965519510,轨道交通车辆卡轨,EVT_CASE_9965519510|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,TRIGGERS,紧急制动,TMP_ACTI_2C1D7753CB,MEA_CASE_34B2655045,紧急制动,,015_城市有轨电车平交道口货车卡轨事故_a2b74e16,城市有轨电车平交道口货车卡轨事故,Event,Action,0.8000,有轨电车运营公司立即启动应急预案，对全线有轨电车采取紧急制动措施,交通应急处理案例6.txt,AUTO_MEDIUM
轨道交通车辆卡轨,TMP_EVEN_62AA7A521F,EVT_CASE_9965519510,轨道交通车辆卡轨,EVT_CASE_9965519510|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG,TRIGGERS,切断轨道供电,TMP_ACTI_CBFCB0FFA4,MEA_CASE_96BCF5524F,切断轨道供电,,015_城市有轨电车平交道口货车卡轨事故_a2b74e16,城市有轨电车平交道口货车卡轨事故,Event,Action,0.8000,有轨电车运营公司立即启动应急预案，切断轨道供电,交通应急处理案例6.txt,AUTO_MEDIUM
启动应急预案,TMP_ACTI_5B91701E40,MEA_CASE_29AB47FA07,启动应急预案,,IMPLEMENTED_BY,冷链物流园应急管理部门,TMP_DEPA_99AEFC8954,ORG_CASE_1FE1986898,冷链物流园应急管理部门,,016_冷链物流园冷库门口货车溜车碰撞事故_70561571,冷链物流园冷库门口货车溜车碰撞事故,Action,Department,0.6200,冷链物流园应急管理部门立即启动应急预案,交通应急处理案例6.txt,AUTO_MEDIUM
车辆溜车碰撞,TMP_EVEN_763CE9261C,EVT_CASE_6B36A2A87E,车辆溜车碰撞,EVT_CASE_6B36A2A87E|EVT_TRAFFIC_ACCIDENT|EVT_PRODUCTION_ACCIDENT,TRIGGERS,启动应急预案,TMP_ACTI_5B91701E40,MEA_CASE_29AB47FA07,启动应急预案,,016_冷链物流园冷库门口货车溜车碰撞事故_70561571,冷链物流园冷库门口货车溜车碰撞事故,Event,Action,0.6200,冷链物流园应急管理部门立即启动应急预案,交通应急处理案例6.txt,AUTO_MEDIUM
解救被困人员,TMP_ACTI_15FE65CD58,MEA_CASE_AC3160A04E,解救被困人员,,REQUIRES,叉车,TMP_RESO_771DC1E203,RES_CASE_4F72170E0F,叉车,,016_冷链物流园冷库门口货车溜车碰撞事故_70561571,冷链物流园冷库门口货车溜车碰撞事故,Action,Resource,0.6200,解救被困叉车驾驶员,交通应急处理案例6.txt,AUTO_MEDIUM
车辆溜车碰撞,TMP_EVEN_763CE9261C,EVT_CASE_6B36A2A87E,车辆溜车碰撞,EVT_CASE_6B36A2A87E|EVT_TRAFFIC_ACCIDENT|EVT_PRODUCTION_ACCIDENT,TRIGGERS,解救被困人员,TMP_ACTI_15FE65CD58,MEA_CASE_AC3160A04E,解救被困人员,,016_冷链物流园冷库门口货车溜车碰撞事故_70561571,冷链物流园冷库门口货车溜车碰撞事故,Event,Action,0.6200,解救被困叉车驾驶员,交通应急处理案例6.txt,AUTO_MEDIUM
监测食品温度,TMP_ACTI_282D5B1949,MEA_CASE_EEFDEF23AF,监测食品温度,,IMPLEMENTED_BY,市场监管部门,TMP_DEPA_D7F35D3178,ORG_CASE_EC88FB5BAD,市场监管部门,,016_冷链物流园冷库门口货车溜车碰撞事故_70561571,冷链物流园冷库门口货车溜车碰撞事故,Action,Department,0.6200,市场监管部门对冷库内食品温度进行监测，确保食品安全,交通应急处理案例6.txt,AUTO_MEDIUM
车辆溜车碰撞,TMP_EVEN_763CE9261C,EVT_CASE_6B36A2A87E,车辆溜车碰撞,EVT_CASE_6B36A2A87E|EVT_TRAFFIC_ACCIDENT|EVT_PRODUCTION_ACCIDENT,TRIGGERS,监测食品温度,TMP_ACTI_282D5B1949,MEA_CASE_EEFDEF23AF,监测食品温度,,016_冷链物流园冷库门口货车溜车碰撞事故_70561571,冷链物流园冷库门口货车溜车碰撞事故,Event,Action,0.6200,市场监管部门对冷库内食品温度进行监测，确保食品安全,交通应急处理案例6.txt,AUTO_MEDIUM
烟花爆竹车辆侧翻燃爆,TMP_EVEN_FC0E1D4756,EVT_CASE_621C19C483,烟花爆竹车辆侧翻燃爆,EVT_CASE_621C19C483|EVT_VEHICLE_BACKLOG|EVT_ROAD_INTERRUPTION|EVT_FOREST_GRASS_FIRE,CAUSES,道路中断,TMP_EVEN_3048CA5734,EVT_CASE_A0BEE2C0CD,道路中断,EVT_CASE_A0BEE2C0CD,017_烟花爆竹运输车省道侧翻燃爆事故_ddec56f9,烟花爆竹运输车省道侧翻燃爆事故,Event,Event,0.8500,造成运输车驾驶员1人轻伤，车辆完全损毁，散落的烟花爆竹持续燃爆，省道双向交通完全中断,交通应急处理案例6.txt,AUTO_HIGH
