id:ID,name,entity_type_cn,:LABEL
EVT_CASE_0B82C87221,山体滑坡掩埋车辆,突发事件,PlanEntity;Event
EVT_CASE_66841A5765,高速公路碰撞,突发事件,PlanEntity;Event
EVT_CASE_B379DF3AFC,车辆坠江,突发事件,PlanEntity;Event
EVT_CASE_427F0A2151,桥梁护栏破损,突发事件,PlanEntity;Event
EVT_CASE_34BDA1AC61,连环追尾,突发事件,PlanEntity;Event
EVT_CASE_C942A70A78,路面结冰,突发事件,PlanEntity;Event
RES_CASE_6B627808E3,火车,应急资源,PlanEntity;Resource
EVT_CASE_3F8D579860,泄漏,突发事件,PlanEntity;Event
EVT_CASE_6E479B6FD4,拖拉机翻车,突发事件,PlanEntity;Event
MEA_CASE_C84BF577DD,违规载人,措施,PlanEntity;Action
MEA_CASE_AD66F64BE8,电路短路,措施,PlanEntity;Action
EVT_CASE_40909F589C,追尾碰撞,突发事件,PlanEntity;Event
MEA_CASE_7CB0BBDC7D,疲劳驾驶,措施,PlanEntity;Action
