entity_id,entity_name,entity_type,alias,alias_type,source
EVT_PASSENGER_STRANDING,旅客滞留,Event,车辆抛锚,scene_expression,案例抽取自动补充:039_城市快速路车辆抛锚引发拥堵事故_1458401e
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆抛锚,scene_expression,案例抽取自动补充:039_城市快速路车辆抛锚引发拥堵事故_1458401e
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,危化品泄漏,scene_expression,案例抽取自动补充:040_危化品运输车翻车泄漏污染农田事故_2fe5372a
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,落石砸车,scene_expression,案例抽取自动补充:041_山区公路落石砸伤车辆事故_d001ab7c
EVT_ROAD_DAMAGE,公路损毁,Event,落石砸车,scene_expression,案例抽取自动补充:041_山区公路落石砸伤车辆事故_d001ab7c
EVT_MAJOR_TRAFFIC_ACCIDENT,重大恶性交通事故,Event,高速追尾事故,scene_expression,案例抽取自动补充:042_高速多车追尾引发大火事故_161260cb
EVT_TRAFFIC_ACCIDENT,交通事故,Event,高速追尾事故,scene_expression,案例抽取自动补充:042_高速多车追尾引发大火事故_161260cb
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,交通碰撞,scene_expression,案例抽取自动补充:043_城市路口电动车逆行碰撞行人事故_202885c9
EVT_ROAD_INTERRUPTION,公路中断,Event,校车与货车碰撞,scene_expression,案例抽取自动补充:044_乡村道路校车与货车碰撞事故_056bd8b5
EVT_CONSTRUCTION_ACCIDENT,公路工程建设事故,Event,施工车辆碰撞行人,scene_expression,案例抽取自动补充:049_城市主干道施工车辆碰撞行人事故_b9b4272c
EVT_CONSTRUCTION_SAFETY,施工安全事故,Event,施工车辆碰撞行人,scene_expression,案例抽取自动补充:049_城市主干道施工车辆碰撞行人事故_b9b4272c
EVT_ROAD_DAMAGE,公路损毁,Event,车辆侧翻,scene_expression,案例抽取自动补充:050_高速路车辆爆胎侧滑碰撞护栏事故_2f64760b
EVT_RAINSTORM,暴雨,Event,山体滑坡,scene_expression,案例抽取自动补充:053_暴雨引发山体滑坡掩埋车辆事故_85efeb44
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,山体滑坡,scene_expression,案例抽取自动补充:053_暴雨引发山体滑坡掩埋车辆事故_85efeb44
EVT_MAJOR_TRAFFIC_ACCIDENT,重大恶性交通事故,Event,高速公路碰撞,scene_expression,案例抽取自动补充:054_高速货车与客车碰撞重大事故_e7324881
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆坠江,scene_expression,案例抽取自动补充:056_桥梁护栏破损车辆坠江事故_d6e9c6ca
EVT_ROAD_ICE,道路积冰,Event,车辆侧滑,scene_expression,案例抽取自动补充:057_冰雪路面高速多车连环追尾事故_5979c3c4
EVT_ROAD_INTERRUPTION,公路中断,Event,拖拉机翻车,scene_expression,案例抽取自动补充:059_乡村道路拖拉机载人翻车事故_9fe7f07a
EVT_TRAFFIC_ACCIDENT,交通事故,Event,追尾碰撞,scene_expression,案例抽取自动补充:061_城市快速路夜间事故_0fd6ca79
