id:ID,name,entity_type_cn,:LABEL
EVT_CASE_2AE6F9D00B,岸边土层坍塌,突发事件,PlanEntity;Event
EVT_CASE_2B0A8CF519,卧路牧群,突发事件,PlanEntity;Event
EVT_CASE_2C5A382799,护栏破损,突发事件,PlanEntity;Event
EVT_CASE_2FEC1FEE85,油箱破损漏油,突发事件,PlanEntity;Event
EVT_CASE_31F3DC21BE,漏油,突发事件,PlanEntity;Event
EVT_CASE_32CFF871B5,道路阻断,突发事件,PlanEntity;Event
EVT_CASE_3608E528C9,驾驶员昏迷,突发事件,PlanEntity;Event
EVT_CASE_363C4CEB8B,道路漫水,突发事件,PlanEntity;Event
EVT_CASE_3756E1200B,浮桥倾斜,突发事件,PlanEntity;Event
EVT_CASE_3766EFE085,轮胎报废,突发事件,PlanEntity;Event
EVT_CASE_37895FE5E4,车辆坠坑,突发事件,PlanEntity;Event
EVT_CASE_3862706509,车辆冲撞行人,突发事件,PlanEntity;Event
EVT_CASE_3B6CFC25B4,车辆滞留,突发事件,PlanEntity;Event
EVT_CASE_3D68393BCE,车辆冲撞,突发事件,PlanEntity;Event
EVT_CASE_3DADFD6D44,潮汐,突发事件,PlanEntity;Event
EVT_CASE_3F8D579860,泄漏,突发事件,PlanEntity;Event
EVT_CASE_40582771C8,制冷剂泄漏,突发事件,PlanEntity;Event
EVT_CASE_40909F589C,追尾碰撞,突发事件,PlanEntity;Event
EVT_CASE_427F0A2151,桥梁护栏破损,突发事件,PlanEntity;Event
EVT_CASE_42AEE3CEDE,车辆失控,突发事件,PlanEntity;Event
EVT_CASE_4322946C4A,拖拉机与电动三轮车碰撞,突发事件,PlanEntity;Event
EVT_CASE_436A2F6617,交通中断,突发事件,PlanEntity;Event
EVT_CASE_449056D669,雪崩,突发事件,PlanEntity;Event
EVT_CASE_46F3F2A6FE,货物散落,突发事件,PlanEntity;Event
EVT_CASE_48C1544FE8,静电火花,突发事件,PlanEntity;Event
EVT_CASE_4D219D5D07,追尾事故,突发事件,PlanEntity;Event
EVT_CASE_4E5DB8871B,桥面铺装受损,突发事件,PlanEntity;Event
EVT_CASE_5104EF7457,新能源汽车电池热失控,突发事件,PlanEntity;Event
EVT_CASE_51C41B32E7,车辆侧滑碰撞,突发事件,PlanEntity;Event
EVT_CASE_53582A46B0,车辆碰撞施工设施,突发事件,PlanEntity;Event
EVT_CASE_553BC7A8F7,婚宴,突发事件,PlanEntity;Event
EVT_CASE_55EC55B4DA,消防通道堵塞,突发事件,PlanEntity;Event
EVT_CASE_56854778B2,道路交通中断,突发事件,PlanEntity;Event
EVT_CASE_590A5F607D,桥面结冰,突发事件,PlanEntity;Event
EVT_CASE_59EDD4A04E,施工机械坠河,突发事件,PlanEntity;Event
EVT_CASE_5C5AB0B1F3,车辆坠崖,突发事件,PlanEntity;Event
EVT_CASE_5CECC4C9FA,积水,突发事件,PlanEntity;Event
EVT_CASE_5DC52E598D,油路泄漏,突发事件,PlanEntity;Event
EVT_CASE_61047CDF1B,车辆自燃,突发事件,PlanEntity;Event
EVT_CASE_6176E03535,泥石流,突发事件,PlanEntity;Event
EVT_CASE_627C2CA797,高速爆胎,突发事件,PlanEntity;Event
EVT_CASE_6659D5359D,液化石油气泄漏,突发事件,PlanEntity;Event
EVT_CASE_67994BB4B4,爆胎,突发事件,PlanEntity;Event
EVT_CASE_69B12C85A5,车辆陷沙,突发事件,PlanEntity;Event
EVT_CASE_69E1689420,滑坡,突发事件,PlanEntity;Event
EVT_CASE_6B0244EB44,多车剐蹭,突发事件,PlanEntity;Event
EVT_CASE_6B445BB3BF,闯红灯交通事故,突发事件,PlanEntity;Event
EVT_CASE_6B68F24652,暴风雪天气导致的道路交通中断,突发事件,PlanEntity;Event
EVT_CASE_6E479B6FD4,拖拉机翻车,突发事件,PlanEntity;Event
EVT_CASE_6E5B22465E,天然气泄漏,突发事件,PlanEntity;Event
EVT_CASE_6F7A2A4A6F,加油站火灾,突发事件,PlanEntity;Event
EVT_CASE_6FEAAF025A,坍塌风险,突发事件,PlanEntity;Event
EVT_CASE_71A0CC4ACB,新能源汽车起火,突发事件,PlanEntity;Event
EVT_CASE_71CB098DA9,道路结冰,突发事件,PlanEntity;Event
EVT_CASE_72972C0FC7,车辆坠湖,突发事件,PlanEntity;Event
EVT_CASE_739C5A3635,强降雪,突发事件,PlanEntity;Event
EVT_CASE_750A0C32A1,强降雨,突发事件,PlanEntity;Event
EVT_CASE_76776359A6,超限检测设备故障,突发事件,PlanEntity;Event
EVT_CASE_768E76F1F3,起火,突发事件,PlanEntity;Event
EVT_CASE_76C2F46F5E,车辆被困,突发事件,PlanEntity;Event
EVT_CASE_7ABA9AF1E4,道路滑坡,突发事件,PlanEntity;Event
EVT_CASE_7B95449186,桥梁车辆坠落事故,突发事件,PlanEntity;Event
EVT_CASE_7E4A45E8A0,车辆追尾,突发事件,PlanEntity;Event
EVT_CASE_7FF0D5B34D,雾凇,突发事件,PlanEntity;Event
EVT_CASE_8035ADE77D,隧道追尾事故,突发事件,PlanEntity;Event
EVT_CASE_806E5440A3,天文大潮,突发事件,PlanEntity;Event
EVT_CASE_82B38E516C,牲畜横穿,突发事件,PlanEntity;Event
EVT_CASE_83B85C87D6,车辆爆胎,突发事件,PlanEntity;Event
EVT_CASE_85237B46E2,交通拥堵,突发事件,PlanEntity;Event
EVT_CASE_877516B43D,拥堵,突发事件,PlanEntity;Event
EVT_CASE_8A08402BEF,路面湿滑,突发事件,PlanEntity;Event
EVT_CASE_8B7F0B5FB2,车辆失控冲撞,突发事件,PlanEntity;Event
EVT_CASE_8D34029A60,桥梁车辆坠江,突发事件,PlanEntity;Event
EVT_CASE_8E0C915D4D,ETC设备故障,突发事件,PlanEntity;Event
EVT_CASE_9197CC1E77,三轮车侧翻,突发事件,PlanEntity;Event
EVT_CASE_9463A9FF31,浓烟引发多车碰撞,突发事件,PlanEntity;Event
EVT_CASE_954A2AAAEA,渡船倾斜,突发事件,PlanEntity;Event
EVT_CASE_977FDFD762,排水系统堵塞,突发事件,PlanEntity;Event
EVT_CASE_987220FC67,车辆抛锚,突发事件,PlanEntity;Event
EVT_CASE_98E1B4C0E6,车辆刹车过热起火,突发事件,PlanEntity;Event
EVT_CASE_9965519510,轨道交通车辆卡轨,突发事件,PlanEntity;Event
EVT_CASE_99B78A6A1D,大风,突发事件,PlanEntity;Event
EVT_CASE_9B7EAD055E,轻微交通事故,突发事件,PlanEntity;Event
EVT_CASE_9BDDC88CCC,车辆碰撞,突发事件,PlanEntity;Event
EVT_CASE_9CC62EF2EB,车辆侧翻,突发事件,PlanEntity;Event
EVT_CASE_9D52E07713,油罐车卸油起火,突发事件,PlanEntity;Event
EVT_CASE_9DEA800219,设备坠落伤人,突发事件,PlanEntity;Event
EVT_CASE_9E8EF23981,追尾,突发事件,PlanEntity;Event
EVT_CASE_A0BEE2C0CD,道路中断,突发事件,PlanEntity;Event
EVT_CASE_A141A000B0,车辆碰撞设施,突发事件,PlanEntity;Event
EVT_CASE_A2A5131304,沙漠失联被困,突发事件,PlanEntity;Event
EVT_CASE_A3BA40F26D,无人机坠落,突发事件,PlanEntity;Event
EVT_CASE_A6BC66FD76,横风,突发事件,PlanEntity;Event
EVT_CASE_A781D70C8D,道路拥堵,突发事件,PlanEntity;Event
EVT_CASE_A950E1F9BF,车辆碰撞树木,突发事件,PlanEntity;Event
EVT_CASE_AC9399F429,铁路平交道口碰撞事故,突发事件,PlanEntity;Event
EVT_CASE_AD42D6EE60,渡船碰撞,突发事件,PlanEntity;Event
EVT_CASE_AF7628B03F,落石砸车,突发事件,PlanEntity;Event
EVT_CASE_B537D79A15,地震,突发事件,PlanEntity;Event
EVT_CASE_B9F0C9D9AC,货车冲撞口岸,突发事件,PlanEntity;Event
EVT_CASE_B9F7125E79,团雾,突发事件,PlanEntity;Event
EVT_CASE_BE91B84AF9,匝道交通中断,突发事件,PlanEntity;Event
EVT_CASE_C0A6B988AE,人员被蜇伤,突发事件,PlanEntity;Event
EVT_CASE_C45427F8BE,蜜蜂逃逸,突发事件,PlanEntity;Event
EVT_CASE_C562521519,暗冰,突发事件,PlanEntity;Event
EVT_CASE_C5E3DDA812,液压油管爆裂,突发事件,PlanEntity;Event
EVT_CASE_C942A70A78,路面结冰,突发事件,PlanEntity;Event
EVT_CASE_CD00FFB7BC,高原缺氧致驾驶员昏迷车辆失控,突发事件,PlanEntity;Event
EVT_CASE_CDD39AAD13,电动自行车逆行碰撞,突发事件,PlanEntity;Event
EVT_CASE_CEA9425D82,车辆碰撞行人,突发事件,PlanEntity;Event
EVT_CASE_CF4FF9ABBC,维修设备损坏,突发事件,PlanEntity;Event
EVT_CASE_CFB06DE8B6,集装箱坠落,突发事件,PlanEntity;Event
EVT_CASE_D11990E045,客车坠崖,突发事件,PlanEntity;Event
EVT_CASE_D44DBBBD83,渣土遗撒,突发事件,PlanEntity;Event
EVT_CASE_D9AAF014A1,机动车与非机动车交通事故,突发事件,PlanEntity;Event
EVT_CASE_DC3A3BC3D2,燃气管道破损泄漏,突发事件,PlanEntity;Event
EVT_CASE_DE340ABF0A,路面坑洼,突发事件,PlanEntity;Event
EVT_CASE_DE6262D6FC,剐蹭,突发事件,PlanEntity;Event
EVT_CASE_DE8891D1DD,校车与货车碰撞,突发事件,PlanEntity;Event
EVT_CASE_DF0FEEC823,货物散落引发交通事故,突发事件,PlanEntity;Event
EVT_CASE_E0847BE751,雨天,突发事件,PlanEntity;Event
EVT_CASE_E68012F9D4,车辆涉水熄火,突发事件,PlanEntity;Event
EVT_CASE_E70C4DE1FA,河水污染,突发事件,PlanEntity;Event
EVT_CASE_E7F27BD021,施工车辆碰撞行人,突发事件,PlanEntity;Event
EVT_CASE_EA546C3294,隧道积水车辆被困,突发事件,PlanEntity;Event
EVT_CASE_EEA13BF4CE,观光自行车与轿车碰撞,突发事件,PlanEntity;Event
EVT_CASE_F1015EFD7A,树木倒伏砸车,突发事件,PlanEntity;Event
EVT_CASE_F4726E4011,车辆侧滑,突发事件,PlanEntity;Event
EVT_CASE_F4732BEE88,暴风雪,突发事件,PlanEntity;Event
EVT_CASE_F4AFE9A596,车辆剐蹭,突发事件,PlanEntity;Event
EVT_CASE_F4B6AB6F10,颠簸路段,突发事件,PlanEntity;Event
EVT_CASE_F5EC6BBB9F,爆炸,突发事件,PlanEntity;Event
EVT_CASE_F674C61725,海水漫路,突发事件,PlanEntity;Event
EVT_CASE_F78D7DF899,轮椅车侧翻,突发事件,PlanEntity;Event
EVT_CASE_F942FD2EE9,高速追尾事故,突发事件,PlanEntity;Event
EVT_CASE_FB762392BF,秸秆焚烧,突发事件,PlanEntity;Event
EVT_CASE_FC606124D9,烤烟运输车起火,突发事件,PlanEntity;Event
EVT_CASE_FF7FD44A64,危化品泄漏,突发事件,PlanEntity;Event
EVT_CONSTRUCTION_ACCIDENT,公路工程建设事故,突发事件,PlanEntity;Event
EVT_CONSTRUCTION_SAFETY,施工安全事故,突发事件,PlanEntity;Event
EVT_DAM_BREACH,堤防决口与库区垮坝,突发事件,PlanEntity;Event
EVT_DUST_STORM,沙尘暴,突发事件,PlanEntity;Event
EVT_EARTHQUAKE,地震灾害,突发事件,PlanEntity;Event
EVT_ECONOMIC_SECURITY,经济安全事件,突发事件,PlanEntity;Event
EVT_EMERGENCY_MATERIAL_TRANSPORT,紧急物资运输,突发事件,PlanEntity;Event
EVT_ENVIRONMENT,环境污染事件,突发事件,PlanEntity;Event
EVT_FLOOD,洪水,突发事件,PlanEntity;Event
EVT_FLOOD_DROUGHT,水旱灾害,突发事件,PlanEntity;Event
EVT_FOOD_OCCUPATIONAL,食品安全和职业危害,突发事件,PlanEntity;Event
EVT_FOREIGN_RELATED,涉外突发事件,突发事件,PlanEntity;Event
EVT_FOREST_GRASS_FIRE,森林草原火灾,突发事件,PlanEntity;Event
EVT_GEOLOGICAL,地质灾害,突发事件,PlanEntity;Event
EVT_HAZMAT_ACCIDENT,危险货物运输事故,突发事件,PlanEntity;Event
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,突发事件,PlanEntity;Event
EVT_HEAVY_FOG,大雾,突发事件,PlanEntity;Event
EVT_HUB_INTERRUPTION,重要客运枢纽运行中断,突发事件,PlanEntity;Event
EVT_INFECTIOUS_DISEASE,传染病疫情,突发事件,PlanEntity;Event
EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,突发事件,PlanEntity;Event
EVT_MAJOR_BRIDGE_ACCIDENT,特大桥梁安全事故,突发事件,PlanEntity;Event
EVT_MAJOR_TRAFFIC_ACCIDENT,重大恶性交通事故,突发事件,PlanEntity;Event
EVT_MARINE,海洋灾害,突发事件,PlanEntity;Event
EVT_METEO_ROAD,公路气象灾害,突发事件,PlanEntity;Event
EVT_NATURAL_DISASTER,自然灾害,突发事件,PlanEntity;Event
EVT_PASSENGER_STRANDING,旅客滞留,突发事件,PlanEntity;Event
EVT_PRICE_SURGE,物价大幅波动,突发事件,PlanEntity;Event
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,突发事件,PlanEntity;Event
EVT_PUBLIC_HEALTH,公共卫生事件,突发事件,PlanEntity;Event
EVT_RAINSTORM,暴雨,突发事件,PlanEntity;Event
EVT_ROAD_BLOCKAGE,公路阻塞,突发事件,PlanEntity;Event
EVT_ROAD_DAMAGE,公路损毁,突发事件,PlanEntity;Event
EVT_ROAD_EMERGENCY,公路交通突发事件,突发事件,PlanEntity;Event
EVT_ROAD_ICE,道路积冰,突发事件,PlanEntity;Event
EVT_ROAD_INTERRUPTION,公路中断,突发事件,PlanEntity;Event
EVT_SNOW_DISASTER,雪灾,突发事件,PlanEntity;Event
EVT_SOCIAL_SECURITY,社会安全事件,突发事件,PlanEntity;Event
EVT_STORM_SURGE,风暴潮,突发事件,PlanEntity;Event
EVT_STRONG_EARTHQUAKE,强地震,突发事件,PlanEntity;Event
EVT_SUDDEN_GEOLOGICAL,突发地质灾害,突发事件,PlanEntity;Event
EVT_SUPPLY_SHORTAGE,重要物资短缺,突发事件,PlanEntity;Event
EVT_TERROR_ATTACK,恐怖袭击事件,突发事件,PlanEntity;Event
EVT_TRAFFIC_ACCIDENT,交通事故,突发事件,PlanEntity;Event
EVT_TSUNAMI,海啸灾害,突发事件,PlanEntity;Event
EVT_TYPHOON,台风,突发事件,PlanEntity;Event
EVT_UNKNOWN_DISEASE,群体性不明原因疾病,突发事件,PlanEntity;Event
EVT_VEHICLE_BACKLOG,车辆积压,突发事件,PlanEntity;Event
MEA_ACCIDENT_INSURANCE,投保人身意外险,措施,PlanEntity;Action
MEA_ALLOCATE_EQUIPMENT,调配应急机械及物资,措施,PlanEntity;Action
MEA_ANNOUNCE_RESPONSE_END,宣布应急响应结束,措施,PlanEntity;Action
MEA_APPROVE_BUDGET,审定应急经费预算,措施,PlanEntity;Action
MEA_APPROVE_PLAN,审定应急预案,措施,PlanEntity;Action
MEA_ASSIST_ACCIDENT_RESPONSE,协助处置安全事故,措施,PlanEntity;Action
MEA_BASIC_LIFE_SUPPORT,保障群众基本生活,措施,PlanEntity;Action
MEA_BRIEF_PROGRESS,通报应急处置进展,措施,PlanEntity;Action
MEA_BUDGET_PROPOSAL,提出年度应急经费预算建议,措施,PlanEntity;Action
MEA_BUILD_COORDINATION_MECHANISM,建立协调机制,措施,PlanEntity;Action
MEA_BUILD_INFO_SHARING,建立信息共享机制,措施,PlanEntity;Action
MEA_BUILD_JOINT_COMMAND,建立联合调度指挥机制,措施,PlanEntity;Action
MEA_BUILD_MUTUAL_AID,建立省际应急资源互助机制,措施,PlanEntity;Action
MEA_BUILD_PLATFORM,建立公路交通应急平台,措施,PlanEntity;Action
MEA_BUILD_RESCUE_TEAM,组建应急抢险保通队伍,措施,PlanEntity;Action
MEA_BUILD_TRANSPORT_RESERVE,建立应急运力储备,措施,PlanEntity;Action
MEA_BUILD_TRANSPORT_TEAM,组建应急运输保障队伍,措施,PlanEntity;Action
MEA_CALL_NATIONAL_STOCK,下发国家应急物资调用指令,措施,PlanEntity;Action
MEA_CAPABILITY_ASSESSMENT,开展应急能力评估,措施,PlanEntity;Action
MEA_CASE_00EC36C353,稀释,措施,PlanEntity;Action
MEA_CASE_03349F59B0,停止施工,措施,PlanEntity;Action
MEA_CASE_0542A5288E,起火,措施,PlanEntity;Action
MEA_CASE_06D490F10A,违规倒车,措施,PlanEntity;Action
MEA_CASE_073BB06D8A,抬起,措施,PlanEntity;Action
MEA_CASE_08CD8158BD,撞断,措施,PlanEntity;Action
MEA_CASE_0A481121C2,失控撞击护栏,措施,PlanEntity;Action
MEA_CASE_0B78E0C051,超速行驶,措施,PlanEntity;Action
MEA_CASE_0BD5E10FA1,自来水管网改造,措施,PlanEntity;Action
MEA_CASE_0BF2A9DC72,侧翻,措施,PlanEntity;Action
MEA_CASE_0F03A10F01,超车,措施,PlanEntity;Action
MEA_CASE_0FB4540844,剐蹭,措施,PlanEntity;Action
MEA_CASE_1045C7C149,引导车辆,措施,PlanEntity;Action
MEA_CASE_1130894FD2,避让行人,措施,PlanEntity;Action
MEA_CASE_12987E1F14,整改安全隐患,措施,PlanEntity;Action
MEA_CASE_13F54D4CC6,疏导车辆,措施,PlanEntity;Action
MEA_CASE_18D4FA011E,挪车,措施,PlanEntity;Action
MEA_CASE_1A0150D454,爆胎,措施,PlanEntity;Action
MEA_CASE_1BCFC5476A,疏散,措施,PlanEntity;Action
MEA_CASE_1D820D42D2,设置警戒区域,措施,PlanEntity;Action
MEA_CASE_1EE950A88B,占道行驶,措施,PlanEntity;Action
MEA_CASE_1F275761BC,暂停查验,措施,PlanEntity;Action
MEA_CASE_1F94E0BD1F,安全转运,措施,PlanEntity;Action
MEA_CASE_2216349A64,疏导交通,措施,PlanEntity;Action
MEA_CASE_24BABF9F02,增设警示标志,措施,PlanEntity;Action
MEA_CASE_26F6CA0D04,堵漏处置,措施,PlanEntity;Action
MEA_CASE_29AB47FA07,启动应急预案,措施,PlanEntity;Action
MEA_CASE_2BACE2AFD6,排水应急预案,措施,PlanEntity;Action
MEA_CASE_2F25F27432,紧急救治,措施,PlanEntity;Action
MEA_CASE_30604D6C17,违停,措施,PlanEntity;Action
MEA_CASE_317F491222,冲撞人流,措施,PlanEntity;Action
MEA_CASE_32129FD3F2,警戒区域设置,措施,PlanEntity;Action
MEA_CASE_32710640CA,安全检测,措施,PlanEntity;Action
MEA_CASE_34B2655045,紧急制动,措施,PlanEntity;Action
MEA_CASE_36DBC83B98,封闭公路,措施,PlanEntity;Action
MEA_CASE_3806ED90C6,清理残骸,措施,PlanEntity;Action
MEA_CASE_39D13A1B81,堵漏,措施,PlanEntity;Action
MEA_CASE_3B62149796,泡沫覆盖法,措施,PlanEntity;Action
MEA_CASE_3BEB23D29A,责任认定,措施,PlanEntity;Action
MEA_CASE_3FC63D4C10,轮胎爆裂,措施,PlanEntity;Action
MEA_CASE_4330D8A549,换胎,措施,PlanEntity;Action
MEA_CASE_44EB3016DE,调查,措施,PlanEntity;Action
MEA_CASE_450A825FE7,拖移车辆,措施,PlanEntity;Action
MEA_CASE_45F3E1F032,调取行车记录仪,措施,PlanEntity;Action
MEA_CASE_462CC5958C,清理现场,措施,PlanEntity;Action
MEA_CASE_46E14B4BB4,占道卸车,措施,PlanEntity;Action
MEA_CASE_4896A23CBC,车辆绕行,措施,PlanEntity;Action
MEA_CASE_4A2F4E3BCD,抢行,措施,PlanEntity;Action
MEA_CASE_4B758383A5,转运至医院,措施,PlanEntity;Action
MEA_CASE_4DEF057716,救援,措施,PlanEntity;Action
MEA_CASE_52D03C4670,处罚,措施,PlanEntity;Action
MEA_CASE_5330B223E5,灭火,措施,PlanEntity;Action
MEA_CASE_53ED0B4B6F,遗撒,措施,PlanEntity;Action
MEA_CASE_543551F273,暂停施工,措施,PlanEntity;Action
MEA_CASE_54A66F8CF9,补水,措施,PlanEntity;Action
MEA_CASE_59284963EB,变道,措施,PlanEntity;Action
MEA_CASE_5E9CDA061E,电池短路,措施,PlanEntity;Action
MEA_CASE_5FC20D97EE,分心驾驶,措施,PlanEntity;Action
MEA_CASE_609511AD21,封存,措施,PlanEntity;Action
MEA_CASE_60E39A31B3,清理脱落岩石,措施,PlanEntity;Action
MEA_CASE_61B18C2460,车辆故障,措施,PlanEntity;Action
MEA_CASE_641D68DEBE,追尾,措施,PlanEntity;Action
MEA_CASE_6933DFD8F9,事故调查,措施,PlanEntity;Action
MEA_CASE_6B219E66DE,碰撞,措施,PlanEntity;Action
MEA_CASE_6BA428A393,正面碰撞,措施,PlanEntity;Action
MEA_CASE_71DCBFE52F,追责,措施,PlanEntity;Action
MEA_CASE_7273C6481F,违规变道,措施,PlanEntity;Action
MEA_CASE_72B697126A,争抢车道,措施,PlanEntity;Action
MEA_CASE_72BE7C7A01,急刹车,措施,PlanEntity;Action
MEA_CASE_72E84ECB20,道路封闭,措施,PlanEntity;Action
MEA_CASE_7582192483,抛锚,措施,PlanEntity;Action
MEA_CASE_7719C4F54E,车辆侧滑,措施,PlanEntity;Action
MEA_CASE_7880553438,封锁现场,措施,PlanEntity;Action
MEA_CASE_7B049C8E34,排烟通风,措施,PlanEntity;Action
MEA_CASE_7D42417395,清理落叶,措施,PlanEntity;Action
MEA_CASE_7F1E894CA7,修复线路,措施,PlanEntity;Action
MEA_CASE_7F5CF3FCCD,车辆清理,措施,PlanEntity;Action
MEA_CASE_80354268E0,刹车失灵,措施,PlanEntity;Action
MEA_CASE_8130295826,排查,措施,PlanEntity;Action
MEA_CASE_8161B1F0E8,封闭大桥,措施,PlanEntity;Action
MEA_CASE_81A36333D4,监测,措施,PlanEntity;Action
MEA_CASE_81A3AA00B6,暂停测试,措施,PlanEntity;Action
MEA_CASE_841676482D,修复受损护栏,措施,PlanEntity;Action
MEA_CASE_87C818ACA4,采样监测,措施,PlanEntity;Action
MEA_CASE_8F94438FD6,尾门未锁紧,措施,PlanEntity;Action
MEA_CASE_8FF9372275,消防救援,措施,PlanEntity;Action
MEA_CASE_90733D6AFA,打捞,措施,PlanEntity;Action
MEA_CASE_93A78D3315,应急预案启动,措施,PlanEntity;Action
MEA_CASE_93B737DA07,驾驶员分心驾驶,措施,PlanEntity;Action
MEA_CASE_96C3E54EF1,疏散群众,措施,PlanEntity;Action
MEA_CASE_98BE43F4B1,刑事立案调查,措施,PlanEntity;Action
MEA_CASE_98EAFFD8DB,脱困,措施,PlanEntity;Action
MEA_CASE_99ADE4B56A,封闭车道,措施,PlanEntity;Action
MEA_CASE_99B1ABF38B,封闭,措施,PlanEntity;Action
MEA_CASE_99E1D246E3,驾驶员操作不当,措施,PlanEntity;Action
MEA_CASE_9A7E96576A,监测火情,措施,PlanEntity;Action
MEA_CASE_9DAD37DB50,清理构件,措施,PlanEntity;Action
MEA_CASE_9DFDBB5D63,刹车系统故障,措施,PlanEntity;Action
MEA_CASE_A0148F49D9,安全整改,措施,PlanEntity;Action
MEA_CASE_A01D41EE67,违规停车,措施,PlanEntity;Action
MEA_CASE_A048795819,超载,措施,PlanEntity;Action
MEA_CASE_A0B69618BE,回填修复,措施,PlanEntity;Action
MEA_CASE_A22F8BD834,灭火救援,措施,PlanEntity;Action
MEA_CASE_A5FA481155,暂停作业,措施,PlanEntity;Action
MEA_CASE_A6CD658948,驾驶员疲劳驾驶,措施,PlanEntity;Action
MEA_CASE_A8E26665F8,清理占道自行车,措施,PlanEntity;Action
MEA_CASE_A985295656,警戒,措施,PlanEntity;Action
MEA_CASE_AA591130A1,破拆,措施,PlanEntity;Action
MEA_CASE_ABE67AF3B3,驾驶员未观察路况,措施,PlanEntity;Action
MEA_CASE_AC1DB23CF7,卸货,措施,PlanEntity;Action
MEA_CASE_AC3160A04E,解救被困人员,措施,PlanEntity;Action
MEA_CASE_ACD9609DFB,转移,措施,PlanEntity;Action
MEA_CASE_ACDA5E6CFE,维修作业,措施,PlanEntity;Action
MEA_CASE_AD66F64BE8,电路短路,措施,PlanEntity;Action
MEA_CASE_AD69EAB4DC,抽样检测,措施,PlanEntity;Action
MEA_CASE_AF64FD25F0,交通疏导,措施,PlanEntity;Action
MEA_CASE_AFAC44C329,无害化销毁,措施,PlanEntity;Action
MEA_CASE_B04D39E895,泄漏,措施,PlanEntity;Action
MEA_CASE_B18F6DC654,封锁,措施,PlanEntity;Action
MEA_CASE_B1ACF5666D,车辆剐蹭,措施,PlanEntity;Action
MEA_CASE_B2F8706E19,绕行,措施,PlanEntity;Action
MEA_CASE_B396D82FB5,报警,措施,PlanEntity;Action
MEA_CASE_B3F6D4450F,处置,措施,PlanEntity;Action
MEA_CASE_B7D8069B0C,恢复车道通行,措施,PlanEntity;Action
MEA_CASE_B804A6CFD8,疏导,措施,PlanEntity;Action
MEA_CASE_B843E25685,剐蹭碰撞,措施,PlanEntity;Action
MEA_CASE_B8803D4F47,紧急避让,措施,PlanEntity;Action
MEA_CASE_B889F74BC7,剐蹭摊位,措施,PlanEntity;Action
MEA_CASE_B8E6D970FB,现场处置,措施,PlanEntity;Action
MEA_CASE_B96269C236,现场清理,措施,PlanEntity;Action
MEA_CASE_B9C3743B4E,封闭路段,措施,PlanEntity;Action
MEA_CASE_B9DE1F48C8,酒后驾驶,措施,PlanEntity;Action
MEA_CASE_BC06C34F18,实时监测,措施,PlanEntity;Action
MEA_CASE_BCC6275A71,逆向行驶,措施,PlanEntity;Action
