run_id,run_time,sample_id,group_id,retrieval_mode,agent_mode,enable_review,enable_revision,model_name,latency_ms,input_tokens,output_tokens,total_tokens,approved_like,executability_score,safety_score,constraint_alignment_score,evidence_grounding_score,total_score,rule_total_score,score_backend,llm_judge_enabled,llm_judge_success,llm_judge_weight,llm_judge_model,llm_executability_score,llm_safety_score,llm_compliance_score,llm_overall_score,llm_judge_reason,llm_judge_error,constraint_coverage,critical_miss_rate,has_forbidden_action,critical_action_missed,missing_actions_count,violated_constraints_count,evidence_hit_count,notes
R20260410141249,2026-04-10T14:12:49,S024,G5,dual,multi_with_review,1,1,gemma-3-27b-it,98863,0,0,0,1,0.9,0.8,0.9,0.7,0.83,0.85,llm,1,1,0.6,xopdeepseekv32,0.9,0.7,0.9,0.83,方案步骤清晰完整，职责明确，符合法规。但在安全方面，对肇事者和围观群众的现场情绪管控、防止二次伤害的风险控制措施不足。,,0.9,0.0,0,0,0,0,1,方案整体可执行性较强，步骤清晰，资源需求明确，并引用了相关法律法规。但在安全方面，对三轮车驾驶员的情绪和后续可能造成的二次伤害关注不足。方案在合规性方面表现良好，符合相关法律法规和应急预案的要求。整体而言，方案较为完善，但仍有改进空间。
R20260410141249,2026-04-10T14:12:49,S026,G5,dual,multi_with_review,1,1,gemma-3-27b-it,101234,0,0,0,1,0.85,0.75,0.9,0.8,0.83,0.89,llm,1,1,0.6,xopdeepseekv32,0.85,0.75,0.9,0.83,方案步骤具体完整，职责明确，符合法规要求。但在大雾恶劣条件下，对强制减速、防止连环追尾的具体措施（如间隔布控、物理隔离、强制停车）不足，存在安全短板。,,0.9,0.0,0,0,0,0,2,方案整体清晰，步骤合理，符合法律法规要求。但在安全方面，对大雾环境下车辆减速的强制措施不足，可能存在安全隐患。方案在执行层面较为具体，但缺乏对周边群众的疏散和心理安抚措施，可能影响后续处置。
R20260410141249,2026-04-10T14:12:49,S027,G5,dual,multi_with_review,1,1,gemma-3-27b-it,102736,0,0,0,1,0.9,0.85,0.9,0.7,0.82,0.85,llm,1,1,0.6,xopdeepseekv32,0.8,0.75,0.9,0.82,方案步骤清晰完整，可执行性强。风险控制环节存在不足，尤其是对柴油泄漏与火势威胁的协同处置及二次事故预防措施不够具体。引用了相关法律法规，合规性良好。,,0.9,0.0,0,0,0,0,1,方案整体清晰，步骤合理，覆盖了事故处置的主要环节，并引用了相关法律法规。但在安全方面，对柴油泄漏的控制和二次事故的预防力度略显不足。方案符合Ⅱ级应急响应的要求，但缺乏对事故原因的初步分析和记录。
R20260410141249,2026-04-10T14:12:49,S028,G5,dual,multi_with_review,1,1,gemma-3-27b-it,98645,0,0,0,1,0.85,0.9,0.8,0.7,0.92,0.92,llm,1,1,0.6,xopdeepseekv32,0.85,0.9,0.95,0.92,方案步骤清晰完整，覆盖报警、警戒、灭火、通风、疏散、医疗、调查、清理全过程，可执行性强。充分控制起火、浓烟、中毒及配电房风险，措施恰当。明确引述相关法规并启动应急响应，合规性好。,,0.8,0.0,0,0,0,0,1,方案整体清晰、可执行，覆盖了事件的主要风险点，并符合相关法律法规和应急预案。但方案在细节上仍有提升空间，例如对配电房风险的评估和应对措施可以更具体，疏散引导的细节可以更完善。
R20260410141249,2026-04-10T14:12:49,S030,G5,dual,multi_with_review,1,1,gemma-3-27b-it,114871,0,0,0,1,0.85,0.9,0.9,0.7,0.9,0.85,llm,1,1,0.6,xopdeepseekv32,0.9,0.85,0.95,0.9,方案步骤清晰完整，可执行性强。充分考虑了安全风险控制，如二次事故预防、冻伤救治和路面除冰。符合应急预案和法律法规要求，联动机制明确。,,0.9,0.0,0,0,0,0,1,方案整体清晰，步骤合理，基本符合交通应急预案的要求。但安全方面需要进一步细化，例如对二次事故的预防措施可以更具体。合规性较高，方案引用了相关法律法规。可执行性较强，资源需求明确。
R20260410141249,2026-04-10T14:12:49,S034,G5,dual,multi_with_review,1,1,gemma-3-27b-it,99301,0,0,0,1,0.85,0.9,0.8,0.75,0.83,0.87,llm,1,1,0.6,xopdeepseekv32,0.8,0.8,0.9,0.83,方案步骤完整、可操作，明确了分工与步骤。考虑了安全警戒、风险评估、自身安全救援和实时监测，符合应急处理规程。但在高危区域具体防护措施和救援力量协调等细节上可进一步加强。,,0.8,0.0,0,0,0,0,2,方案整体较为完整，考虑了救援、交通管制、风险评估、心理疏导等多个方面，符合应急处理的基本要求。但方案在细节上仍有提升空间，例如落石防护措施的具体实施、救援力量的协调等。方案符合相关法律法规和应急预案，但需要进一步明确各部门的职责分工。
R20260410141249,2026-04-10T14:12:49,S035,G5,dual,multi_with_review,1,1,gemma-3-27b-it,101409,0,0,0,1,0.85,0.75,0.9,0.7,0.85,0.88,llm,1,1,0.6,xopdeepseekv32,0.8,0.7,0.9,0.85,方案步骤完整清晰，各部门职责明确，符合法律法规和应急预案要求。但在安全风险控制方面，对浓硫酸挥发风险及对邻近加油站、居民区的针对性防护措施（如疏散、禁火、监测）规定不足。,,0.9,0.0,0,0,0,0,1,方案整体较为清晰，步骤合理，符合应急处理的基本流程，并引用了相关法律法规。但在安全方面，对挥发性风险的控制略显不足，且缺少对加油站的针对性防护措施。方案可执行性较强，但仍需细化部分动作。
R20260410141249,2026-04-10T14:12:49,S036,G5,dual,multi_with_review,1,1,gemma-3-27b-it,100455,0,0,0,1,0.85,0.9,0.9,0.7,0.82,0.85,llm,1,1,0.6,xopdeepseekv32,0.8,0.7,0.9,0.82,方案步骤清晰、分工明确，引用了相关法规，可执行性强。但在安全方面，对现场二次事故风险（如车辆闯入、围挡二次倒塌）的控制措施可进一步细化，并缺乏对交通影响的持续监测。,,0.9,0.0,0,0,0,0,1,方案整体清晰，步骤合理，符合应急处理流程，并引用了相关法律法规。但在安全方面，对二次事故的预防力度略有不足，且缺少对周边交通影响的持续监测。方案可执行性较强，但需进一步细化部分动作。
R20260410141249,2026-04-10T14:12:49,S039,G5,dual,multi_with_review,1,1,gemma-3-27b-it,95820,0,0,0,1,0.9,0.95,0.9,0.8,0.83,0.89,llm,1,1,0.6,xopdeepseekv32,0.85,0.75,0.9,0.83,方案步骤清晰可执行，覆盖应急主要环节，符合法律法规要求。但对二次事故（如现场漏油）和伤员快速转运的具体风险控制措施描述不足，需细化安全细节。,,0.9,0.0,0,0,0,0,1,方案整体清晰、可执行，覆盖了事故处理的主要环节，并考虑了伤员救治和二次事故预防。符合相关法律法规和应急预案要求。但方案在细节上仍有提升空间，例如对交通疏导方案的细化，以及对事故原因调查的深度。
R20260410141249,2026-04-10T14:12:49,S043,G5,dual,multi_with_review,1,1,gemma-3-27b-it,99455,0,0,0,1,0.9,0.95,0.9,0.8,0.95,0.88,llm,1,1,0.6,xopdeepseekv32,0.95,0.9,1.0,0.95,方案步骤清晰完整、可执行性强，充分考虑了现场处置、交通疏导和人员救助。严格参照相关预案，合规性高。但方案未明确提及对后续潜在结冰区域的预防措施，对洒水车驾驶员或管理方的控制措施可更具体。,,0.9,0.0,0,0,0,0,1,方案整体清晰、可执行，并考虑了人员安全和交通恢复。符合相关法规和预案要求。但缺少对洒水车驾驶员的控制措施，以及对后续潜在结冰区域的预警和预防。
R20260410141249,2026-04-10T14:12:49,S044,G5,dual,multi_with_review,1,1,gemma-3-27b-it,95932,0,0,0,1,0.85,0.9,0.8,0.7,0.87,0.91,llm,1,1,0.6,xopdeepseekv32,0.8,0.9,0.9,0.87,方案步骤清晰具体，针对人员救援、现场管控和火灾风险消除均有详细安排，覆盖了《道路交通安全法》等主要法规要求，执行性、安全性和合规性均较好。步骤顺序和部门职责分工明确。,,0.8,0.0,0,0,0,0,1,方案基本覆盖了事故处理的必要环节，考虑到了被困人员救援和火灾风险，并引用了相关法律法规。但部分步骤略显冗余，且对秸秆火灾的预防措施可以更具体。方案整体可执行性较强，安全性较高，合规性良好。
R20260410141249,2026-04-10T14:12:49,S047,G5,dual,multi_with_review,1,1,gemma-3-27b-it,122982,0,0,0,1,0.9,0.95,0.9,0.8,0.83,0.88,llm,1,1,0.6,xopdeepseekv32,0.85,0.75,0.9,0.83,方案步骤明确、完整，职责清晰，联动充分，符合法规预案。但对高原极端环境（低温、大风）的现场作业安全保护措施、二次风险评估（如车辆漏油）及转运中的高海拔医疗衔接细节考虑不足。,,0.9,0.0,0,0,0,0,2,方案整体清晰、可执行，并充分考虑了高原地区的特殊环境和驾驶员的健康状况。方案步骤合理，覆盖了应急响应、交通管制、医疗救助、现场处置和道路恢复等关键环节。符合相关法律法规和应急预案要求。但方案在风险评估和细节处理上仍有提升空间。
R20260410141249,2026-04-10T14:12:49,S049,G5,dual,multi_with_review,1,1,gemma-3-27b-it,134567,0,0,0,1,0.9,0.8,1.0,0.8,0.9,0.88,llm,1,1,0.6,xopdeepseekv32,0.9,0.8,1.0,0.9,方案步骤清晰完整，可执行性强。考虑了伤员救治、现场照明、交通疏导等关键环节，但夜间环境下对二次事故的具体防范措施（如警示距离、照明强度）可更具体。方案严格遵守相关法律法规和应急响应程序。,,1.0,0.0,0,0,0,0,2,方案整体清晰，步骤合理，基本符合交通应急处理流程和相关法规。但在安全方面，对二次事故的防范力度略有不足，且未明确照明设备的安全规范。方案符合Ⅲ级应急响应要求，并涵盖了现场处理、伤员救助、交通疏导和责任认定的关键环节。
R20260410141249,2026-04-10T14:12:49,S050,G5,dual,multi_with_review,1,1,gemma-3-27b-it,108081,0,0,0,1,0.85,0.75,0.9,0.7,0.85,0.88,llm,1,1,0.6,xopdeepseekv32,0.9,0.75,0.9,0.85,方案步骤清晰具体，可执行性强，符合相关法规与应急预案。但步骤中“紧急手动挪动”安全措施未充分说明，可能引发新的风险或人员伤害，且对居民楼火灾的疏散与救援衔接考虑不足。,,0.9,0.0,0,0,0,0,2,方案整体可执行性较强，步骤清晰，考虑了多部门联动。但在安全方面，手动挪动车辆存在一定风险，需要更详细的操作规范。方案符合相关法律法规和应急预案，但缺乏对居民疏散的考虑。整体而言，方案较为合理，但仍有改进空间。
R20260410141249,2026-04-10T14:12:49,S055,G5,dual,multi_with_review,1,1,gemma-3-27b-it,113644,0,0,0,1,0.85,0.75,0.9,0.7,0.9,0.86,llm,1,1,0.6,xopdeepseekv32,0.9,0.8,1.0,0.9,方案步骤具体、完整，具备高可执行性且符合法规要求。安全控制方面，对二次事故、伤员救治、现场封锁和清理均有安排，风险控制较为充分，但对航班影响的评估和旅客安抚工作可进一步细化以应对衍生风险。,,0.9,0.0,0,0,0,0,1,方案整体清晰，步骤合理，覆盖了现场控制、伤员救治、交通疏导和后续处理等关键环节。符合相关法律法规和应急预案要求。但安全方面存在一定风险，例如未明确二次事故预防措施，以及对航班影响评估的细化程度不足。
R20260410141249,2026-04-10T14:12:49,S057,G5,dual,multi_with_review,1,1,gemma-3-27b-it,116035,0,0,0,1,0.85,0.9,0.9,0.7,0.85,0.95,llm,1,1,0.6,xopdeepseekv32,0.85,0.8,0.9,0.85,方案步骤明确完整，涉及多部门联动，可执行性强。充分考虑了被困人员救援和二次事故风险，但对油液泄漏等具体处置措施可更细化。整体符合相关法规及应急响应程序。,,0.9,0.0,0,0,0,0,1,方案整体清晰，步骤合理，基本覆盖了事故处理的必要环节，并考虑到了二次事故风险。但安全方面可以进一步细化，例如对油液泄漏的处置措施不够具体。合规性较好，引用了相关法律法规和指南。
