run_id,run_time,sample_id,group_id,retrieval_mode,agent_mode,enable_review,enable_revision,model_name,latency_ms,input_tokens,output_tokens,total_tokens,approved_like,executability_score,safety_score,constraint_alignment_score,evidence_grounding_score,total_score,rule_total_score,score_backend,llm_judge_enabled,llm_judge_success,llm_judge_weight,llm_judge_model,llm_executability_score,llm_safety_score,llm_compliance_score,llm_overall_score,llm_judge_reason,llm_judge_error,constraint_coverage,critical_miss_rate,has_forbidden_action,critical_action_missed,missing_actions_count,violated_constraints_count,evidence_hit_count,notes
R20260410151102,2026-04-10T15:11:02,S021,G5,dual,multi_with_review,1,1,gemma-3-27b-it,110138,0,0,0,1,0.85,0.9,0.95,0.7,0.92,0.85,llm,1,1,0.6,xopdeepseekv32,0.95,0.85,0.95,0.92,方案步骤明确具体，联动部门分工清晰，可执行性强。覆盖了人员救助、现场控制、交通疏导和事后恢复等关键环节，整体符合应急流程。对缺水中暑和风沙风险有应对措施，但防止二次事故的具体措施可更详细。方案遵循了提及的法规框架，合规性高。,,0.95,0.0,0,0,0,0,1,方案整体清晰，步骤合理，符合应急响应流程，并考虑到了沙尘暴环境下的特殊风险。但安全方面仍需加强，例如对二次事故的预防措施不够具体。合规性较高，引用了相关法律法规，但需要进一步核实是否存在针对沙漠公路的专项应急预案。
R20260410151102,2026-04-10T15:11:02,S023,G5,dual,multi_with_review,1,1,gemma-3-27b-it,116856,0,0,0,1,0.85,0.9,0.9,0.7,0.85,0.85,llm,1,1,0.6,xopdeepseekv32,0.8,0.85,0.9,0.85,方案步骤具体，覆盖现场控制、疏散、监测、交通分流等关键环节，符合法规要求。但部分细节如堵漏后的气罐处置、绕行分流的具体执行主体描述不足，存在改进空间。,,0.9,0.0,0,0,0,0,1,方案整体较为完整，考虑了泄漏控制、人员疏散、交通管制等关键环节，并明确了资源需求和法律依据。但疏散方案细节不足，绕行分流方案缺乏具体实施细节，且未提及对泄漏源的进一步处理（如转移）。
R20260410151102,2026-04-10T15:11:02,S025,G5,dual,multi_with_review,1,1,gemma-3-27b-it,81174,0,0,0,1,0.9,1.0,1.0,0.7,0.83,0.92,llm,1,1,0.6,xopdeepseekv32,0.85,0.8,0.85,0.83,方案步骤清晰完整，可执行性强。安全方面明确了人员营救优先和防二次事故，但对潮汐风险的具体应对和人员营救方法可更具体。合规性方面引用了相关法规，步骤符合应急预案原则。,,1.0,0.0,0,0,0,0,1,方案整体清晰，步骤合理，考虑到了人员安全和二次事故预防。但方案在法规引用方面不够具体，且对潮汐预测的利用可以更深入。方案在资源需求方面较为全面，但缺乏对通信保障的考虑。
R20260410151102,2026-04-10T15:11:02,S029,G5,dual,multi_with_review,1,1,gemma-3-27b-it,88244,0,0,0,1,0.9,0.95,1.0,0.7,0.9,0.88,llm,1,1,0.6,xopdeepseekv32,0.85,0.9,0.95,0.9,方案步骤清晰，职责明确，具备完整性和可执行性。安全方面全面覆盖了事故描述中的起火、尾气、渗水等风险，并提出了监测与控制措施。方案符合多项法律法规及应急预案要求，结构严谨。,,1.0,0.0,0,0,0,0,1,方案整体较为完整，考虑了事故的多个方面，并给出了较为清晰的步骤和资源需求。在安全方面考虑周全，符合相关法规。但方案在细节上仍有提升空间，例如空气质量监测频率的合理性，以及对隧道结构安全评估的后续行动。
R20260410151102,2026-04-10T15:11:02,S031,G5,dual,multi_with_review,1,1,gemma-3-27b-it,97674,0,0,0,1,0.9,0.85,0.9,0.7,0.88,0.85,llm,1,1,0.6,xopdeepseekv32,0.9,0.8,0.95,0.88,方案步骤清晰完整、职责明确，符合应急响应流程。但针对通讯信号极差环境下救援指挥协同、洪水持续上涨对救援人员安全的次生风险防范措施未明确，可执行性和安全性略有不足。,,0.9,0.0,0,0,0,0,2,方案整体清晰，步骤合理，符合应急响应流程，并考虑了多部门联动。但在安全方面，对次生灾害的预估和防范略有不足。方案符合相关法律法规和应急预案要求。
R20260410151102,2026-04-10T15:11:02,S037,G5,dual,multi_with_review,1,1,gemma-3-27b-it,94516,0,0,0,1,0.9,0.85,0.9,0.7,0.87,0.85,llm,1,1,0.6,xopdeepseekv32,0.85,0.7,0.9,0.87,方案步骤清晰完整，职责明确，可执行性强。安全维度考虑了对交通、食品、环境的控制，但对车辆二次事故（如漏油起火）的专项排查和照明依赖无详细措施，略有不足。方案符合多项法规要求，合规性好。,,0.9,0.0,0,0,0,0,1,方案整体清晰，步骤合理，覆盖了事故处理的主要方面，并考虑了食品安全和环境污染。但安全方面略有不足，缺少对二次事故的更细致预防措施。合规性较好，引用了相关法律法规。
R20260410151102,2026-04-10T15:11:02,S038,G5,dual,multi_with_review,1,1,gemma-3-27b-it,75532,0,0,0,1,0.9,0.9,1.0,0.8,0.85,0.91,llm,1,1,0.6,xopdeepseekv32,0.8,0.75,0.9,0.85,方案步骤清晰完整，联动响应和资源调配符合规范。对漏电风险的处理步骤虽提及但可进一步细化具体评估和断电流程，以更好地控制潜在次生风险。整体上遵循相关法律法规和预案要求。,,1.0,0.0,0,0,0,0,2,方案整体可执行性较强，符合相关法规，并考虑了人员安全和交通恢复。但安全方面仍有提升空间，例如对漏电风险的评估和处理流程可以更细化。方案在分流和绕行方面符合要求，资源配置也较为合理。
R20260410151102,2026-04-10T15:11:02,S040,G5,dual,multi_with_review,1,1,gemma-3-27b-it,112432,0,0,0,1,0.85,0.9,0.8,0.7,0.87,0.86,llm,1,1,0.6,xopdeepseekv32,0.8,0.9,0.9,0.87,方案步骤详细完整，覆盖上报、救援、管控、恢复全流程，可执行性强。充分考虑了人员优先救援、现场安全管控及次生风险（如污染）防范。方案符合相关法律法规及应急响应流程。部分步骤如绕行方案模拟评估，在紧迫救援阶段可优化优先级。,,0.8,0.0,0,0,1,0,1,方案整体清晰、可执行，并考虑到了人员安全和合规性要求。步骤较为完整，涵盖了事故上报、救援、道路恢复和隐患排查等关键环节。但方案在细节上仍有提升空间，例如对车辆打捞过程中的环保措施描述不够具体，以及对后续道路安全隐患排查的范围和标准缺乏明确规定。
R20260410151102,2026-04-10T15:11:02,S042,G5,dual,multi_with_review,1,1,gemma-3-27b-it,113757,0,0,0,1,0.85,0.9,0.8,0.7,0.8,0.89,llm,1,1,0.6,xopdeepseekv32,0.8,0.7,0.9,0.8,方案步骤清晰完整，职责明确，符合法规。但未明确说明在能见度极低时如何确保救援人员和设备的安全抵达，二次追尾风险控制措施仅提及后方引导，现场雾区预警不足。,,0.8,0.0,0,0,0,0,1,方案整体清晰、可执行，并覆盖了事故处理的关键环节。充分考虑了山区雾区环境下的二次事故风险和人员救助需求，符合相关法律法规和应急预案。但方案在资源调配上略显分散，且缺乏对伤员心理疏导的考虑。
R20260410151102,2026-04-10T15:11:02,S045,G5,dual,multi_with_review,1,1,gemma-3-27b-it,190251,0,0,0,1,0.8,0.7,0.8,0.7,0.86,0.85,llm,1,1,0.6,xopdeepseekv32,0.8,0.7,0.9,0.86,方案步骤清晰、分工明确，符合法规要求。安全方面未明确吊装作业的具体安全措施和现场受伤人员的处置，疏导方案缺乏具体路径和措施，存在改进空间。,,0.8,0.0,0,0,0,0,1,方案整体可执行性较强，符合相关法规，但安全方面考虑不够细致，疏导方案缺乏具体细节，且未提及对受伤司机的心理干预。方案基本覆盖了事故处理的必要步骤，但缺乏针对港口作业安全的强化措施。
R20260410151102,2026-04-10T15:11:02,S046,G5,dual,multi_with_review,1,1,gemma-3-27b-it,109701,0,0,0,1,0.85,0.75,0.8,0.7,0.9,0.88,llm,1,1,0.6,xopdeepseekv32,0.9,0.85,0.95,0.9,方案步骤具体、完整，职责清晰，覆盖伤员救助、现场管控、乘客疏散、证据收集等关键环节。风险控制较充分，兼顾现场安全和次生风险。明确引用多项法规预案，合规性高。,,0.8,0.0,0,0,1,0,1,方案基本合理，覆盖了事故处理的主要环节，并考虑到了人员救助和交通疏导。但安全方面存在一定风险，例如未明确乘客救助的优先级和流程，以及对电车线路安全评估的细节。合规性较高，引用了相关的法律法规和预案。
R20260410151102,2026-04-10T15:11:02,S048,G5,dual,multi_with_review,1,1,gemma-3-27b-it,115021,0,0,0,1,0.85,0.8,0.9,0.7,0.9,0.91,llm,1,1,0.6,xopdeepseekv32,0.9,0.8,1.0,0.9,方案步骤完整、可操作性强，覆盖关键应急处置环节。安全方面，针对伤员救治、交通管制和防止踩踏有措施，但人流疏散的具体引导方案细节不足。方案整体符合相关法律法规和预案要求。,,0.9,0.0,0,0,0,0,1,方案整体可执行性较强，符合农村集市货车冲撞事故的应急处理流程，并考虑到了踩踏风险。但在安全方面，对人流疏散的细节描述不足，可能存在安全隐患。方案符合相关法律法规和应急预案，并参考了相关案例。
R20260410151102,2026-04-10T15:11:02,S051,G5,dual,multi_with_review,1,1,gemma-3-27b-it,108142,0,0,0,1,0.85,0.9,0.9,0.75,0.86,0.85,llm,1,1,0.6,xopdeepseekv32,0.9,0.8,0.9,0.86,方案步骤清晰、部门分工明确，可执行性强。考虑了对被困人员的转移和次生风险控制。符合相关法律法规和预案。但对落石持续的动态风险评估与救援协同的具体安排可更详细。,,0.9,0.0,0,0,0,0,2,方案整体清晰、可执行，并充分考虑了被困人员的安全和交通恢复。方案符合相关法律法规和应急预案要求。但方案在通讯保障方面略显不足，且对地质风险的评估和长期影响考虑较少。
R20260410151102,2026-04-10T15:11:02,S052,G5,dual,multi_with_review,1,1,gemma-3-27b-it,99494,0,0,0,1,0.9,0.95,0.9,0.85,0.9,0.93,llm,1,1,0.6,xopdeepseekv32,0.9,0.85,0.95,0.9,方案步骤清晰完整，无口号，覆盖应急响应、现场控制、人员救助及疏散等关键环节。安全控制考虑较全面，但对泄漏源控制及后续环境监测细节可进一步完善。完全符合相关法规和应急预案要求。,,0.9,0.0,0,0,0,0,2,方案整体清晰、可执行，并考虑了安全和合规性。步骤较为完整，覆盖了应急响应、现场控制、人员救援和周边保障等关键环节。但方案在细节上仍有提升空间，例如对泄漏源控制的描述略显简单，以及对后续环境监测的考虑不足。
R20260410151102,2026-04-10T15:11:02,S054,G5,dual,multi_with_review,1,1,gemma-3-27b-it,91081,0,0,0,1,0.85,0.8,0.9,0.7,0.93,0.87,llm,1,1,0.6,xopdeepseekv32,0.9,0.9,1.0,0.93,方案步骤具体、完整，具备良好可执行性。全面考虑了救援安全、结构风险和水文风险。方案符合所列各项法律法规和预案要求。,,0.9,0.0,0,0,0,0,1,方案整体清晰，步骤合理，覆盖了现场控制、人员救援、结构评估、交通疏导等关键环节，并考虑了水流变化等因素。但方案在安全风险控制方面仍有提升空间，例如对桥体断裂的预判和应对措施略显不足。方案符合相关法律法规和应急预案要求。
R20260410151102,2026-04-10T15:11:02,S056,G5,dual,multi_with_review,1,1,gemma-3-27b-it,89022,0,0,0,1,0.8,0.7,0.8,0.6,0.88,0.84,llm,1,1,0.6,xopdeepseekv32,0.8,0.75,0.9,0.88,方案步骤具体，职责明确，可执行性好，且符合法规。但对边坡坍塌风险的具体控制措施（如支护、监测）描述不足，部分步骤内容重复。,,0.8,0.0,0,0,1,0,1,方案整体可执行性较强，符合相关法律法规和应急预案要求。但在安全方面，对坍塌风险的控制力度略显不足，且部分步骤存在重复。方案在合规性方面表现良好，引用了多部相关法律法规。
