run_id,run_time,sample_id,group_id,retrieval_mode,single_agent_retrieval_mode,agent_mode,effective_agent_mode,route_target,route_difficulty,route_confidence,route_used_llm,route_fallback_to_g5,enable_review,enable_revision,model_name,latency_ms,input_tokens,output_tokens,total_tokens,approved_like,executability_score,safety_score,constraint_alignment_score,evidence_grounding_score,total_score,rule_total_score,score_backend,llm_judge_enabled,llm_judge_success,llm_judge_weight,llm_judge_model,llm_executability_score,llm_safety_score,llm_compliance_score,llm_overall_score,llm_judge_reason,llm_judge_error,constraint_coverage,critical_miss_rate,has_forbidden_action,critical_action_missed,missing_actions_count,violated_constraints_count,evidence_hit_count,notes
R20260413001939,2026-04-13T00:19:39,S018,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,14304,0,0,0,1,0.85,0.9,0.8,0.7,0.8,0.82,llm,1,1,0.5,xopdeepseekv32,0.8,0.7,0.9,0.8,方案步骤清晰、职责明确，联动单位指令具体。步骤6“进行固定”操作可执行性需加强。兼顾了搜救、防沉、防污等主要风险，符合交通、环保等法规预案要求。,,0.8,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S019,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,14295,0,0,0,1,0.8,0.9,0.8,0.7,0.83,0.8,llm,1,1,0.5,xopdeepseekv32,0.85,0.7,0.95,0.83,方案流程完整、职责清晰、符合规范。但针对现场混乱恐慌易引发踩踏的核心风险，缺乏专门疏导、隔离人流的明确指令，风险控制不够充分。,,0.8,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S020,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,14542,0,0,0,1,0.8,0.9,0.7,0.6,0.9,0.75,llm,1,1,0.5,xopdeepseekv32,0.9,0.8,1.0,0.9,方案步骤具体、完整，覆盖了从启动预案、现场处置到善后的全过程，无口号式表述，可执行性强。充分考虑了救援、交通管制和人群疏散等安全风险，且完全符合相关法律法规与应急预案要求。,,0.7,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S021,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,17306,0,0,0,1,0.7,0.8,0.6,0.7,0.95,0.7,llm,1,1,0.5,xopdeepseekv32,0.95,0.9,1.0,0.95,方案步骤完整、具体、可操作性强，直接针对事故风险（能见度、缺水、中暑）部署了警戒、补水、医疗和现场防护措施，严格遵守法律法规和预案要求，体现了系统性应急响应。,,0.6,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S022,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,13402,0,0,0,1,0.8,0.9,0.7,0.8,0.9,0.8,llm,1,1,0.5,xopdeepseekv32,0.9,0.85,0.95,0.9,方案步骤清晰、完整、可执行，响应流程符合应急预案要求，但对二次翻滚风险仅提及评估和加固，具体措施略为宽泛。,,0.7,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S023,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,16997,0,0,0,1,0.7,0.8,0.6,0.7,0.8,0.7,llm,1,1,0.5,xopdeepseekv32,0.75,0.8,0.85,0.8,方案步骤完整，职责分工明确，针对泄漏、疏散、转移和恢复等关键环节均有部署，符合应急原则与法规。但部分措施执行顺序（如先评估后封堵、疏散与监测等）可进一步优化，未明确提及核心风险源（泄漏阀门）的具体封堵或转移操作细节。,,0.6,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S024,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,14388,0,0,0,1,0.8,0.9,0.8,0.7,0.9,0.8,llm,1,1,0.5,xopdeepseekv32,0.85,0.9,0.95,0.9,方案步骤详细具体，覆盖伤员救治、现场控制、疏导、调查和预防措施，可执行性强。全面考虑了安全风险，如防止二次事故。法律引用恰当，符合相关应急程序。,,0.8,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S025,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,18063,0,0,0,1,0.8,0.9,0.7,0.6,0.9,0.75,llm,1,1,0.5,xopdeepseekv32,0.95,0.9,1.0,0.9,方案步骤清晰、职责分明、可操作性强，完整覆盖现场管控、人员救援、财产保护和事后评估。充分考虑潮水风险并控制衍生风险。明确启动应急预案，符合相关法律法规。,,0.7,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S026,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,14326,0,0,0,1,0.8,0.9,0.8,0.7,0.9,0.8,llm,1,1,0.5,xopdeepseekv32,0.9,0.8,1.0,0.9,方案步骤清晰完整，职责明确，可执行性强。充分考虑了人员救援与现场安全，但针对大雾环境下后续车辆连环碰撞风险的具体缓堵和预警措施可进一步加强。完全符合相关法律法规和应急预案要求。,,0.8,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S027,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,20295,0,0,0,1,0.8,0.9,0.7,0.8,0.9,0.8,llm,1,1,0.5,xopdeepseekv32,0.9,0.85,0.95,0.9,方案步骤具体，职责分工明确，可执行性强。但部分措施如“防止污染环境”和“确保交通安全”较为原则性，可操作性可进一步提升。整体符合相关法律法规和预案要求。,,0.7,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S028,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,21541,0,0,0,1,0.6,0.7,0.5,0.6,0.9,0.6,llm,1,1,0.5,xopdeepseekv32,0.9,0.85,0.95,0.9,步骤完整明确，可执行性强，覆盖了救援、管制、灭火、疏散、监测、恢复等关键环节。风险考虑较充分，重点提及配电房和烟雾风险。方案严格遵守相关法律法规与应急预案流程。,,0.5,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S029,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,23468,0,0,0,1,0.8,0.9,0.9,0.7,0.9,0.85,llm,1,1,0.5,xopdeepseekv32,0.9,0.8,1.0,0.9,方案步骤清晰完整，可执行性强，严格遵循相关法律法规和应急预案。对起火、二次事故等主要风险有管控，但对暴雨、渗水环境下的具体安全措施（如防滑、排水）及隧道内尾气中毒风险针对性控制稍显不足。,,0.9,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S030,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,21452,0,0,0,1,0.9,0.9,0.9,0.8,0.9,0.88,llm,1,1,0.5,xopdeepseekv32,0.9,0.9,0.9,0.9,方案步骤具体完整，行动逻辑清晰，涵盖现场管控、人员救护、除冰作业、游客安抚及后期调查等关键环节，充分考虑了伤员、滞留者安全及次生灾害预防，并明确依据多项应急预案和法律法规。,,0.9,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S031,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,21608,0,0,0,1,0.85,0.9,0.8,0.7,0.9,0.82,llm,1,1,0.5,xopdeepseekv32,0.9,0.85,0.95,0.9,方案步骤明确、完整，符合I级应急响应流程，涵盖现场控制、救援、通讯、监测、灾后处置等关键环节。强调多部门协同与安全优先，引用相关法律，合规性强。对洪水上涨等动态风险有持续应对措施。,,0.8,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S032,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,17709,0,0,0,1,0.6,0.7,0.4,0.6,0.9,0.6,llm,1,1,0.5,xopdeepseekv32,0.9,0.8,1.0,0.9,方案步骤清晰完整，行动主体明确，可执行性强。控制现场风险，救援流程及时。完全符合相关法律法规和应急预案要求。,,0.4,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S033,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,25571,0,0,0,1,0.7,0.8,0.6,0.7,0.9,0.7,llm,1,1,0.5,xopdeepseekv32,0.9,0.85,0.95,0.9,方案步骤清晰完整，针对事故、伤员、拥堵、围观等风险点均有明确控制措施。整体符合法律法规与应急预案要求，可执行性强。,,0.6,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S034,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,22902,0,0,0,1,0.9,0.9,0.8,0.7,0.9,0.85,llm,1,1,0.5,xopdeepseekv32,0.9,0.8,1.0,0.9,方案步骤清晰完整，可执行性强；重视伤员救治与落石监测，但指导工程车移动步骤在有持续落石情况下存在新风险；严格遵守相关法规预案。,,0.8,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S035,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,15238,0,0,0,1,0.8,0.9,0.9,0.7,0.9,0.85,llm,1,1,0.5,xopdeepseekv32,0.95,0.9,1.0,0.9,方案步骤完整、职责清晰，符合应急处置流程与法规要求。对泄漏处置、伤员救护、环境监测、交通管控及周边疏散均有具体措施，可执行性强。主要风险环节控制得当，未发现明显新风险。,,0.9,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S036,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,20368,0,0,0,1,0.8,0.9,0.8,0.7,0.89,0.8,llm,1,1,0.5,xopdeepseekv32,0.85,0.9,0.95,0.89,方案步骤清晰完整，覆盖应急响应、救援、管控、调查及善后等环节，可执行性强。注重风险控制（加固围挡、扩大管制）与伤员救治，并明确启动预案与调查追责，符合法规要求。,,0.8,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S037,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,24431,0,0,0,1,0.8,0.9,0.9,0.8,0.9,0.85,llm,1,1,0.5,xopdeepseekv32,0.9,0.85,1.0,0.9,方案步骤完整清晰，可执行性强，覆盖警戒、清障、食品安全与环保处理全流程。预案启动、部门联动与法律依据明确。但在风险控制上，对变质冻品即时风险（如人员接触、生物污染）的现场隔离与管理措施可更具体。,,0.9,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S038,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,13547,0,0,0,1,0.9,1.0,1.0,0.8,0.93,0.9,llm,1,1,0.5,xopdeepseekv32,0.9,0.9,1.0,0.93,方案步骤具体、顺序合理，可执行性强。明确控制了漏电、水压、水位上涨等风险，并强调了现场安全评估。完全符合法律法规和应急预案要求。,,1.0,0.0,0,0,0,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S039,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,14677,0,0,0,1,0.8,0.9,0.7,0.8,0.87,0.8,llm,1,1,0.5,xopdeepseekv32,0.9,0.8,0.9,0.87,方案步骤完整、逻辑清晰，可操作性强，符合法规预案。对伤员救治、现场控制、清理、管制和原因调查均有明确安排。但直接清理被撞设备可能影响证据保全，且方案本身未充分考虑重伤人员现场急救与转运衔接的具体风险。,,0.7,0.0,0,0,1,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S040,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,13936,0,0,0,1,0.8,0.9,0.7,0.7,0.9,0.78,llm,1,1,0.5,xopdeepseekv32,0.9,0.8,1.0,0.9,方案步骤清晰、完整，可操作性强，严格遵循了相关法规和预案要求。在安全方面考虑了人员救援优先级和二次事故预防，但对事故现场具体的“无专业救援设备”条件应对细节可更具体。,,0.7,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S041,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,12831,0,0,0,1,0.8,0.9,0.7,0.7,0.87,0.78,llm,1,1,0.5,xopdeepseekv32,0.9,0.8,0.9,0.87,方案步骤清晰完整，可操作性强，考虑了现场勘查、人员救治、动物处理、交通疏导和事后复盘等关键环节，符合法规。对动物处理提出了具体联动要求，但该环节本身可能引入新的安全不确定性，略有扣分。,,0.7,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S042,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,14428,0,0,0,1,0.8,0.9,0.7,0.6,0.9,0.75,llm,1,1,0.5,xopdeepseekv32,0.85,0.9,0.95,0.9,策略步骤清晰完整，覆盖联动处置全过程，未出现口号式表述。措施有效控制事故现场风险，尤其强调防止二次追尾。严格遵守相关法律法规和应急预案，响应程序规范。,,0.7,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S043,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,13599,0,0,0,1,0.9,0.9,0.8,0.7,0.91,0.85,llm,1,1,0.5,xopdeepseekv32,0.95,0.9,0.93,0.91,步骤具体、逻辑清晰，覆盖事故处置全流程，针对性处理结冰、救援、调查与预防。符合法规与预案要求，重点防止二次事故，安全风险控制得当。,,0.8,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S044,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,14039,0,0,0,1,0.8,0.9,0.7,0.8,0.83,0.8,llm,1,1,0.5,xopdeepseekv32,0.8,0.8,0.9,0.83,方案步骤完整清晰，各部门职责明确，操作性强。充分考虑了火灾风险和人员救援。法律依据引用充分，符合应急预案要求。个别步骤（如清理路面）顺序可优化。,,0.7,0.0,0,0,1,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S045,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,14119,0,0,0,1,0.8,0.9,0.7,0.8,0.92,0.8,llm,1,1,0.5,xopdeepseekv32,0.95,0.9,0.98,0.92,方案步骤清晰完整，可执行性强，涉及现场控制、救援、清理、调查和恢复等各环节。对人员安全、现场安全和后续交通安全均有考虑，符合相关法律法规和应急预案要求。,,0.7,0.0,0,0,0,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S046,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,13798,0,0,0,1,0.7,0.6,0.5,0.7,0.9,0.63,llm,1,1,0.5,xopdeepseekv32,0.9,0.9,0.9,0.9,方案步骤清晰完整，覆盖现场处置、伤员救助、调查清理及善后改进等各环节，可执行性强。对防止二次事故、救助伤员及设施检查等风险控制充分。完全符合所列法律法规与应急流程要求。,,0.5,0.0,0,0,1,0,2,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S047,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,15205,0,0,0,1,0.8,0.9,0.7,0.7,0.9,0.78,llm,1,1,0.5,xopdeepseekv32,0.9,0.8,1.0,0.9,方案步骤清晰完整，无口号，可操作性强。充分考虑了现场安全与医疗救治，但在极端环境下，对乘客和救援人员的持续安全与保暖措施细节不足。严格遵守了列出的相关法律法规和预案要求。,,0.7,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
R20260413001939,2026-04-13T00:19:39,S048,single_none_full,none,none,single,single_agent,single_agent,unknown,1.0,0,0,0,0,gemma-3-27b-it,13077,0,0,0,1,0.8,0.9,0.8,0.7,0.9,0.8,llm,1,1,0.5,xopdeepseekv32,0.9,0.85,0.95,0.9,方案步骤清晰、完整且具备可操作性，明确各部门职责与处置流程。措施全面考虑了现场救治、交通管控、秩序疏导、清障和事后处理，有效控制风险并防止踩踏。严格遵循了相关法律法规和应急预案的要求。,,0.8,0.0,0,0,1,0,1,实验模式：single_agent 已执行单智能体一体化处置，跳过评审
