id:ID,name,entity_type_cn,:LABEL
RES_CASE_F6D6DD254E,轻型货车,应急资源,PlanEntity;Resource
ORG_CASE_58D13C3595,医疗部门,部门,PlanEntity;Department
RES_CASE_C3722A0388,破拆工具,应急资源,PlanEntity;Resource
ORG_CASE_3423B24BB3,城管,部门,PlanEntity;Department
RES_CASE_FE2226A75F,限高杆,应急资源,PlanEntity;Resource
MEA_CASE_08CD8158BD,撞断,措施,PlanEntity;Action
EVT_CASE_D9AAF014A1,机动车与非机动车交通事故,突发事件,PlanEntity;Event
MEA_CASE_5FC20D97EE,分心驾驶,措施,PlanEntity;Action
EVT_CASE_363C4CEB8B,道路漫水,突发事件,PlanEntity;Event
EVT_CASE_806E5440A3,天文大潮,突发事件,PlanEntity;Event
EVT_CASE_F674C61725,海水漫路,突发事件,PlanEntity;Event
EVT_CASE_EEA13BF4CE,观光自行车与轿车碰撞,突发事件,PlanEntity;Event
MEA_CASE_A8E26665F8,清理占道自行车,措施,PlanEntity;Action
ORG_CASE_D62E32C5C3,自然资源部门,部门,PlanEntity;Department
MEA_CASE_1D820D42D2,设置警戒区域,措施,PlanEntity;Action
MEA_CASE_60E39A31B3,清理脱落岩石,措施,PlanEntity;Action
MEA_CASE_E5CBFC8C30,修复,措施,PlanEntity;Action
MEA_CASE_81A36333D4,监测,措施,PlanEntity;Action
EVT_CASE_42AEE3CEDE,车辆失控,突发事件,PlanEntity;Event
EVT_CASE_82B38E516C,牲畜横穿,突发事件,PlanEntity;Event
MEA_CASE_B1ACF5666D,车辆剐蹭,措施,PlanEntity;Action
RES_CASE_AE8D95582F,吸油毡,应急资源,PlanEntity;Resource
RES_CASE_695B3DCAFD,沙土,应急资源,PlanEntity;Resource
RES_CASE_576BB65B46,收割机,应急资源,PlanEntity;Resource
MEA_CASE_1EE950A88B,占道行驶,措施,PlanEntity;Action
MEA_CASE_0F03A10F01,超车,措施,PlanEntity;Action
MEA_CASE_EAEC72BD5F,清理杂物,措施,PlanEntity;Action
MEA_CASE_13F54D4CC6,疏导车辆,措施,PlanEntity;Action
MEA_CASE_71DCBFE52F,追责,措施,PlanEntity;Action
EVT_CASE_A141A000B0,车辆碰撞设施,突发事件,PlanEntity;Event
MEA_CASE_1130894FD2,避让行人,措施,PlanEntity;Action
EVT_CASE_590A5F607D,桥面结冰,突发事件,PlanEntity;Event
EVT_CASE_297CCEBE80,泥石流阻断交通,突发事件,PlanEntity;Event
EVT_CASE_6176E03535,泥石流,突发事件,PlanEntity;Event
MEA_CASE_1045C7C149,引导车辆,措施,PlanEntity;Action
EVT_CASE_DF0FEEC823,货物散落引发交通事故,突发事件,PlanEntity;Event
EVT_CASE_DE6262D6FC,剐蹭,突发事件,PlanEntity;Event
EVT_CASE_AC9399F429,铁路平交道口碰撞事故,突发事件,PlanEntity;Event
RES_CASE_E193A7EA9F,货运火车,应急资源,PlanEntity;Resource
MEA_CASE_4A2F4E3BCD,抢行,措施,PlanEntity;Action
MEA_CASE_34B2655045,紧急制动,措施,PlanEntity;Action
EVT_CASE_F4AFE9A596,车辆剐蹭,突发事件,PlanEntity;Event
MEA_CASE_D53D85D8E4,超长装载,措施,PlanEntity;Action
EVT_CASE_E68012F9D4,车辆涉水熄火,突发事件,PlanEntity;Event
EVT_CASE_D44DBBBD83,渣土遗撒,突发事件,PlanEntity;Event
EVT_CASE_76776359A6,超限检测设备故障,突发事件,PlanEntity;Event
RES_CASE_5A9FE29D77,大型吊车,应急资源,PlanEntity;Resource
