entity_id,entity_name,entity_type,alias,alias_type,source
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,施工物体坠落砸车,scene_expression,案例抽取自动补充:039_案例39_高速跨线桥施工杂物掉落砸车事故_8f0be2e5
EVT_ROAD_DAMAGE,公路损毁,Event,施工物体坠落砸车,scene_expression,案例抽取自动补充:039_案例39_高速跨线桥施工杂物掉落砸车事故_8f0be2e5
EVT_ROAD_DAMAGE,公路损毁,Event,车辆碰撞设施,scene_expression,案例抽取自动补充:040_案例40_城郊公交站牌货车避让行人撞毁站牌事故_13b6f187
EVT_ROAD_BLOCKAGE,公路阻塞,Event,泥石流阻断交通,scene_expression,案例抽取自动补充:043_案例43_山区公路泥石流半幅阻断交通事故_c242c4ba
EVT_ROAD_DAMAGE,公路损毁,Event,泥石流阻断交通,scene_expression,案例抽取自动补充:043_案例43_山区公路泥石流半幅阻断交通事故_c242c4ba
EVT_ROAD_INTERRUPTION,公路中断,Event,货物散落,scene_expression,案例抽取自动补充:044_案例44_高速货车拉运家具未固定散落事故_fafd00f0
EVT_VEHICLE_BACKLOG,车辆积压,Event,货物散落,scene_expression,案例抽取自动补充:044_案例44_高速货车拉运家具未固定散落事故_fafd00f0
EVT_ROAD_INTERRUPTION,公路中断,Event,铁路交通事故,scene_expression,案例抽取自动补充:045_案例45_城郊铁路平交道口电动车抢行被撞事故_6a091b7a
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,铁路交通事故,scene_expression,案例抽取自动补充:045_案例45_城郊铁路平交道口电动车抢行被撞事故_6a091b7a
EVT_RAINSTORM,暴雨,Event,车辆涉水熄火,scene_expression,案例抽取自动补充:048_案例48_高速路暴雨天气车辆涉水熄火群困事故_33da7525
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆涉水熄火,scene_expression,案例抽取自动补充:048_案例48_高速路暴雨天气车辆涉水熄火群困事故_33da7525
