case_id,case_title,object_type,object_name,object_role,risk_level,risk_reason,confidence,evidence,import_action
018_冰雪路面乡村道路多车碰撞事故_4b49398a,冰雪路面乡村道路多车碰撞事故,entity,小型轿车,Resource,MEDIUM,resource_civilian_vehicle,0.9500,一辆小型轿车,kept_with_risk
019_高速服务区加油站起火事故_b0ce6eb0,高速服务区加油站起火事故,entity,违规吸烟,Action,MEDIUM,action_weak_semantics,0.9500,因驾驶员违规吸烟,kept_with_risk
019_高速服务区加油站起火事故_b0ce6eb0,高速服务区加油站起火事故,relation,加油站火灾-TRIGGERS-违规吸烟,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因驾驶员违规吸烟,kept_with_risk
028_危化品运输车违规停放泄漏事故_25308dba,危化品运输车违规停放泄漏事故,relation,危险化学品运输泄漏事件-TRIGGERS-堵漏,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,对泄漏点进行堵漏,kept_with_risk
028_危化品运输车违规停放泄漏事故_25308dba,危化品运输车违规停放泄漏事故,relation,危险化学品运输泄漏事件-TRIGGERS-清理,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,采取清理、吸附等措施控制污染,kept_with_risk
029_山区公路货车超载翻车事故_3d730728,山区公路货车超载翻车事故,entity,超载,Action,MEDIUM,action_weak_semantics,0.8000,一辆重型货车超载运输砂石,kept_with_risk
029_山区公路货车超载翻车事故_3d730728,山区公路货车超载翻车事故,relation,车辆侧翻-TRIGGERS-超载,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,一辆重型货车超载运输砂石,kept_with_risk
029_山区公路货车超载翻车事故_3d730728,山区公路货车超载翻车事故,relation,车辆侧翻-CAUSES-道路交通安全法,Event->Event,MEDIUM,relation_fallback_inferred,0.6000,造成货车驾驶员1人重伤，被困车内无法自行撤离，砂石散落占用整个道路，事故路段双向交通完全中断，周边乡镇与县城的交通联系受阻，散落的砂石存在滑落伤人的风险，救援难度较大。,kept_with_risk
030_城市主干道施工车辆碰撞行人事故_b9b4272c,城市主干道施工车辆碰撞行人事故,entity,停止施工,Action,MEDIUM,action_weak_semantics,0.8000,施工单位立即停止施工,kept_with_risk
030_城市主干道施工车辆碰撞行人事故_b9b4272c,城市主干道施工车辆碰撞行人事故,entity,现场勘查,Action,MEDIUM,action_weak_semantics,0.8000,开展现场勘查,kept_with_risk
031_高速路车辆爆胎侧滑碰撞护栏事故_2f64760b,高速路车辆爆胎侧滑碰撞护栏事故,entity,护栏,Resource,MEDIUM,resource_weak_semantics,0.9500,碰撞高速公路右侧护栏，护栏被撞断,kept_with_risk
032_乡村道路电动三轮车载人碰撞事故_9f17a404,乡村道路电动三轮车载人碰撞事故,entity,超速行驶,Action,MEDIUM,action_weak_semantics,0.8000,因驾驶员超速行驶,kept_with_risk
032_乡村道路电动三轮车载人碰撞事故_9f17a404,乡村道路电动三轮车载人碰撞事故,entity,碰撞,Action,MEDIUM,action_weak_semantics,0.8500,发生碰撞,kept_with_risk
032_乡村道路电动三轮车载人碰撞事故_9f17a404,乡村道路电动三轮车载人碰撞事故,relation,道路交通事故-TRIGGERS-超速行驶,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因驾驶员超速行驶,kept_with_risk
032_乡村道路电动三轮车载人碰撞事故_9f17a404,乡村道路电动三轮车载人碰撞事故,relation,道路交通事故-TRIGGERS-碰撞,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,发生碰撞,kept_with_risk
032_乡村道路电动三轮车载人碰撞事故_9f17a404,乡村道路电动三轮车载人碰撞事故,relation,道路交通事故-CAUSES-交通事故,Event->Event,MEDIUM,relation_fallback_inferred,0.6000,造成电动三轮车驾驶员1人重伤、3名乘车人1人重伤、2人轻伤，电动三轮车完全损坏，小型货车轻微受损，事故路段双向交通拥堵，周边村民出行受阻，电动三轮车违规载人存在极大安全隐患。,kept_with_risk
033_隧道内危化品车泄漏引发中毒事故_0fd25950,隧道内危化品车泄漏引发中毒事故,entity,甲醛,Resource,MEDIUM,resource_weak_semantics,0.9000,装载有毒化学品（甲醛）,kept_with_risk
033_隧道内危化品车泄漏引发中毒事故_0fd25950,隧道内危化品车泄漏引发中毒事故,entity,隧道,Resource,MEDIUM,resource_weak_semantics,0.8000,某山区隧道,kept_with_risk
035_高速货车与客车碰撞重大事故_e7324881,高速货车与客车碰撞重大事故,entity,超速行驶,Action,MEDIUM,action_weak_semantics,0.8500,一辆重型货车因超速行驶,kept_with_risk
035_高速货车与客车碰撞重大事故_e7324881,高速货车与客车碰撞重大事故,entity,重型货车,Resource,MEDIUM,resource_civilian_vehicle,0.9000,一辆重型货车,kept_with_risk
035_高速货车与客车碰撞重大事故_e7324881,高速货车与客车碰撞重大事故,entity,正面碰撞,Action,MEDIUM,action_weak_semantics,0.9000,发生正面碰撞,kept_with_risk
035_高速货车与客车碰撞重大事故_e7324881,高速货车与客车碰撞重大事故,relation,超速行驶-REQUIRES-重型货车,Action->Resource,MEDIUM,relation_fallback_inferred,0.6200,一辆重型货车因超速行驶,kept_with_risk
035_高速货车与客车碰撞重大事故_e7324881,高速货车与客车碰撞重大事故,relation,高速公路碰撞事故-TRIGGERS-超速行驶,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,一辆重型货车因超速行驶,kept_with_risk
035_高速货车与客车碰撞重大事故_e7324881,高速货车与客车碰撞重大事故,relation,高速公路碰撞事故-TRIGGERS-正面碰撞,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,发生正面碰撞,kept_with_risk
036_城市小区内车辆碰撞事故_6b5adc75,城市小区内车辆碰撞事故,case,城市小区内车辆碰撞事故,case,HIGH,case_empty_relations,0.8000,某市小区内道路，一辆小型轿车在行驶中，因驾驶员未观察前方路况，与正在小区内玩耍的一名儿童发生碰撞，儿童被撞倒在地，轿车轻微受损，小区内道路狭窄，有多名居民围观，影响小区内交通秩序。,needs_reextract
040_乡村道路拖拉机载人翻车事故_9fe7f07a,乡村道路拖拉机载人翻车事故,entity,违规载人,Action,MEDIUM,action_weak_semantics,0.8000,一辆无牌拖拉机违规载人（载有6名村民）,kept_with_risk
040_乡村道路拖拉机载人翻车事故_9fe7f07a,乡村道路拖拉机载人翻车事故,relation,拖拉机翻车-TRIGGERS-违规载人,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,一辆无牌拖拉机违规载人（载有6名村民）,kept_with_risk
040_乡村道路拖拉机载人翻车事故_9fe7f07a,乡村道路拖拉机载人翻车事故,relation,拖拉机翻车-CAUSES-交通中断,Event->Event,MEDIUM,relation_fallback_inferred,0.6000,造成拖拉机驾驶员1人重伤、6名村民2人重伤、4人轻伤，拖拉机完全损坏，事故路段双向交通中断，周边村民出行受阻，拖拉机违规载人存在极大安全隐患，引发周边村民对交通安全的重视。,kept_with_risk
041_城市快速路车辆起火引燃周边车辆事故_0f178a4f,城市快速路车辆起火引燃周边车辆事故,entity,电路短路,Action,MEDIUM,action_weak_semantics,0.8000,因电路短路引发起火,kept_with_risk
041_城市快速路车辆起火引燃周边车辆事故_0f178a4f,城市快速路车辆起火引燃周边车辆事故,relation,车辆起火-TRIGGERS-电路短路,Event->Action,MEDIUM,relation_fallback_inferred,0.6200,因电路短路引发起火,kept_with_risk
041_城市快速路车辆起火引燃周边车辆事故_0f178a4f,城市快速路车辆起火引燃周边车辆事故,relation,车辆起火-CAUSES-车辆积压,Event->Event,MEDIUM,relation_fallback_inferred,0.6000,造成3辆车辆完全烧毁，无人员伤亡，火势存在蔓延至更多车辆的风险，快速路单向交通严重拥堵，后方车辆滞留约7公里，烟雾影响过往车辆视线，存在二次碰撞风险，影响城市快速路通行效率。,kept_with_risk
