entity_id,entity_name,entity_type,alias,alias_type,source
EVT_ROAD_BLOCKAGE,公路阻塞,Event,道路交通碰撞,scene_expression,案例抽取自动补充:033_案例32_城市公园周边观光自行车占道碰撞事故_ab195cb0
EVT_TRAFFIC_ACCIDENT,交通事故,Event,道路交通碰撞,scene_expression,案例抽取自动补充:033_案例32_城市公园周边观光自行车占道碰撞事故_ab195cb0
EVT_ROAD_DAMAGE,公路损毁,Event,岩石坠落,scene_expression,案例抽取自动补充:034_案例33_山区公路岩石风化脱落砸中客车事故_065bef11
EVT_VEHICLE_BACKLOG,车辆积压,Event,岩石坠落,scene_expression,案例抽取自动补充:034_案例33_山区公路岩石风化脱落砸中客车事故_065bef11
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆失控,scene_expression,案例抽取自动补充:035_案例34_省道货车刹车失灵冲上坡避险车道事故_2dda7108
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆失控,scene_expression,案例抽取自动补充:035_案例34_省道货车刹车失灵冲上坡避险车道事故_2dda7108
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆撞人,scene_expression,案例抽取自动补充:036_案例35_城市夜宵摊周边货车撞毁摊点事故_44ea0cf5
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,燃油泄漏,scene_expression,案例抽取自动补充:038_案例37_城市环路燃油泄漏路面滑溜多车事故_62e7adcd
EVT_CONSTRUCTION_SAFETY,施工安全事故,Event,施工坠物事故,scene_expression,案例抽取自动补充:040_案例39_高速跨线桥施工杂物掉落砸车事故_8f0be2e5
EVT_ROAD_ICE,道路积冰,Event,车辆侧滑,scene_expression,案例抽取自动补充:042_案例41_冬季桥面结冰货车侧滑撞毁护栏事故_55cc1c3d
EVT_ROAD_DAMAGE,公路损毁,Event,车辆侧滑,scene_expression,案例抽取自动补充:042_案例41_冬季桥面结冰货车侧滑撞毁护栏事故_55cc1c3d
EVT_ROAD_INTERRUPTION,公路中断,Event,泥石流阻断交通,scene_expression,案例抽取自动补充:044_案例43_山区公路泥石流半幅阻断交通事故_c242c4ba
EVT_ROAD_DAMAGE,公路损毁,Event,泥石流阻断交通,scene_expression,案例抽取自动补充:044_案例43_山区公路泥石流半幅阻断交通事故_c242c4ba
EVT_TRAFFIC_ACCIDENT,交通事故,Event,货物散落,scene_expression,案例抽取自动补充:045_案例44_高速货车拉运家具未固定散落事故_fafd00f0
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,铁路交通事故,scene_expression,案例抽取自动补充:046_案例45_城郊铁路平交道口电动车抢行被撞事故_6a091b7a
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆撞人事故,scene_expression,案例抽取自动补充:047_案例46_城市步行街电动车闯入撞伤行人事故_5d9f02d5
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆剐蹭,scene_expression,案例抽取自动补充:048_案例47_乡村公路货车拉运竹竿超长剐蹭客车事故_8de2b58e
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆剐蹭,scene_expression,案例抽取自动补充:048_案例47_乡村公路货车拉运竹竿超长剐蹭客车事故_8de2b58e
EVT_RAINSTORM,暴雨,Event,车辆涉水熄火,scene_expression,案例抽取自动补充:049_案例48_高速路暴雨天气车辆涉水熄火群困事故_33da7525
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆涉水熄火,scene_expression,案例抽取自动补充:049_案例48_高速路暴雨天气车辆涉水熄火群困事故_33da7525
EVT_ROAD_DAMAGE,公路损毁,Event,车辆侧翻,scene_expression,案例抽取自动补充:051_案例50_城市高架路匝道货车超限上桥侧翻事故_c8ea5027
