:START_ID,:END_ID,relation_cn,:TYPE,case_id,case_title,evidence,confidence,source
EVT_CASE_4D219D5D07,EVT_CASE_3B6CFC25B4,引发,CAUSES,013_案例12_山区雾区客车追尾货车乘客被困事故_c8333410,案例12：山区雾区客车追尾货车乘客被困事故,造成客车驾驶员1人重伤、8名乘客不同程度受伤，货车尾部轻微受损，双向交通中断，车辆滞留5公里,0.8500,案例抽取导入
EVT_ROAD_ICE,EVT_CASE_F4726E4011,引发,CAUSES,014_案例13_城市主干道洒水车路面结冰致多车侧滑事故_450e1453,案例13：城市主干道洒水车路面结冰致多车侧滑事故,路面迅速结冰，5辆小型轿车、2辆电动车行驶中相继侧滑,0.9500,案例抽取导入
EVT_CASE_D185192C70,EVT_CASE_0572C3743B,引发,CAUSES,016_案例15_乡村机耕路农用车侧翻压伤路人事故_6175a9e6,案例15：乡村机耕路农用车侧翻压伤路人事故,农用车报废，机耕路中断,0.9000,案例抽取导入
MEA_CASE_0BF2A9DC72,RES_CASE_54F286D5B7,调用,REQUIRES,016_案例15_乡村机耕路农用车侧翻压伤路人事故_6175a9e6,案例15：乡村机耕路农用车侧翻压伤路人事故,因车速过快、车辆重心偏移侧翻,0.8000,案例抽取导入
EVT_CASE_A6BC66FD76,EVT_CASE_9CC62EF2EB,引发,CAUSES,017_案例16_跨海大桥横风致货车侧摆撞护栏事故_ebcb6fbe,案例16：跨海大桥横风致货车侧摆撞护栏事故,沿海跨海大桥路段，突发强横风，风力达9级，一辆轻型厢式货车行驶中被横风刮得侧摆，失控撞上大桥右侧护栏,0.9000,案例抽取导入
MEA_CASE_E33AA7920D,RES_CASE_09E43A9CF9,调用,REQUIRES,018_案例17_校园周边校车避让学生撞树事故_674504cb,案例17：校园周边校车避让学生撞树事故,校车驾驶员紧急避让,0.8000,案例抽取导入
MEA_CASE_93CB94C545,RES_CASE_09E43A9CF9,调用,REQUIRES,018_案例17_校园周边校车避让学生撞树事故_674504cb,案例17：校园周边校车避让学生撞树事故,校车驾驶员猛打方向盘撞上路边行道树,0.8000,案例抽取导入
MEA_CASE_ECF0F3566B,ORG_CASE_DA3B807A38,实施主体,IMPLEMENTED_BY,019_案例18_省道货车轮胎脱落砸伤对向轿车事故_fccf945e,案例18：省道货车轮胎脱落砸伤对向轿车事故,交警快速到场，拖移事故车辆,0.8000,案例抽取导入
MEA_CASE_B96269C236,ORG_CASE_E4BC9E3125,实施主体,IMPLEMENTED_BY,019_案例18_省道货车轮胎脱落砸伤对向轿车事故_fccf945e,案例18：省道货车轮胎脱落砸伤对向轿车事故,路政人员清理现场,0.8000,案例抽取导入
MEA_CASE_FEE3C04977,RES_CASE_8AE47E20B6,调用,REQUIRES,020_案例19_城市地下通道电动车逆行碰撞事故_12e40307,案例19：城市地下通道电动车逆行碰撞事故,一辆电动自行车逆行超速行驶,0.6200,案例抽取导入
EVT_CASE_6DA1DEA6C7,MEA_CASE_FEE3C04977,触发,TRIGGERS,020_案例19_城市地下通道电动车逆行碰撞事故_12e40307,案例19：城市地下通道电动车逆行碰撞事故,一辆电动自行车逆行超速行驶,0.6200,案例抽取导入
MEA_CASE_0B78E0C051,RES_CASE_8AE47E20B6,调用,REQUIRES,020_案例19_城市地下通道电动车逆行碰撞事故_12e40307,案例19：城市地下通道电动车逆行碰撞事故,一辆电动自行车逆行超速行驶,0.6200,案例抽取导入
EVT_CASE_6DA1DEA6C7,MEA_CASE_0B78E0C051,触发,TRIGGERS,020_案例19_城市地下通道电动车逆行碰撞事故_12e40307,案例19：城市地下通道电动车逆行碰撞事故,一辆电动自行车逆行超速行驶,0.6200,案例抽取导入
MEA_CASE_5330B223E5,RES_CASE_7CD39CFBB2,调用,REQUIRES,021_案例20_林区公路落叶自燃引燃货车事故_29d401a5,案例20：林区公路落叶自燃引燃货车事故,消防人员快速到场，采用干粉、沙土灭火，压制路面与车辆火势,0.8000,案例抽取导入
MEA_CASE_5330B223E5,ORG_CASE_78A3399250,实施主体,IMPLEMENTED_BY,021_案例20_林区公路落叶自燃引燃货车事故_29d401a5,案例20：林区公路落叶自燃引燃货车事故,消防人员快速到场，采用干粉、沙土灭火，压制路面与车辆火势,0.9000,案例抽取导入
MEA_CASE_B804A6CFD8,ORG_CASE_DA3B807A38,实施主体,IMPLEMENTED_BY,021_案例20_林区公路落叶自燃引燃货车事故_29d401a5,案例20：林区公路落叶自燃引燃货车事故,交警封闭林区公路，疏导车辆绕行,0.9000,案例抽取导入
MEA_CASE_F2C178773D,ORG_CASE_2479FEF9A4,实施主体,IMPLEMENTED_BY,021_案例20_林区公路落叶自燃引燃货车事故_29d401a5,案例20：林区公路落叶自燃引燃货车事故,林业部门监测林区火情，清理周边落叶,0.9000,案例抽取导入
MEA_CASE_F85C37DD34,ORG_CASE_E4BC9E3125,实施主体,IMPLEMENTED_BY,021_案例20_林区公路落叶自燃引燃货车事故_29d401a5,案例20：林区公路落叶自燃引燃货车事故,路政人员拖移烧毁车辆，清洗路面,0.9000,案例抽取导入
MEA_CASE_0E2E66ED22,ORG_CASE_E4BC9E3125,实施主体,IMPLEMENTED_BY,021_案例20_林区公路落叶自燃引燃货车事故_29d401a5,案例20：林区公路落叶自燃引燃货车事故,路政人员拖移烧毁车辆，清洗路面,0.9000,案例抽取导入
MEA_CASE_53ED0B4B6F,RES_GRAVEL,调用,REQUIRES,022_案例21_高速路货车遗撒碎石砸毁多车玻璃事故_66aa27e9,案例21：高速路货车遗撒碎石砸毁多车玻璃事故,一辆未加盖篷布的碎石运输货车，行驶中大量碎石遗撒路面,0.8000,案例抽取导入
MEA_CASE_A048795819,RES_CASE_C54C46856D,调用,REQUIRES,023_案例22_城郊渡口渡船超载倾斜乘客恐慌事故_d7f8ef11,案例22：城郊渡口渡船超载倾斜乘客恐慌事故,渡船违规超载搭载12辆电动车、30余名乘客,0.6200,案例抽取导入
EVT_CASE_954A2AAAEA,MEA_CASE_A048795819,触发,TRIGGERS,023_案例22_城郊渡口渡船超载倾斜乘客恐慌事故_d7f8ef11,案例22：城郊渡口渡船超载倾斜乘客恐慌事故,渡船违规超载搭载12辆电动车、30余名乘客,0.6200,案例抽取导入
EVT_CASE_954A2AAAEA,EVT_CASE_2266E83C3A,引发,CAUSES,023_案例22_城郊渡口渡船超载倾斜乘客恐慌事故_d7f8ef11,案例22：城郊渡口渡船超载倾斜乘客恐慌事故,无人员落水伤亡，部分乘客轻微擦伤、恐慌不适，渡船船体轻微渗水，渡口运营中断，周边群众过渡受阻，船体有倾覆风险，救援船只需紧急出动。,0.6000,案例抽取导入
MEA_CASE_1656C54B26,RES_CASE_51FEC5892D,调用,REQUIRES,024_案例23_城市环路工程作业车高空坠物砸车事故_4d8cb0cd,案例23：城市环路工程作业车高空坠物砸车事故,工程施工单位暂停作业，清理高空工具,0.7500,案例抽取导入
MEA_CASE_852DFF58B2,RES_CASE_51FEC5892D,调用,REQUIRES,024_案例23_城市环路工程作业车高空坠物砸车事故_4d8cb0cd,案例23：城市环路工程作业车高空坠物砸车事故,工程施工单位暂停作业，排查坠物隐患,0.7500,案例抽取导入
MEA_CASE_A0148F49D9,ORG_CASE_6DEAB2960B,实施主体,IMPLEMENTED_BY,024_案例23_城市环路工程作业车高空坠物砸车事故_4d8cb0cd,案例23：城市环路工程作业车高空坠物砸车事故,对施工单位进行安全整改,0.9000,案例抽取导入
EVT_ROAD_ICE,EVT_CASE_9CC62EF2EB,引发,CAUSES,025_案例24_冰雪山区公路面包车坠沟事故_8474fcb3,案例24：冰雪山区公路面包车坠沟事故,行驶至结冰弯道时，车辆侧滑冲出路面，坠入3米深排水沟，车身翻转,0.9000,案例抽取导入
EVT_CASE_9BDDC88CCC,MEA_CASE_AC1DB23CF7,触发,TRIGGERS,026_案例25_农贸市场周边货车卸货撞损摊位事故_ebca0da2,案例25：农贸市场周边货车卸货撞损摊位事故,一辆轻型货车违规在非机动车道卸货,0.6200,案例抽取导入
EVT_CASE_B9F7125E79,EVT_LONG_TUNNEL_ACCIDENT,引发,CAUSES,027_案例26_高速隧道口团雾多车连环追尾事故_0bea1e3a,案例26：高速隧道口团雾多车连环追尾事故,突发团雾，一辆轿车驶出隧道后未及时减速，与前方缓行车辆追尾，后续4辆轿车、1辆货车接连避让不及，发生连环追尾,0.9000,案例抽取导入
EVT_CASE_B9F7125E79,MEA_CASE_641D68DEBE,触发,TRIGGERS,027_案例26_高速隧道口团雾多车连环追尾事故_0bea1e3a,案例26：高速隧道口团雾多车连环追尾事故,突发团雾，一辆轿车驶出隧道后未及时减速，与前方缓行车辆追尾,0.8000,案例抽取导入
MEA_CASE_641D68DEBE,RES_CASE_C3722A0388,调用,REQUIRES,027_案例26_高速隧道口团雾多车连环追尾事故_0bea1e3a,案例26：高速隧道口团雾多车连环追尾事故,消防人员携带破拆工具，解救被困人员,0.7000,案例抽取导入
MEA_CASE_641D68DEBE,ORG_CASE_78A3399250,实施主体,IMPLEMENTED_BY,027_案例26_高速隧道口团雾多车连环追尾事故_0bea1e3a,案例26：高速隧道口团雾多车连环追尾事故,消防人员携带破拆工具，解救被困人员,0.8000,案例抽取导入
MEA_CASE_641D68DEBE,ORG_CASE_58D13C3595,实施主体,IMPLEMENTED_BY,027_案例26_高速隧道口团雾多车连环追尾事故_0bea1e3a,案例26：高速隧道口团雾多车连环追尾事故,医疗部门开通绿色通道，转运伤者,0.7000,案例抽取导入
MEA_CASE_641D68DEBE,ORG_CASE_12F41DBD86,实施主体,IMPLEMENTED_BY,027_案例26_高速隧道口团雾多车连环追尾事故_0bea1e3a,案例26：高速隧道口团雾多车连环追尾事故,路政部门清理事故车辆，待团雾消散后逐步恢复交通,0.7000,案例抽取导入
MEA_CASE_641D68DEBE,ORG_CASE_DA3B807A38,实施主体,IMPLEMENTED_BY,027_案例26_高速隧道口团雾多车连环追尾事故_0bea1e3a,案例26：高速隧道口团雾多车连环追尾事故,交警封闭隧道入口，发布团雾预警，疏导车辆分流；依据《道路交通安全法》开展事故调查,0.8000,案例抽取导入
EVT_CASE_695C0653A5,MEA_CASE_FEE3C04977,触发,TRIGGERS,028_案例27_城市共享单车乱停放引发电动车碰撞事故_bf6ff04b,案例27：城市共享单车乱停放引发电动车碰撞事故,与对向逆行的电动车相撞,0.6200,案例抽取导入
MEA_CASE_08CD8158BD,RES_CASE_FE2226A75F,调用,REQUIRES,029_案例28_乡村桥梁限高杆被货车撞断阻断交通事故_b883778e,案例28：乡村桥梁限高杆被货车撞断阻断交通事故,撞断限高杆,0.6200,案例抽取导入
EVT_MAJOR_BRIDGE_ACCIDENT,MEA_CASE_08CD8158BD,触发,TRIGGERS,029_案例28_乡村桥梁限高杆被货车撞断阻断交通事故_b883778e,案例28：乡村桥梁限高杆被货车撞断阻断交通事故,撞断限高杆,0.6200,案例抽取导入
EVT_MAJOR_BRIDGE_ACCIDENT,EVT_CASE_436A2F6617,引发,CAUSES,029_案例28_乡村桥梁限高杆被货车撞断阻断交通事故_b883778e,案例28：乡村桥梁限高杆被货车撞断阻断交通事故,无人员伤亡，货车与限高杆受损，桥梁双向封闭，周边乡村与外界交通中断，车辆与行人无法通行，限高杆断裂有砸伤路人风险。,0.6000,案例抽取导入
EVT_CASE_695C0653A5,MEA_CASE_5FC20D97EE,触发,TRIGGERS,030_案例29_城郊结合部网约车分心驾驶撞飞电动车事故_648d5644,案例29：城郊结合部网约车分心驾驶撞飞电动车事故,网约车驾驶员涉嫌分心驾驶，责任明确。,0.7000,案例抽取导入
MEA_CASE_5FC20D97EE,RES_CASE_286BE65ACA,调用,REQUIRES,030_案例29_城郊结合部网约车分心驾驶撞飞电动车事故_648d5644,案例29：城郊结合部网约车分心驾驶撞飞电动车事故,一辆网约车驾驶员低头查看接单信息，分心驾驶,0.7000,案例抽取导入
EVT_CASE_806E5440A3,EVT_CASE_F674C61725,引发,CAUSES,031_案例30_沿海公路涨潮海水漫路车辆被困事故_5c9abbf3,案例30：沿海公路涨潮海水漫路车辆被困事故,恰逢天文大潮，海水漫过路面,0.9000,案例抽取导入
EVT_CASE_363C4CEB8B,MEA_CASE_B9C3743B4E,触发,TRIGGERS,031_案例30_沿海公路涨潮海水漫路车辆被困事故_5c9abbf3,案例30：沿海公路涨潮海水漫路车辆被困事故,交警联合海事部门，封闭漫水路段,0.8500,案例抽取导入
EVT_CASE_363C4CEB8B,MEA_CASE_257F792AFD,触发,TRIGGERS,031_案例30_沿海公路涨潮海水漫路车辆被困事故_5c9abbf3,案例30：沿海公路涨潮海水漫路车辆被困事故,发布潮汐预警,0.7000,案例抽取导入
MEA_CASE_0D99EDF904,RES_CASE_A4BE5D1DA8,调用,REQUIRES,031_案例30_沿海公路涨潮海水漫路车辆被困事故_5c9abbf3,案例30：沿海公路涨潮海水漫路车辆被困事故,抽排路面积水,0.7000,案例抽取导入
EVT_CASE_4D219D5D07,MEA_CASE_3D040506E2,触发,TRIGGERS,032_案例31_高速公路应急车道停车被追尾事故_9438af49,案例31：高速公路应急车道停车被追尾事故,一辆小型轿车无故违规占用应急车道停车,0.6200,案例抽取导入
EVT_CASE_911BCF600E,MEA_CASE_F2C178773D,触发,TRIGGERS,033_案例32_城市公园周边观光自行车占道碰撞事故_ab195cb0,案例32：城市公园周边观光自行车占道碰撞事故,清理占道自行车,0.6200,案例抽取导入
EVT_CASE_DADF1DBC4D,EVT_CASE_4E7FBD77CD,引发,CAUSES,034_案例33_山区公路岩石风化脱落砸中客车事故_065bef11,案例33：山区公路岩石风化脱落砸中客车事故,一块风化岩石因长期风吹雨淋脱落，砸中客车,0.9000,案例抽取导入
EVT_CASE_4E7FBD77CD,EVT_VEHICLE_BACKLOG,引发,CAUSES,034_案例33_山区公路岩石风化脱落砸中客车事故_065bef11,案例33：山区公路岩石风化脱落砸中客车事故,岩石脱落区域有二次落石风险，车辆滞留3公里,0.7000,案例抽取导入
EVT_CASE_4E7FBD77CD,EVT_CASE_E66176F5FE,引发,CAUSES,034_案例33_山区公路岩石风化脱落砸中客车事故_065bef11,案例33：山区公路岩石风化脱落砸中客车事故,山区公路封闭,0.7000,案例抽取导入
MEA_CASE_80354268E0,RES_CASE_7BEA479A9E,调用,REQUIRES,035_案例34_省道货车刹车失灵冲上坡避险车道事故_2dda7108,案例34：省道货车刹车失灵冲上坡避险车道事故,一辆重型货车因长时间刹车，导致刹车失灵,0.8000,案例抽取导入
EVT_CASE_F15385E444,MEA_CASE_80354268E0,触发,TRIGGERS,035_案例34_省道货车刹车失灵冲上坡避险车道事故_2dda7108,案例34：省道货车刹车失灵冲上坡避险车道事故,因长时间刹车，导致刹车失灵，车速失控,0.7000,案例抽取导入
MEA_CASE_7CB0BBDC7D,RES_CASE_7CD39CFBB2,调用,REQUIRES,036_案例35_城市夜宵摊周边货车撞毁摊点事故_44ea0cf5,案例35：城市夜宵摊周边货车撞毁摊点事故,一辆货车因驾驶员夜间疲劳驾驶,0.6200,案例抽取导入
EVT_CASE_4CF2BB1702,MEA_CASE_7CB0BBDC7D,触发,TRIGGERS,036_案例35_城市夜宵摊周边货车撞毁摊点事故_44ea0cf5,案例35：城市夜宵摊周边货车撞毁摊点事故,一辆货车因驾驶员夜间疲劳驾驶,0.6200,案例抽取导入
EVT_CASE_82B38E516C,EVT_CASE_9CC62EF2EB,引发,CAUSES,037_案例36_草原公路牲畜横穿引发车辆侧翻事故_a8c19839,案例36：草原公路牲畜横穿引发车辆侧翻事故,草原公路路段，一群牛羊横穿公路，一辆小型轿车躲避不及，猛打方向盘侧翻至路边草地,0.9500,案例抽取导入
MEA_CASE_D9A7C36974,RES_CASE_72D19A108A,调用,REQUIRES,037_案例36_草原公路牲畜横穿引发车辆侧翻事故_a8c19839,案例36：草原公路牲畜横穿引发车辆侧翻事故,路政部门拖移事故车辆，恢复交通,0.8000,案例抽取导入
EVT_HAZMAT_LEAK,EVT_CASE_8A08402BEF,引发,CAUSES,038_案例37_城市环路燃油泄漏路面滑溜多车事故_62e7adcd,案例37：城市环路燃油泄漏路面滑溜多车事故,大量燃油泄漏路面，路面湿滑油腻,0.9500,案例抽取导入
EVT_CASE_8A08402BEF,MEA_CASE_7719C4F54E,触发,TRIGGERS,038_案例37_城市环路燃油泄漏路面滑溜多车事故_62e7adcd,案例37：城市环路燃油泄漏路面滑溜多车事故,路面湿滑油腻，后续4辆小型轿车行驶中相继侧滑,0.9000,案例抽取导入
EVT_CASE_8A08402BEF,MEA_CASE_B1ACF5666D,触发,TRIGGERS,038_案例37_城市环路燃油泄漏路面滑溜多车事故_62e7adcd,案例37：城市环路燃油泄漏路面滑溜多车事故,路面湿滑油腻，后续4辆小型轿车行驶中相继剐蹭,0.9000,案例抽取导入
MEA_CASE_1EE950A88B,RES_CASE_576BB65B46,调用,REQUIRES,039_案例38_乡村公路收割机占道行驶碰撞事故_f280c6b4,案例38：乡村公路收割机占道行驶碰撞事故,一台大型收割机占道缓慢行驶,0.6200,案例抽取导入
EVT_CASE_9BDDC88CCC,MEA_CASE_1EE950A88B,触发,TRIGGERS,039_案例38_乡村公路收割机占道行驶碰撞事故_f280c6b4,案例38：乡村公路收割机占道行驶碰撞事故,一台大型收割机占道缓慢行驶,0.6200,案例抽取导入
MEA_CASE_0F03A10F01,RES_CASE_70407E27F9,调用,REQUIRES,039_案例38_乡村公路收割机占道行驶碰撞事故_f280c6b4,案例38：乡村公路收割机占道行驶碰撞事故,一辆小型轿车超车时避让不及,0.6200,案例抽取导入
EVT_CASE_9BDDC88CCC,MEA_CASE_0F03A10F01,触发,TRIGGERS,039_案例38_乡村公路收割机占道行驶碰撞事故_f280c6b4,案例38：乡村公路收割机占道行驶碰撞事故,一辆小型轿车超车时避让不及,0.6200,案例抽取导入
MEA_CASE_EAEC72BD5F,ORG_CASE_45537A4E38,实施主体,IMPLEMENTED_BY,040_案例39_高速跨线桥施工杂物掉落砸车事故_8f0be2e5,案例39：高速跨线桥施工杂物掉落砸车事故,施工单位暂停作业，全面清理桥面杂物,0.8000,案例抽取导入
MEA_CASE_A0148F49D9,ORG_CASE_45537A4E38,实施主体,IMPLEMENTED_BY,040_案例39_高速跨线桥施工杂物掉落砸车事故_8f0be2e5,案例39：高速跨线桥施工杂物掉落砸车事故,对施工单位进行安全整改,0.8000,案例抽取导入
MEA_CASE_71DCBFE52F,ORG_CASE_45537A4E38,实施主体,IMPLEMENTED_BY,040_案例39_高速跨线桥施工杂物掉落砸车事故_8f0be2e5,案例39：高速跨线桥施工杂物掉落砸车事故,追责相关人员,0.8000,案例抽取导入
MEA_CASE_E33AA7920D,RES_CASE_7CD39CFBB2,调用,REQUIRES,041_案例40_城郊公交站牌货车避让行人撞毁站牌事故_13b6f187,案例40：城郊公交站牌货车避让行人撞毁站牌事故,货车紧急避让,0.6200,案例抽取导入
EVT_CASE_9BDDC88CCC,MEA_CASE_E33AA7920D,触发,TRIGGERS,041_案例40_城郊公交站牌货车避让行人撞毁站牌事故_13b6f187,案例40：城郊公交站牌货车避让行人撞毁站牌事故,货车紧急避让,0.6200,案例抽取导入
EVT_CASE_590A5F607D,EVT_CASE_B6F7F9A6C1,引发,CAUSES,042_案例41_冬季桥面结冰货车侧滑撞毁护栏事故_55cc1c3d,案例41：冬季桥面结冰货车侧滑撞毁护栏事故,冬季气温低，桥面结冰湿滑，一辆重型货车行驶中侧滑,0.9500,案例抽取导入
MEA_CASE_FC8B3AA3F5,RES_CASE_7BEA479A9E,调用,REQUIRES,042_案例41_冬季桥面结冰货车侧滑撞毁护栏事故_55cc1c3d,案例41：冬季桥面结冰货车侧滑撞毁护栏事故,市政部门撒布融雪剂，清除桥面结冰,0.7000,案例抽取导入
MEA_CASE_8AC27943A2,RES_CASE_325A82726F,调用,REQUIRES,042_案例41_冬季桥面结冰货车侧滑撞毁护栏事故_55cc1c3d,案例41：冬季桥面结冰货车侧滑撞毁护栏事故,路政部门吊车扶正货车，修复护栏,0.8000,案例抽取导入
EVT_CASE_1E5F4EB78B,MEA_CASE_A048795819,触发,TRIGGERS,043_案例42_城市非机动车道电动车载人超载侧翻事故_8ced9f51,案例42：城市非机动车道电动车载人超载侧翻事故,超载导致车辆重心不稳,0.6200,案例抽取导入
EVT_CASE_6176E03535,EVT_CASE_297CCEBE80,引发,CAUSES,044_案例43_山区公路泥石流半幅阻断交通事故_c242c4ba,案例43：山区公路泥石流半幅阻断交通事故,因连夜降雨引发小型泥石流，泥土、石块半幅阻断路面,0.9500,案例抽取导入
MEA_CASE_63E1B5BFBB,ORG_CASE_2CDB768871,实施主体,IMPLEMENTED_BY,044_案例43_山区公路泥石流半幅阻断交通事故_c242c4ba,案例43：山区公路泥石流半幅阻断交通事故,应急、路政部门调集设备，清理泥石堆,0.9000,案例抽取导入
MEA_CASE_63E1B5BFBB,ORG_CASE_12F41DBD86,实施主体,IMPLEMENTED_BY,044_案例43_山区公路泥石流半幅阻断交通事故_c242c4ba,案例43：山区公路泥石流半幅阻断交通事故,应急、路政部门调集设备，清理泥石堆,0.9000,案例抽取导入
