id:ID,name,entity_type_cn,:LABEL
MEA_CASE_80354268E0,刹车失灵,措施,PlanEntity;Action
RES_CASE_7BEA479A9E,重型货车,应急资源,PlanEntity;Resource
EVT_CASE_4CF2BB1702,车辆撞人,突发事件,PlanEntity;Event
MEA_CASE_7CB0BBDC7D,疲劳驾驶,措施,PlanEntity;Action
EVT_CASE_82B38E516C,牲畜横穿,突发事件,PlanEntity;Event
RES_CASE_72D19A108A,草原公路,应急资源,PlanEntity;Resource
MEA_CASE_D9A7C36974,拖移事故车辆,措施,PlanEntity;Action
EVT_CASE_8A08402BEF,路面湿滑,突发事件,PlanEntity;Event
MEA_CASE_7719C4F54E,车辆侧滑,措施,PlanEntity;Action
MEA_CASE_B1ACF5666D,车辆剐蹭,措施,PlanEntity;Action
RES_CASE_576BB65B46,收割机,应急资源,PlanEntity;Resource
RES_CASE_70407E27F9,小型轿车,应急资源,PlanEntity;Resource
MEA_CASE_1EE950A88B,占道行驶,措施,PlanEntity;Action
MEA_CASE_0F03A10F01,超车,措施,PlanEntity;Action
ORG_CASE_45537A4E38,施工单位,部门,PlanEntity;Department
MEA_CASE_EAEC72BD5F,清理杂物,措施,PlanEntity;Action
MEA_CASE_71DCBFE52F,追责,措施,PlanEntity;Action
EVT_CASE_B6F7F9A6C1,桥梁车辆侧滑事故,突发事件,PlanEntity;Event
EVT_CASE_590A5F607D,桥面结冰,突发事件,PlanEntity;Event
RES_CASE_325A82726F,护栏,应急资源,PlanEntity;Resource
MEA_CASE_FC8B3AA3F5,撒布融雪剂,措施,PlanEntity;Action
MEA_CASE_8AC27943A2,修复护栏,措施,PlanEntity;Action
EVT_CASE_1E5F4EB78B,电动自行车侧翻,突发事件,PlanEntity;Event
EVT_CASE_297CCEBE80,泥石流阻断交通,突发事件,PlanEntity;Event
EVT_CASE_6176E03535,泥石流,突发事件,PlanEntity;Event
ORG_CASE_2CDB768871,应急部门,部门,PlanEntity;Department
MEA_CASE_63E1B5BFBB,清理泥石堆,措施,PlanEntity;Action
MEA_CASE_462BE6F2AB,加固山体,措施,PlanEntity;Action
MEA_CASE_1D820D42D2,设置警戒区域,措施,PlanEntity;Action
MEA_CASE_1045C7C149,引导车辆,措施,PlanEntity;Action
EVT_CASE_46F3F2A6FE,货物散落,突发事件,PlanEntity;Event
EVT_CASE_877516B43D,拥堵,突发事件,PlanEntity;Event
EVT_CASE_17DDE775FD,铁路交通事故,突发事件,PlanEntity;Event
MEA_CASE_4A2F4E3BCD,抢行,措施,PlanEntity;Action
MEA_CASE_34B2655045,紧急制动,措施,PlanEntity;Action
EVT_CASE_F4AFE9A596,车辆剐蹭,突发事件,PlanEntity;Event
MEA_CASE_D53D85D8E4,超长装载,措施,PlanEntity;Action
EVT_CASE_E68012F9D4,车辆涉水熄火,突发事件,PlanEntity;Event
ORG_CASE_CB8BA6956A,市政部门,部门,PlanEntity;Department
RES_CASE_C559D5C4C2,排水车,应急资源,PlanEntity;Resource
MEA_CASE_5B19B1663B,发布暴雨预警,措施,PlanEntity;Action
MEA_CASE_CA434342B9,抽排积水,措施,PlanEntity;Action
MEA_CASE_14B3FAEAAC,拖移熄火车辆,措施,PlanEntity;Action
EVT_CASE_B012A1E8E0,遗撒渣土,突发事件,PlanEntity;Event
EVT_CASE_76776359A6,超限检测设备故障,突发事件,PlanEntity;Event
MEA_CASE_C6CCAAC75C,超重,措施,PlanEntity;Action
