:START_ID,:END_ID,relation_cn,:TYPE,case_id,case_title,evidence,confidence,source
EVT_PRODUCTION_ACCIDENT,EVT_ROAD_INTERRUPTION,引发,CAUSES,004_农村逢集日集市路段货车失控冲撞事故_1ad077f7,农村逢集日集市路段货车失控冲撞事故,造成5名赶集群众轻微擦伤、2名摊主软组织挫伤，摊位与货物损毁，集市路段交通完全中断，人流拥堵混乱，存在踩踏、二次冲撞的风险，涉事货车刹车故障未排除仍有安全隐患。,0.6000,案例抽取导入
EVT_CASE_F942FD2EE9,MEA_CASE_E0D63B2EA6,触发,TRIGGERS,005_高速枢纽互通匝道倒车引发多车追尾事故_81fa381e,高速枢纽互通匝道倒车引发多车追尾事故,在匝道内违规倒车,0.6200,案例抽取导入
MEA_CASE_30604D6C17,RES_CASE_E88979D653,调用,REQUIRES,006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,两侧违规停放的私家车,0.6200,案例抽取导入
EVT_CASE_F4AFE9A596,MEA_CASE_30604D6C17,触发,TRIGGERS,006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,两侧违规停放的私家车,0.6200,案例抽取导入
EVT_CASE_F4AFE9A596,MEA_CASE_18D4FA011E,触发,TRIGGERS,006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,联系违停车辆车主到场挪车,0.6200,案例抽取导入
EVT_CASE_F4AFE9A596,MEA_CASE_BD4F60454A,触发,TRIGGERS,006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,对拒不配合的车主采取强制拖移措施,0.6200,案例抽取导入
EVT_CASE_F4AFE9A596,MEA_CASE_F2C178773D,触发,TRIGGERS,006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,对老城区巷道违停车辆进行全面清理,0.6200,案例抽取导入
EVT_CASE_F4AFE9A596,MEA_CASE_52D03C4670,触发,TRIGGERS,006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,对违停行为进行从严处罚,0.6200,案例抽取导入
EVT_CASE_F4AFE9A596,EVT_CASE_09E6A3AE12,引发,CAUSES,006_老城区窄巷消防车出警被违停车辆堵路剐蹭事故_b7878762,老城区窄巷消防车出警被违停车辆堵路剐蹭事故,造成消防车与违停车辆轻微剐蹭，无人员伤亡，消防车无法通行延误火灾救援，巷道内交通完全中断，周边居民楼火灾扑救进度受阻，存在火势蔓延、人员伤亡的重大风险。,0.6000,案例抽取导入
EVT_CONSTRUCTION_ACCIDENT,EVT_ROAD_BLOCKAGE,引发,CAUSES,007_山区挂壁公路落石阻断车辆被困事故_274b896b,山区挂壁公路落石阻断车辆被困事故,因连续降雨山体风化落石，多块直径0.5-1米的石块坠落至路面，完全阻断双向通行,0.9500,案例抽取导入
MEA_CASE_D6EBF96E6B,RES_CASE_D729373386,调用,REQUIRES,007_山区挂壁公路落石阻断车辆被困事故_274b896b,山区挂壁公路落石阻断车辆被困事故,交通部门调集小型挖掘机、装载机清理路面落石,0.7000,案例抽取导入
EVT_CASE_40582771C8,EVT_HAZMAT_LEAK,引发,CAUSES,008_冷链运输车制冷剂泄漏致人员中毒事故_684d2876,冷链运输车制冷剂泄漏致人员中毒事故,制冷剂（氨）发生泄漏，导致驾驶员与副驾2人出现头晕、恶心、呼吸困难等中毒症状,0.9000,案例抽取导入
MEA_CASE_46E14B4BB4,RES_CASE_F90D9B6E29,调用,REQUIRES,009_共享单车投放车占道卸车引发电动车连环碰撞事故_8cb9c09c,共享单车投放车占道卸车引发电动车连环碰撞事故,一辆共享单车投放货车违规占用非机动车道停车卸车,0.8000,案例抽取导入
MEA_CASE_C2E598DB69,RES_CASE_2A142E9A69,调用,REQUIRES,010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,因超重导致浮桥承压舟倾斜,0.6200,案例抽取导入
EVT_CASE_3756E1200B,MEA_CASE_C2E598DB69,触发,TRIGGERS,010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,因超重导致浮桥承压舟倾斜,0.6200,案例抽取导入
EVT_CASE_3756E1200B,MEA_CASE_32129FD3F2,触发,TRIGGERS,010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,赶赴现场设置警戒区域,0.6200,案例抽取导入
EVT_CASE_3756E1200B,MEA_CASE_ED8D32FC48,触发,TRIGGERS,010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,分批转移被困人员至两岸安全区域,0.6200,案例抽取导入
MEA_CASE_32710640CA,ORG_CASE_3C2C056CF5,实施主体,IMPLEMENTED_BY,010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,海事部门对浮桥承压舟、桥面进行安全检测,0.6200,案例抽取导入
MEA_CASE_32710640CA,RES_CASE_2A142E9A69,调用,REQUIRES,010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,海事部门对浮桥承压舟、桥面进行安全检测,0.6200,案例抽取导入
EVT_CASE_3756E1200B,MEA_CASE_32710640CA,触发,TRIGGERS,010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,海事部门对浮桥承压舟、桥面进行安全检测,0.6200,案例抽取导入
MEA_CASE_F96A8C6D8D,RES_CASE_2A142E9A69,调用,REQUIRES,010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,组织专业队伍对浮桥进行临时加固,0.6200,案例抽取导入
EVT_CASE_3756E1200B,MEA_CASE_F96A8C6D8D,触发,TRIGGERS,010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba,黄河滩区浮桥车辆超重致浮桥倾斜事故,组织专业队伍对浮桥进行临时加固,0.6200,案例抽取导入
EVT_CASE_37895FE5E4,EVT_CASE_6FEAAF025A,引发,CAUSES,012_城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故_d332a374,城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故,基坑边坡有坍塌风险，易引发二次事故。,0.9000,案例抽取导入
MEA_CASE_E4110A4832,RES_CASE_6619311C3D,调用,REQUIRES,012_城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故_d332a374,城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故,施工路段双向交通封闭,0.7000,案例抽取导入
MEA_CASE_0BF2A9DC72,RES_CASE_6619311C3D,调用,REQUIRES,012_城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故_d332a374,城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故,渣土车侧翻在基坑内,0.8000,案例抽取导入
EVT_CASE_37895FE5E4,MEA_CASE_E4110A4832,触发,TRIGGERS,012_城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故_d332a374,城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故,造成...施工路段双向交通封闭,0.7500,案例抽取导入
EVT_CASE_2B0A8CF519,EVT_CASE_9CC62EF2EB,引发,CAUSES,013_牧区公路牧群卧路致车辆急刹侧翻事故_9c3ec136,牧区公路牧群卧路致车辆急刹侧翻事故,一群牛羊因夜间低温卧在公路路面取暖，一辆小型SUV夜间行驶中，因对向车辆远光炫目未及时发现卧路牧群，临近时猛踩刹车急打方向，车辆侧翻至路边草地,0.9000,案例抽取导入
EVT_CASE_5104EF7457,MEA_CASE_B804A6CFD8,触发,TRIGGERS,014_城市高架路新能源汽车电池热失控冒烟事故_4b6eb5fb,城市高架路新能源汽车电池热失控冒烟事故,疏导后方车辆从就近匝道下桥,0.6200,案例抽取导入
EVT_CASE_5104EF7457,MEA_CASE_F2C178773D,触发,TRIGGERS,014_城市高架路新能源汽车电池热失控冒烟事故_4b6eb5fb,城市高架路新能源汽车电池热失控冒烟事故,清理路面,0.6200,案例抽取导入
EVT_CASE_5104EF7457,EVT_VEHICLE_BACKLOG,引发,CAUSES,014_城市高架路新能源汽车电池热失控冒烟事故_4b6eb5fb,城市高架路新能源汽车电池热失控冒烟事故,无人员伤亡，车辆动力电池受损，高架路应急车道与相邻行车道封闭，后方车辆滞留约6公里，浓烟导致后方车辆视线受阻，存在连环追尾风险，电池热失控有起火、爆炸的重大隐患。,0.6000,案例抽取导入
EVT_RAINSTORM,EVT_FLOOD,引发,CAUSES,015_乡村漫水桥洪水上涨车辆被困事故_ba2b1a48,乡村漫水桥洪水上涨车辆被困事故,因上游突发暴雨，河水暴涨,0.9500,案例抽取导入
EVT_FLOOD,EVT_VEHICLE_BACKLOG,引发,CAUSES,015_乡村漫水桥洪水上涨车辆被困事故_ba2b1a48,乡村漫水桥洪水上涨车辆被困事故,河水暴涨漫过桥面，一辆小型面包车强行通过漫水桥，行驶至桥中央时被洪水冲得熄火，车辆被困在桥面上,0.9000,案例抽取导入
EVT_CASE_9D52E07713,EVT_CASE_48C1544FE8,引发,CAUSES,016_高速服务区油罐车卸油时静电起火事故_70e84647,高速服务区油罐车卸油时静电起火事故,因卸油过程中未规范接好静电接地装置，产生静电火花引燃泄漏的汽油,0.9000,案例抽取导入
MEA_APPROVE_PLAN,ORG_CASE_CECFFFD120,实施主体,IMPLEMENTED_BY,016_高速服务区油罐车卸油时静电起火事故_70e84647,高速服务区油罐车卸油时静电起火事故,加油站工作人员立即启动应急预案,0.8000,案例抽取导入
MEA_CASE_3B62149796,RES_CASE_DED5DD2F83,调用,REQUIRES,016_高速服务区油罐车卸油时静电起火事故_70e84647,高速服务区油罐车卸油时静电起火事故,消防救援队伍赶赴现场，采用泡沫覆盖法扑灭明火，对油罐车、储油罐进行持续冷却,0.7000,案例抽取导入
MEA_CASE_B2F8706E19,ORG_CASE_C08151231F,实施主体,IMPLEMENTED_BY,016_高速服务区油罐车卸油时静电起火事故_70e84647,高速服务区油罐车卸油时静电起火事故,交警部门封闭服务区入口，疏导过往车辆绕行相邻服务区加油,0.8000,案例抽取导入
MEA_CASE_44EB3016DE,ORG_CASE_D67BC1DFF4,实施主体,IMPLEMENTED_BY,016_高速服务区油罐车卸油时静电起火事故_70e84647,高速服务区油罐车卸油时静电起火事故,应急管理部门对事故原因开展调查,0.8000,案例抽取导入
EVT_CASE_9BDDC88CCC,MEA_CASE_BCC6275A71,触发,TRIGGERS,017_城市BRT专用道社会车辆闯入与公交碰撞事故_6a5371cb,城市BRT专用道社会车辆闯入与公交碰撞事故,违规闯入全封闭BRT专用车道逆向行驶,0.6200,案例抽取导入
MEA_CASE_B9C3743B4E,ORG_CASE_C08151231F,实施主体,IMPLEMENTED_BY,018_山区盘山公路挂车刹车过热起火事故_518896b3,山区盘山公路挂车刹车过热起火事故,交警部门立即封闭事故路段,0.6200,案例抽取导入
EVT_CASE_98E1B4C0E6,MEA_CASE_B9C3743B4E,触发,TRIGGERS,018_山区盘山公路挂车刹车过热起火事故_518896b3,山区盘山公路挂车刹车过热起火事故,交警部门立即封闭事故路段,0.6200,案例抽取导入
EVT_CASE_98E1B4C0E6,MEA_CASE_13F54D4CC6,触发,TRIGGERS,018_山区盘山公路挂车刹车过热起火事故_518896b3,山区盘山公路挂车刹车过热起火事故,疏导过往车辆停靠等待,0.6200,案例抽取导入
EVT_CASE_98E1B4C0E6,MEA_CASE_ED27AE6814,触发,TRIGGERS,018_山区盘山公路挂车刹车过热起火事故_518896b3,山区盘山公路挂车刹车过热起火事故,采用水罐消防车扑灭明火,0.6200,案例抽取导入
MEA_CASE_3806ED90C6,ORG_CASE_12F41DBD86,实施主体,IMPLEMENTED_BY,018_山区盘山公路挂车刹车过热起火事故_518896b3,山区盘山公路挂车刹车过热起火事故,路政部门清理烧毁的车辆与货物残骸,0.6200,案例抽取导入
EVT_CASE_98E1B4C0E6,MEA_CASE_3806ED90C6,触发,TRIGGERS,018_山区盘山公路挂车刹车过热起火事故_518896b3,山区盘山公路挂车刹车过热起火事故,路政部门清理烧毁的车辆与货物残骸,0.6200,案例抽取导入
MEA_CASE_9A7E96576A,ORG_CASE_2479FEF9A4,实施主体,IMPLEMENTED_BY,018_山区盘山公路挂车刹车过热起火事故_518896b3,山区盘山公路挂车刹车过热起火事故,林业部门监测周边火情,0.6200,案例抽取导入
EVT_CASE_98E1B4C0E6,MEA_CASE_9A7E96576A,触发,TRIGGERS,018_山区盘山公路挂车刹车过热起火事故_518896b3,山区盘山公路挂车刹车过热起火事故,林业部门监测周边火情,0.6200,案例抽取导入
MEA_CASE_0FB4540844,RES_CASE_70407E27F9,调用,REQUIRES,019_城市校园周边接送学生车辆违停引发剐蹭拥堵事故_f673cea7,城市校园周边接送学生车辆违停引发剐蹭拥堵事故,一辆小型轿车与一辆电动三轮车会车时发生剐蹭,0.6200,案例抽取导入
EVT_VEHICLE_BACKLOG,MEA_CASE_0FB4540844,触发,TRIGGERS,019_城市校园周边接送学生车辆违停引发剐蹭拥堵事故_f673cea7,城市校园周边接送学生车辆违停引发剐蹭拥堵事故,一辆小型轿车与一辆电动三轮车会车时发生剐蹭,0.6200,案例抽取导入
MEA_CASE_30604D6C17,ORG_CASE_0FFC56FE82,实施主体,IMPLEMENTED_BY,019_城市校园周边接送学生车辆违停引发剐蹭拥堵事故_f673cea7,城市校园周边接送学生车辆违停引发剐蹭拥堵事故,大量接送学生的私家车、电动车违规在学校门口主干道两侧双排违停,0.6200,案例抽取导入
EVT_VEHICLE_BACKLOG,MEA_CASE_30604D6C17,触发,TRIGGERS,019_城市校园周边接送学生车辆违停引发剐蹭拥堵事故_f673cea7,城市校园周边接送学生车辆违停引发剐蹭拥堵事故,大量接送学生的私家车、电动车违规在学校门口主干道两侧双排违停,0.6200,案例抽取导入
EVT_CASE_3DADFD6D44,EVT_CASE_2A358DF957,引发,CAUSES,020_沿海滩涂养殖区道路潮汐淹没车辆被困事故_ec74207e,沿海滩涂养殖区道路潮汐淹没车辆被困事故,恰逢天文大潮涨潮，海水快速淹没路面，2辆小型轿车、1辆SUV驶入淹没路段后相继熄火，车内共5人被困车顶,0.9500,案例抽取导入
MEA_CASE_CE6589A97A,RES_CASE_1AD52D2DA5,调用,REQUIRES,020_沿海滩涂养殖区道路潮汐淹没车辆被困事故_ec74207e,沿海滩涂养殖区道路潮汐淹没车辆被困事故,消防救援队伍使用冲锋舟将被困人员全部安全转移至岸边,0.9000,案例抽取导入
EVT_FOREST_GRASS_FIRE,EVT_CASE_4E5DB8871B,引发,CAUSES,021_高速公路跨江大桥车辆自燃致桥面铺装受损事故_c808f0b7,高速公路跨江大桥车辆自燃致桥面铺装受损事故,车辆自燃，火势迅速蔓延至整个车体，高温持续灼烧大桥桥面，导致桥面沥青铺装层开裂、破损,0.9500,案例抽取导入
MEA_CASE_E4110A4832,RES_CASE_B5C1512C08,调用,REQUIRES,021_高速公路跨江大桥车辆自燃致桥面铺装受损事故_c808f0b7,高速公路跨江大桥车辆自燃致桥面铺装受损事故,交警部门立即封闭大桥双向车道,0.8000,案例抽取导入
EVT_FOREST_GRASS_FIRE,MEA_CASE_E4110A4832,触发,TRIGGERS,021_高速公路跨江大桥车辆自燃致桥面铺装受损事故_c808f0b7,高速公路跨江大桥车辆自燃致桥面铺装受损事故,某跨江高速公路大桥，一辆重型半挂货车行驶中，轮胎起火引发车辆自燃，火势迅速蔓延至整个车体，高温持续灼烧大桥桥面，导致桥面沥青铺装层开裂、破损，货车驾驶员与副驾及时撤离至安全区域，大桥为双向六车道，车流量大。,0.7000,案例抽取导入
MEA_CASE_7F1E894CA7,ORG_CASE_A72E11B477,实施主体,IMPLEMENTED_BY,022_乡村道路农用无人机运输车剐蹭电线杆致电线掉落事故_f09a10d9,乡村道路农用无人机运输车剐蹭电线杆致电线掉落事故,供电部门对受损线路、电线杆进行全面修复,0.9000,案例抽取导入
MEA_CASE_450A825FE7,ORG_CASE_12F41DBD86,实施主体,IMPLEMENTED_BY,022_乡村道路农用无人机运输车剐蹭电线杆致电线掉落事故_f09a10d9,乡村道路农用无人机运输车剐蹭电线杆致电线掉落事故,路政部门拖移事故车辆,0.8000,案例抽取导入
EVT_CASE_9BDDC88CCC,MEA_CASE_CEEE944B99,触发,TRIGGERS,023_城市货运通道大件运输车辆转弯占道碰撞事故_f9707b54,城市货运通道大件运输车辆转弯占道碰撞事故,消防救援队伍使用破拆工具、起重机解救被困轿车驾驶员,0.9000,案例抽取导入
EVT_CASE_9BDDC88CCC,MEA_CASE_F9A9A6FAD1,触发,TRIGGERS,023_城市货运通道大件运输车辆转弯占道碰撞事故_f9707b54,城市货运通道大件运输车辆转弯占道碰撞事故,医疗部门派遣救护车转运受伤驾驶员至医院,0.9000,案例抽取导入
EVT_CASE_9BDDC88CCC,MEA_CASE_F2C178773D,触发,TRIGGERS,023_城市货运通道大件运输车辆转弯占道碰撞事故_f9707b54,城市货运通道大件运输车辆转弯占道碰撞事故,路政部门调集清障车清理事故车辆，恢复路口通行,0.9000,案例抽取导入
MEA_CASE_CEEE944B99,ORG_CASE_CECFFFD120,实施主体,IMPLEMENTED_BY,023_城市货运通道大件运输车辆转弯占道碰撞事故_f9707b54,城市货运通道大件运输车辆转弯占道碰撞事故,消防救援队伍使用破拆工具、起重机解救被困轿车驾驶员,0.9000,案例抽取导入
MEA_CASE_F9A9A6FAD1,ORG_CASE_58D13C3595,实施主体,IMPLEMENTED_BY,023_城市货运通道大件运输车辆转弯占道碰撞事故_f9707b54,城市货运通道大件运输车辆转弯占道碰撞事故,医疗部门派遣救护车转运受伤驾驶员至医院,0.9000,案例抽取导入
MEA_CASE_F2C178773D,ORG_CASE_12F41DBD86,实施主体,IMPLEMENTED_BY,023_城市货运通道大件运输车辆转弯占道碰撞事故_f9707b54,城市货运通道大件运输车辆转弯占道碰撞事故,路政部门调集清障车清理事故车辆，恢复路口通行,0.9000,案例抽取导入
EVT_CASE_204F98C6FB,EVT_ROAD_INTERRUPTION,引发,CAUSES,024_高原冻土公路路面融沉致车辆颠簸侧翻事故_ce73baa9,高原冻土公路路面融沉致车辆颠簸侧翻事故,夏季气温升高导致冻土融化，路面出现不均匀融沉、塌陷，一辆小型SUV行驶中，因路面塌陷颠簸失控，发生侧翻,0.9500,案例抽取导入
MEA_CASE_B9DE1F48C8,RES_CASE_70407E27F9,调用,REQUIRES,025_城市地铁施工占道路段车辆与围挡碰撞事故_6955d8c4,城市地铁施工占道路段车辆与围挡碰撞事故,一辆小型轿车因驾驶员酒后驾驶,0.6200,案例抽取导入
EVT_CASE_53582A46B0,MEA_CASE_B9DE1F48C8,触发,TRIGGERS,025_城市地铁施工占道路段车辆与围挡碰撞事故_6955d8c4,城市地铁施工占道路段车辆与围挡碰撞事故,一辆小型轿车因驾驶员酒后驾驶,0.6200,案例抽取导入
EVT_CASE_9BDDC88CCC,MEA_CASE_B396D82FB5,触发,TRIGGERS,026_林区防火通道私家车违规闯入与防火巡逻车碰撞事故_eadb387f,林区防火通道私家车违规闯入与防火巡逻车碰撞事故,接到报警,0.6200,案例抽取导入
EVT_CASE_9BDDC88CCC,MEA_CASE_4DEF057716,触发,TRIGGERS,026_林区防火通道私家车违规闯入与防火巡逻车碰撞事故_eadb387f,林区防火通道私家车违规闯入与防火巡逻车碰撞事故,解救被困人员,0.6200,案例抽取导入
EVT_ROAD_EMERGENCY,MEA_CASE_61B18C2460,触发,TRIGGERS,027_城市跨江隧道内车辆故障抛锚引发连环追尾事故_2eec0344,城市跨江隧道内车辆故障抛锚引发连环追尾事故,一辆小型轿车行驶中突发故障,0.6200,案例抽取导入
EVT_ROAD_EMERGENCY,MEA_CASE_7582192483,触发,TRIGGERS,027_城市跨江隧道内车辆故障抛锚引发连环追尾事故_2eec0344,城市跨江隧道内车辆故障抛锚引发连环追尾事故,抛锚在行车道内,0.6200,案例抽取导入
EVT_CASE_42AEE3CEDE,MEA_CASE_317F491222,触发,TRIGGERS,028_乡村庙会路段人流密集货车失控事故_f1a255c1,乡村庙会路段人流密集货车失控事故,车辆失控低速冲撞人流,0.9000,案例抽取导入
EVT_CASE_42AEE3CEDE,MEA_CASE_B889F74BC7,触发,TRIGGERS,028_乡村庙会路段人流密集货车失控事故_f1a255c1,乡村庙会路段人流密集货车失控事故,连续剐蹭多个摊位,0.8500,案例抽取导入
MEA_CASE_317F491222,RES_CASE_A35E463D8D,调用,REQUIRES,028_乡村庙会路段人流密集货车失控事故_f1a255c1,乡村庙会路段人流密集货车失控事故,医疗部门派遣乡镇卫生院救护车对受伤人员进行现场处置,0.7500,案例抽取导入
EVT_CASE_7E4A45E8A0,MEA_CASE_06D490F10A,触发,TRIGGERS,029_高速公路ETC车道前车倒车后车追尾事故_a9d9ee6f,高速公路ETC车道前车倒车后车追尾事故,在ETC车道内违规倒车,0.6200,案例抽取导入
EVT_CASE_7E4A45E8A0,EVT_CASE_8E0C915D4D,引发,CAUSES,029_高速公路ETC车道前车倒车后车追尾事故_a9d9ee6f,高速公路ETC车道前车倒车后车追尾事故,造成前车驾驶员1人轻伤，两车不同程度损毁，收费站ETC车道全部封闭，人工车道车流激增，车辆滞留约5公里，收费站通行效率大幅下降，存在后续车辆追尾的次生风险。,0.6000,案例抽取导入
EVT_CASE_091BB1089D,MEA_CASE_8FF9372275,触发,TRIGGERS,030_城市老旧小区内部道路消防车被石墩堵路延误救援事故_eec13e0f,城市老旧小区内部道路消防车被石墩堵路延误救援事故,小区内居民楼发生火灾，消防车赶赴现场后...,0.9000,案例抽取导入
MEA_CASE_8FF9372275,RES_CASE_B6DB55CC3C,调用,REQUIRES,030_城市老旧小区内部道路消防车被石墩堵路延误救援事故_eec13e0f,城市老旧小区内部道路消防车被石墩堵路延误救援事故,消防救援队伍到达现场后...,0.8000,案例抽取导入
EVT_CASE_55EC55B4DA,EVT_CASE_091BB1089D,引发,CAUSES,030_城市老旧小区内部道路消防车被石墩堵路延误救援事故_eec13e0f,城市老旧小区内部道路消防车被石墩堵路延误救援事故,消防车赶赴现场后，被水泥石墩完全堵死，无法进入火灾楼栋，延误火灾扑救。,0.7000,案例抽取导入
MEA_CASE_4DEF057716,ORG_CASE_CEC90B79B9,实施主体,IMPLEMENTED_BY,031_沙漠公路车辆陷沙致多车滞留事故_fec06b64,沙漠公路车辆陷沙致多车滞留事故,当地交警、沙漠应急救援队伍接到过路车辆报警后，立即携带救援装备、饮用水、降温物资赶赴现场；救援队伍使用拖车绳、沙地脱困板、挖掘机协助被困车辆逐一脱困,0.8500,案例抽取导入
MEA_CASE_4DEF057716,ORG_CASE_DA3B807A38,实施主体,IMPLEMENTED_BY,031_沙漠公路车辆陷沙致多车滞留事故_fec06b64,沙漠公路车辆陷沙致多车滞留事故,当地交警、沙漠应急救援队伍接到过路车辆报警后，立即携带救援装备、饮用水、降温物资赶赴现场,0.8500,案例抽取导入
MEA_CASE_54A66F8CF9,RES_CASE_0FE3AC754E,调用,REQUIRES,031_沙漠公路车辆陷沙致多车滞留事故_fec06b64,沙漠公路车辆陷沙致多车滞留事故,医疗人员对被困人员进行补水、降温处置,0.7000,案例抽取导入
MEA_CASE_E291015EBA,RES_CASE_0FE3AC754E,调用,REQUIRES,031_沙漠公路车辆陷沙致多车滞留事故_fec06b64,沙漠公路车辆陷沙致多车滞留事故,医疗人员对被困人员进行补水、降温处置,0.7000,案例抽取导入
EVT_CASE_69B12C85A5,MEA_CASE_B804A6CFD8,触发,TRIGGERS,031_沙漠公路车辆陷沙致多车滞留事故_fec06b64,沙漠公路车辆陷沙致多车滞留事故,交警部门封闭事故路段相关车道，疏导过往车辆严禁偏离主路行驶,0.7500,案例抽取导入
EVT_CASE_69B12C85A5,MEA_CASE_24BABF9F02,触发,TRIGGERS,031_沙漠公路车辆陷沙致多车滞留事故_fec06b64,沙漠公路车辆陷沙致多车滞留事故,路政部门对沙漠公路路边松软沙地区域增设警示标志与防护设施,0.7500,案例抽取导入
EVT_CASE_9197CC1E77,MEA_CASE_CF67B7CA0F,触发,TRIGGERS,032_城市生鲜配送三轮车逆行闯红灯碰撞事故_ad1d53f0,城市生鲜配送三轮车逆行闯红灯碰撞事故,三轮车侧翻，车内生鲜货物散落一地，三轮车驾驶员被压在车下,0.7000,案例抽取导入
EVT_CASE_C562521519,EVT_ROAD_INTERRUPTION,引发,CAUSES,033_山区公路冬季暗冰致客车侧滑事故_71108cc8,山区公路冬季暗冰致客车侧滑事故,冬季夜间气温骤降，路面形成薄暗冰，肉眼难以识别，一辆载有25名乘客的中型客运班车行驶至该路段时，车辆发生侧滑,0.9500,案例抽取导入
