entity_id,entity_name,entity_type,alias,alias_type,source
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆坠坑,scene_expression,案例抽取自动补充:012_城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故_d332a374
EVT_ROAD_DAMAGE,公路损毁,Event,车辆坠坑,scene_expression,案例抽取自动补充:012_城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故_d332a374
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆坠坑,scene_expression,案例抽取自动补充:012_城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故_d332a374
EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,Event,新能源汽车电池热失控,scene_expression,案例抽取自动补充:014_城市高架路新能源汽车电池热失控冒烟事故_4b6eb5fb
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆被困,scene_expression,案例抽取自动补充:015_乡村漫水桥洪水上涨车辆被困事故_ba2b1a48
EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,Event,油罐车卸油起火,scene_expression,案例抽取自动补充:016_高速服务区油罐车卸油时静电起火事故_70e84647
EVT_TRAFFIC_ACCIDENT,交通事故,Event,油罐车卸油起火,scene_expression,案例抽取自动补充:016_高速服务区油罐车卸油时静电起火事故_70e84647
EVT_FOREST_GRASS_FIRE,森林草原火灾,Event,车辆起火,scene_expression,案例抽取自动补充:018_山区盘山公路挂车刹车过热起火事故_518896b3
EVT_VEHICLE_BACKLOG,车辆积压,Event,交通拥堵,scene_expression,案例抽取自动补充:019_城市校园周边接送学生车辆违停引发剐蹭拥堵事故_f673cea7
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,道路潮汐淹没车辆被困,scene_expression,案例抽取自动补充:020_沿海滩涂养殖区道路潮汐淹没车辆被困事故_ec74207e
EVT_RAINSTORM,暴雨,Event,道路潮汐淹没车辆被困,scene_expression,案例抽取自动补充:020_沿海滩涂养殖区道路潮汐淹没车辆被困事故_ec74207e
EVT_ROAD_DAMAGE,公路损毁,Event,车辆剐蹭电线杆,scene_expression,案例抽取自动补充:022_乡村道路农用无人机运输车剐蹭电线杆致电线掉落事故_f09a10d9
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆剐蹭电线杆,scene_expression,案例抽取自动补充:022_乡村道路农用无人机运输车剐蹭电线杆致电线掉落事故_f09a10d9
EVT_ROAD_DAMAGE,公路损毁,Event,车辆碰撞施工设施,scene_expression,案例抽取自动补充:025_城市地铁施工占道路段车辆与围挡碰撞事故_6955d8c4
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆碰撞施工设施,scene_expression,案例抽取自动补充:025_城市地铁施工占道路段车辆与围挡碰撞事故_6955d8c4
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆追尾,scene_expression,案例抽取自动补充:029_高速公路ETC车道前车倒车后车追尾事故_a9d9ee6f
EVT_ROAD_INTERRUPTION,公路中断,Event,消防通道堵塞,scene_expression,案例抽取自动补充:030_城市老旧小区内部道路消防车被石墩堵路延误救援事故_eec13e0f
EVT_TRAFFIC_ACCIDENT,交通事故,Event,消防通道堵塞,scene_expression,案例抽取自动补充:030_城市老旧小区内部道路消防车被石墩堵路延误救援事故_eec13e0f
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆陷沙,scene_expression,案例抽取自动补充:031_沙漠公路车辆陷沙致多车滞留事故_fec06b64
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆陷沙,scene_expression,案例抽取自动补充:031_沙漠公路车辆陷沙致多车滞留事故_fec06b64
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,道路交通碰撞,scene_expression,案例抽取自动补充:032_城市生鲜配送三轮车逆行闯红灯碰撞事故_ad1d53f0
EVT_ROAD_DAMAGE,公路损毁,Event,道路交通碰撞,scene_expression,案例抽取自动补充:032_城市生鲜配送三轮车逆行闯红灯碰撞事故_ad1d53f0
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,车辆碰撞,scene_expression,案例抽取自动补充:034_港口滚装码头车辆上下船碰撞事故_65cb0299
EVT_ROAD_DAMAGE,公路损毁,Event,车辆碰撞,scene_expression,案例抽取自动补充:034_港口滚装码头车辆上下船碰撞事故_65cb0299
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,隔音屏坠落砸车,scene_expression,案例抽取自动补充:035_城市高架路隔音屏脱落砸中过往车辆事故_eee5d463
EVT_CONSTRUCTION_SAFETY,施工安全事故,Event,隔音屏坠落砸车,scene_expression,案例抽取自动补充:035_城市高架路隔音屏脱落砸中过往车辆事故_eee5d463
EVT_ROAD_DAMAGE,公路损毁,Event,隔音屏坠落砸车,scene_expression,案例抽取自动补充:035_城市高架路隔音屏脱落砸中过往车辆事故_eee5d463
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,浓烟引发多车碰撞,scene_expression,案例抽取自动补充:036_乡村道路秸秆焚烧浓烟致多车碰撞事故_8abdd7c8
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆冲撞,scene_expression,案例抽取自动补充:039_边境公路巡逻车与走私车辆冲撞事故_afef4888
EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,Event,构件坠落砸车,scene_expression,案例抽取自动补充:041_高速公路收费站雨棚脱落砸中车辆事故_9a31529a
EVT_ROAD_DAMAGE,公路损毁,Event,构件坠落砸车,scene_expression,案例抽取自动补充:041_高速公路收费站雨棚脱落砸中车辆事故_9a31529a
EVT_ROAD_BLOCKAGE,公路阻塞,Event,车辆剐蹭,scene_expression,案例抽取自动补充:043_城市会展中心周边大型活动散场车辆拥堵剐蹭事故_1150e748
EVT_ROAD_INTERRUPTION,公路中断,Event,道路雪崩,scene_expression,案例抽取自动补充:044_山区公路积雪雪崩阻断道路车辆被困事故_2852a114
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,道路雪崩,scene_expression,案例抽取自动补充:044_山区公路积雪雪崩阻断道路车辆被困事故_2852a114
EVT_TRAFFIC_ACCIDENT,交通事故,Event,高速公路逆行碰撞,scene_expression,案例抽取自动补充:046_高速公路服务区匝道逆行引发碰撞事故_4194887c
EVT_TRAFFIC_ACCIDENT,交通事故,Event,货车起火,scene_expression,案例抽取自动补充:047_乡村道路烤烟运输车起火事故_5ed0dfe5
EVT_HAZMAT_ACCIDENT,危险货物运输事故,Event,货车起火,scene_expression,案例抽取自动补充:047_乡村道路烤烟运输车起火事故_5ed0dfe5
EVT_TRAFFIC_ACCIDENT,交通事故,Event,轨道交通入侵,scene_expression,案例抽取自动补充:048_城市轨道交通地面段私家车闯入轨道逼停列车事故_413aea0d
EVT_ROAD_INTERRUPTION,公路中断,Event,暴风雪天气导致的道路交通中断,scene_expression,案例抽取自动补充:049_高原公路暴风雪致车辆被困人员冻伤事故_f5f83a60
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,暴风雪天气导致的道路交通中断,scene_expression,案例抽取自动补充:049_高原公路暴风雪致车辆被困人员冻伤事故_f5f83a60
EVT_ROAD_INTERRUPTION,公路中断,Event,设备坠落伤人,scene_expression,案例抽取自动补充:050_城市垃圾清运车液压尾板故障坠落砸伤路人事故_a3c23fcc
EVT_VEHICLE_BACKLOG,车辆积压,Event,设备坠落伤人,scene_expression,案例抽取自动补充:050_城市垃圾清运车液压尾板故障坠落砸伤路人事故_a3c23fcc
